A;001;20010822 12:43;CDIXON;
C;001;2987;22;20010822 12:43;1//727397;
D;001;2987;22;20010822 12:43;P;;;;;;
D;001;2987;22;20010822 12:43;V;;;;;;
B;001;3286;23;20010822 12:43;;;27;EDDEN ST;BELLBIRD;2325;1220;M;20010307;20010419;59500;A;R;;;GN;;;7571081;
C;001;3286;23;20010822 12:43;7/8/6821;
D;001;3286;23;20010822 12:43;P;;;;;;
D;001;3286;23;20010822 12:43;V;;;;;;
D;001;3286;23;20010822 12:43;V;;;;;;
B;001;3484;24;20010822 12:43;;;94;KEELENDI RD;BELLBIRD HEIGHTS;2325;;;20010305;20010412;153500;A;R;;;GN;AC;;7560049;
C;001;3484;24;20010822 12:43;4//558960 DIMENSIONS: FRONT: 558960IRR BACK: 18.34 SIDE 1: 45.06 SIDE ;
C;001;3484;24;20010822 12:43;2: 43.68 IRR18.48/18.34X45.06/43.68;
D;001;3484;24;20010822 12:43;P;;;;;;
D;001;3484;24;20010822 12:43;V;;;;;;
B;001;3760;25;20010822 12:43;;;235;MATHIESON ST;BELLBIRD;2325;;;20010320;20010501;135000;A;R;;;GN;;;7584857;
C;001;3760;25;20010822 12:43;46//7802;
D;001;3760;25;20010822 12:43;P;;;;;;
D;001;3760;25;20010822 12:43;P;;;;;;
D;001;3760;25;20010822 12:43;V;;;;;;
B;001;4109;26;20010822 12:43;;;337;WOLLOMBI RD;BELLBIRD HEIGHTS;2325;597.5;M;20010412;20010524;79000;A;R;;;GN;;;7648832;
C;001;4109;26;20010822 12:43;32//742045;
D;001;4109;26;20010822 12:43;P;;;;;;
D;001;4109;26;20010822 12:43;V;;;;;;
B;001;4159;27;20010822 12:43;;;44;BOWEN ST;BRANXTON;2335;1937;M;20010524;20010524;0;A;V;;;FA;;;7642906;
C;001;4159;27;20010822 12:43;11//617165;
D;001;4159;27;20010822 12:43;P;;;;;;
D;001;4159;27;20010822 12:43;P;;;;;;
D;001;4159;27;20010822 12:43;V;;;;;;
D;001;4159;27;20010822 12:43;V;;;;;;
B;001;4172;28;20010822 12:43;;;14;BOWEN ST;BRANXTON;2335;1012;M;20010315;20010328;105000;A;R;;;FA;;;7629799;
C;001;4172;28;20010822 12:43;16/7/8027;
D;001;4172;28;20010822 12:43;P;;;;;;
D;001;4172;28;20010822 12:43;P;;;;;;
D;001;4172;28;20010822 12:43;V;;;;;;
D;001;4172;28;20010822 12:43;V;;;;;;
B;001;4216;29;20010822 12:43;;;14;CESSNOCK RD;BRANXTON;2335;;;19990826;19990927;75000;A;3;RESIDENCE;;FA;;;6231764;
C;001;4216;29;20010822 12:43;2/12/8027;
D;001;4216;29;20010822 12:43;P;;;;;;
D;001;4216;29;20010822 12:43;V;;;;;;
B;001;4359;30;20010822 12:43;;;29;DALWOOD RD;EAST BRANXTON;2335;1663;M;20010223;20010518;115000;A;R;;;FA;;;7634272;
C;001;4359;30;20010822 12:43;6/A/1846;
D;001;4359;30;20010822 12:43;P;;;;;;
D;001;4359;30;20010822 12:43;P;;;;;;
D;001;4359;30;20010822 12:43;V;;;;;;
B;001;4366;31;20010822 12:43;;;17;DALWOOD RD;EAST BRANXTON;2335;;;20010419;20010419;0;A;R;;;FA;;;7580034;
C;001;4366;31;20010822 12:43;10//7120;
D;001;4366;31;20010822 12:43;P;;;;;;
D;001;4366;31;20010822 12:43;P;;;;;;
D;001;4366;31;20010822 12:43;P;;;;;;
D;001;4366;31;20010822 12:43;V;;;;;;
B;001;4458;32;20010822 12:43;;;16;FLEET ST;BRANXTON;2335;1011.7;M;20010309;20010309;0;A;R;;;FA;;;7603515;
C;001;4458;32;20010822 12:43;9/2/8123;
D;001;4458;32;20010822 12:43;P;;;;;;
D;001;4458;32;20010822 12:43;V;;;;;;
B;001;4538;33;20010822 12:43;;;22;HANWOOD RD;NORTH ROTHBURY;2335;1.015;H;20000927;20010504;80080;R;V;;;RK;;;7607772;
C;001;4538;33;20010822 12:43;51//1013201;
D;001;4538;33;20010822 12:43;P;;;;;;
D;001;4538;33;20010822 12:43;P;;;;;;
D;001;4538;33;20010822 12:43;V;;;;;;
B;001;4569;34;20010822 12:43;;;4;LINDSAY ST;EAST BRANXTON;2335;1578.62;M;20010322;20010426;130000;A;R;;;FA;;;7586266;
C;001;4569;34;20010822 12:43;5/3/758153;
D;001;4569;34;20010822 12:43;P;;;;;;
D;001;4569;34;20010822 12:43;P;;;;;;
D;001;4569;34;20010822 12:43;V;;;;;;
B;001;5015;35;20010822 12:43;;;31;ALEXANDER ST;CESSNOCK;2325;;;20010327;20010327;0;A;R;;;GK;;;7601941;
C;001;5015;35;20010822 12:43;20/E/4927;
D;001;5015;35;20010822 12:43;P;;;;;;
D;001;5015;35;20010822 12:43;P;;;;;;
D;001;5015;35;20010822 12:43;V;;;;;;
B;001;5019;36;20010822 12:43;;;23;ALEXANDER ST;CESSNOCK;2325;;;20010424;20010424;0;A;R;;;GK;;;7585173;
C;001;5019;36;20010822 12:43;16/E/4927;
D;001;5019;36;20010822 12:43;P;;;;;;
B;001;5166;37;20010822 12:43;;;16;ALLANDALE RD;CESSNOCK;2325;805;M;20010328;20010523;145000;A;R;;;GE;;;7651232;
C;001;5166;37;20010822 12:43;19//48151;
D;001;5166;37;20010822 12:43;P;;;;;;
D;001;5166;37;20010822 12:43;V;;;;;;
B;001;5207;38;20010822 12:43;;;104;ALLANDALE RD;CESSNOCK;2325;;;20010326;20010426;79000;A;R;;;GE;;;7619290;
C;001;5207;38;20010822 12:43;8/8/5251;
D;001;5207;38;20010822 12:43;P;;;;;;
D;001;5207;38;20010822 12:43;V;;;;;;
B;001;5289;39;20010822 12:43;;;34;ANN ST;CESSNOCK;2325;;;20010226;20010420;110000;A;R;;;GH;;;7639334;
C;001;5289;39;20010822 12:43;B//309829;
D;001;5289;39;20010822 12:43;P;;;;;;
B;001;5440;40;20010822 12:43;;;6;ARCADIA AVE;CESSNOCK;2325;638.6;M;20010320;20010503;22000;A;R;;;GL;;;7632268;
C;001;5440;40;20010822 12:43;1//552550;
D;001;5440;40;20010822 12:43;P;;;;;;
D;001;5440;40;20010822 12:43;V;;;;;;
B;001;5440;41;20010822 12:43;;;6;ARCADIA AVE;CESSNOCK;2325;638.6;M;20010320;20010503;22000;A;R;;;GL;;;7632269;
C;001;5440;41;20010822 12:43;1//552550;
D;001;5440;41;20010822 12:43;P;;;;;;
D;001;5440;41;20010822 12:43;P;;;;;;
D;001;5440;41;20010822 12:43;V;;;;;;
B;001;5472;42;20010822 12:43;;;11;ATTWATER AVE;CESSNOCK;2325;358.3;M;20010329;20010504;57500;A;R;;;GE;;;7603195;
C;001;5472;42;20010822 12:43;491//848145;
D;001;5472;42;20010822 12:43;P;;;;;;
D;001;5472;42;20010822 12:43;V;;;;;;
D;001;5472;42;20010822 12:43;V;;;;;;
B;001;5473;43;20010822 12:43;;;13;ATTWATER AVE;CESSNOCK;2325;;;20010228;20010426;140000;A;R;;;GE;;;7581449;
C;001;5473;43;20010822 12:43;48/C/8991;
D;001;5473;43;20010822 12:43;P;;;;;;
D;001;5473;43;20010822 12:43;V;;;;;;
B;001;5485;44;20010822 12:43;;;4;ATTWATER AVE;CESSNOCK;2325;;;20010424;20010424;0;A;3;NULL;;GE;;;7612907;
C;001;5485;44;20010822 12:43;41/C/8991;
D;001;5485;44;20010822 12:43;P;;;;;;
D;001;5485;44;20010822 12:43;V;;;;;;
B;001;5546;45;20010822 12:43;;;6;BENT ST;CESSNOCK;2325;;;20010215;20010302;95000;A;3;NULL;;GH;AC;;7508245;
C;001;5546;45;20010822 12:43;12/2/11969 5X44.3/39.85;
D;001;5546;45;20010822 12:43;P;;;;;;
D;001;5546;45;20010822 12:43;P;;;;;;
D;001;5546;45;20010822 12:43;V;;;;;;
B;001;5633;46;20010822 12:43;;;65;BOOMERANG ST;CESSNOCK;2325;;;20010531;20010531;0;A;3;NULL;;GH;;;7657356;
C;001;5633;46;20010822 12:43;4/6/11969;
D;001;5633;46;20010822 12:43;P;;;;;;
D;001;5633;46;20010822 12:43;V;;;;;;
B;001;5825;47;20010822 12:43;;;17;CAMPBELL ST;CESSNOCK;2325;800;M;20010309;20010424;146000;A;R;;;GP;;;7592262;
C;001;5825;47;20010822 12:43;9//264337;
D;001;5825;47;20010822 12:43;P;;;;;;
D;001;5825;47;20010822 12:43;P;;;;;;
D;001;5825;47;20010822 12:43;V;;;;;;
B;001;5877;48;20010822 12:43;;;76;CATHERINE ST;CESSNOCK;2325;;;20010504;20010615;62500;A;R;;;GP;;;7638598;
C;001;5877;48;20010822 12:43;A//308733;
D;001;5877;48;20010822 12:43;P;;;;;;
D;001;5877;48;20010822 12:43;P;;;;;;
D;001;5877;48;20010822 12:43;V;;;;;;
B;001;5878;49;20010822 12:43;;;74;CATHERINE ST;CESSNOCK;2325;;;20010321;20010514;82500;A;R;;;GP;;;7623526;
C;001;5878;49;20010822 12:43;14/C/5514;
D;001;5878;49;20010822 12:43;P;;;;;;
D;001;5878;49;20010822 12:43;V;;;;;;
B;001;5930;50;20010822 12:43;;;29;CATHERINE ST;CESSNOCK;2325;;;20010330;20010507;125000;A;R;;;GP;;;7598727;
C;001;5930;50;20010822 12:43;A//307083;
D;001;5930;50;20010822 12:43;P;;;;;;
D;001;5930;50;20010822 12:43;P;;;;;;
D;001;5930;50;20010822 12:43;V;;;;;;
B;001;6152;51;20010822 12:43;;;29;COMFORT AVE;CESSNOCK;2325;;;20010307;20010418;69000;A;R;;;GE;;;7579840;
C;001;6152;51;20010822 12:43;18/G/5106;
D;001;6152;51;20010822 12:43;P;;;;;;
D;001;6152;51;20010822 12:43;P;;;;;;
D;001;6152;51;20010822 12:43;V;;;;;;
B;001;6163;52;20010822 12:43;;;7;COMFORT AVE;CESSNOCK;2325;486.9;M;20010329;20010424;115000;A;R;;;GE;;;7586626;
C;001;6163;52;20010822 12:43;2//557333;
D;001;6163;52;20010822 12:43;P;;;;;;
D;001;6163;52;20010822 12:43;P;;;;;;
D;001;6163;52;20010822 12:43;V;;;;;;
B;001;6280;53;20010822 12:43;;2;27;DARWIN ST;CESSNOCK;2325;;;20010423;20010423;145000;;3;HOME UNIT ;2;;;;7626506;
C;001;6280;53;20010822 12:43;2//SP 64635;
D;001;6280;53;20010822 12:43;P;;;;;;
D;001;6280;53;20010822 12:43;V;;;;;;
D;001;6280;53;20010822 12:43;V;;;;;;
B;001;6310;54;20010822 12:43;;;25;DAVID ST;CESSNOCK;2325;;;20000614;20000614;0;A;R;;;GE;;;7654392;
C;001;6310;54;20010822 12:43;16/C/5000;
D;001;6310;54;20010822 12:43;P;;;;;;
D;001;6310;54;20010822 12:43;P;;;;;;
D;001;6310;54;20010822 12:43;P;;;;;;
D;001;6310;54;20010822 12:43;P;;;;;;
D;001;6310;54;20010822 12:43;P;;;;;;
D;001;6310;54;20010822 12:43;V;;;;;;
B;001;6394;55;20010822 12:43;;;70;DESMOND ST;CESSNOCK;2325;;;20010403;20010514;82500;A;R;;;GP;;;7617119;
C;001;6394;55;20010822 12:43;36/A/12005;
D;001;6394;55;20010822 12:43;P;;;;;;
D;001;6394;55;20010822 12:43;P;;;;;;
D;001;6394;55;20010822 12:43;V;;;;;;
B;001;6439;56;20010822 12:43;;;6;DOVER ST;CESSNOCK;2325;;;20010314;20010420;92500;A;R;;;GE;;;7594258;
C;001;6439;56;20010822 12:43;3//15069;
D;001;6439;56;20010822 12:43;P;;;;;;
D;001;6439;56;20010822 12:43;V;;;;;;
B;001;6533;57;20010822 12:43;;;43;EDITH ST;CESSNOCK;2325;733.5;M;20001221;20010131;50000;A;3;;;GP;AC;;7380825;
C;001;6533;57;20010822 12:43;D//309004;
D;001;6533;57;20010822 12:43;P;;;;;;
D;001;6533;57;20010822 12:43;V;;;;;;
B;001;6628;58;20010822 12:43;;;79;FERGUSON ST;CESSNOCK;2325;;;20010426;20010525;75000;A;R;;;GE;;;7654444;
C;001;6628;58;20010822 12:43;3/A/8991;
D;001;6628;58;20010822 12:43;P;;;;;;
D;001;6628;58;20010822 12:43;P;;;;;;
D;001;6628;58;20010822 12:43;V;;;;;;
B;001;6788;59;20010822 12:43;;;3;GOVERNMENT RD;CESSNOCK;2325;1.214;H;20010219;20010309;65000;A;R;;;EL;RR;;7505366;
C;001;6788;59;20010822 12:43;1, PT 2//553057;
D;001;6788;59;20010822 12:43;P;;;;;;
D;001;6788;59;20010822 12:43;V;;;;;;
B;001;7006;60;20010822 12:43;;;13;JURD ST;CESSNOCK;2325;;;20001222;20010209;83000;A;R;;;GH;;;7643393;
C;001;7006;60;20010822 12:43;10//176449;
D;001;7006;60;20010822 12:43;P;;;;;;
D;001;7006;60;20010822 12:43;V;;;;;;
B;001;7036;61;20010822 12:43;;;1;KEMPE ST;CESSNOCK;2325;;;20010312;20010423;79000;A;R;;;GP;;;7604989;
C;001;7036;61;20010822 12:43;10/15/5465;
D;001;7036;61;20010822 12:43;P;;;;;;
D;001;7036;61;20010822 12:43;P;;;;;;
D;001;7036;61;20010822 12:43;V;;;;;;
D;001;7036;61;20010822 12:43;V;;;;;;
B;001;7140;62;20010822 12:43;;;5;LEE-ANN CRES;CESSNOCK;2325;569.4;M;20001026;20010403;110000;A;R;;;GE;;;7600619;
C;001;7140;62;20010822 12:43;36//253077;
D;001;7140;62;20010822 12:43;P;;;;;;
D;001;7140;62;20010822 12:43;P;;;;;;
D;001;7140;62;20010822 12:43;V;;;;;;
B;001;7222;63;20010822 12:43;;;27;LINDSAY ST;CESSNOCK;2325;1126;M;20010326;20010427;133000;A;3;HOUSE ;;GK;;;7586226;
C;001;7222;63;20010822 12:43;32//700638;
D;001;7222;63;20010822 12:43;P;;;;;;
D;001;7222;63;20010822 12:43;V;;;;;;
B;001;7244;64;20010822 12:43;;;8;LINDSAY ST;CESSNOCK;2325;;;20010322;20010504;87000;A;R;;;GK;;;7603838;
C;001;7244;64;20010822 12:43;269//12974;
D;001;7244;64;20010822 12:43;P;;;;;;
D;001;7244;64;20010822 12:43;V;;;;;;
B;001;7346;65;20010822 12:43;;;73;LOVE ST;CESSNOCK;2325;;;20010328;20010328;0;A;3;NULL;;GH;;;7621892;
C;001;7346;65;20010822 12:43;6/12/5442;
D;001;7346;65;20010822 12:43;P;;;;;;
D;001;7346;65;20010822 12:43;V;;;;;;
B;001;7700;66;20010822 12:43;;;300;MAITLAND RD;CESSNOCK;2325;2048;M;20010328;20010403;760000;A;3;MOTEL ;;NB;;;7612132;
C;001;7700;66;20010822 12:43;1//841518;
D;001;7700;66;20010822 12:43;P;;;;;;
D;001;7700;66;20010822 12:43;P;;;;;;
D;001;7700;66;20010822 12:43;V;;;;;;
B;001;7794;67;20010822 12:43;;;28;MARGARET ST;CESSNOCK;2325;;;20010425;20010523;71000;A;R;;;GP;;;7652362;
C;001;7794;67;20010822 12:43;12/5/5085;
D;001;7794;67;20010822 12:43;P;;;;;;
D;001;7794;67;20010822 12:43;V;;;;;;
D;001;7794;67;20010822 12:43;V;;;;;;
B;001;7949;68;20010822 12:43;;2;12;MICHAEL ST;CESSNOCK;2325;;;20010330;20010510;85000;;R;;2;;;;7610642;
C;001;7949;68;20010822 12:43;2//SP 46080;
D;001;7949;68;20010822 12:43;P;;;;;;
D;001;7949;68;20010822 12:43;V;;;;;;
B;001;8155;69;20010822 12:43;;1;;MOUNT VIEW RD;CESSNOCK;2325;;;20010409;20010510;120000;;R;;1;;;;7627093;
C;001;8155;69;20010822 12:43;1//SP 55205;
D;001;8155;69;20010822 12:43;P;;;;;;
D;001;8155;69;20010822 12:43;V;;;;;;
B;001;8155;70;20010822 12:43;;2;;MOUNT VIEW RD;CESSNOCK;2325;;;20010409;20010510;150000;;R;;2;;;;7626922;
C;001;8155;70;20010822 12:43;2//SP 55205;
D;001;8155;70;20010822 12:43;P;;;;;;
D;001;8155;70;20010822 12:43;V;;;;;;
B;001;8171;71;20010822 12:43;;;18;MOUNT VW RD;CESSNOCK;2325;;;20010518;20010518;0;A;R;;;GK;;;7640510;
C;001;8171;71;20010822 12:43;11/5/5251;
D;001;8171;71;20010822 12:43;P;;;;;;
D;001;8171;71;20010822 12:43;V;;;;;;
B;001;8185;72;20010822 12:43;;;8;MYRA ST;CESSNOCK;2325;;;20010323;20010423;53000;A;V;;;GH;;;7568233;
C;001;8185;72;20010822 12:43;41//9164;
D;001;8185;72;20010822 12:43;P;;;;;;
D;001;8185;72;20010822 12:43;P;;;;;;
D;001;8185;72;20010822 12:43;V;;;;;;
B;001;8191;73;20010822 12:43;;;5;MYRA ST;CESSNOCK;2325;;;20010403;20010515;99500;A;R;;;GH;;;7620390;
C;001;8191;73;20010822 12:43;3/13/5442;
D;001;8191;73;20010822 12:43;P;;;;;;
D;001;8191;73;20010822 12:43;P;;;;;;
D;001;8191;73;20010822 12:43;V;;;;;;
D;001;8191;73;20010822 12:43;V;;;;;;
B;001;8291;74;20010822 12:43;;;5;O'SHEA CCT;CESSNOCK;2325;840.3;M;20010125;20010125;0;A;3;NULL;;GS;;;7581849;
C;001;8291;74;20010822 12:43;103//831570;
D;001;8291;74;20010822 12:43;P;;;;;;
D;001;8291;74;20010822 12:43;V;;;;;;
D;001;8291;74;20010822 12:43;V;;;;;;
B;001;8348;75;20010822 12:43;;;2;SERGEANT ST;CESSNOCK;2325;;;20010406;20010504;89000;A;R;;;GP;;;7623173;
C;001;8348;75;20010822 12:43;6//305053;
D;001;8348;75;20010822 12:43;P;;;;;;
D;001;8348;75;20010822 12:43;P;;;;;;
D;001;8348;75;20010822 12:43;V;;;;;;
B;001;8357;76;20010822 12:43;;;20;SERGEANT ST;CESSNOCK;2325;;;20010330;20010424;105000;A;R;;;GP;;;7578227;
C;001;8357;76;20010822 12:43;A//13862;
D;001;8357;76;20010822 12:43;P;;;;;;
D;001;8357;76;20010822 12:43;P;;;;;;
D;001;8357;76;20010822 12:43;V;;;;;;
B;001;8384;77;20010822 12:43;;;11;SERGEANT ST;CESSNOCK;2325;;;20010122;20010122;0;A;R;;;GP;;;7598451;
C;001;8384;77;20010822 12:43;2/F/5015;
D;001;8384;77;20010822 12:43;P;;;;;;
D;001;8384;77;20010822 12:43;V;;;;;;
B;001;8495;78;20010822 12:43;;;10;SHIRAZ GR;CESSNOCK;2325;906.7;M;20010410;20010522;40000;A;V;;;GS;;;7636873;
C;001;8495;78;20010822 12:43;218//855326;
D;001;8495;78;20010822 12:43;P;;;;;;
D;001;8495;78;20010822 12:43;V;;;;;;
B;001;8976;79;20010822 12:43;;;172;WOLLOMBI RD;CESSNOCK;2325;;;20010501;20010518;72000;A;R;;;GK;;;7632220;
C;001;8976;79;20010822 12:43;4/B/4927;
D;001;8976;79;20010822 12:43;P;;;;;;
D;001;8976;79;20010822 12:43;P;;;;;;
D;001;8976;79;20010822 12:43;V;;;;;;
B;001;8981;80;20010822 12:43;;;182;WOLLOMBI RD;CESSNOCK;2325;;;20010213;20010327;82500;A;R;;;GK;;;7575429;
C;001;8981;80;20010822 12:43;5/A/4927;
D;001;8981;80;20010822 12:43;P;;;;;;
D;001;8981;80;20010822 12:43;P;;;;;;
D;001;8981;80;20010822 12:43;V;;;;;;
B;001;9251;81;20010822 12:43;;;9;CLIFT ST;GRETA;2334;1815;M;20010313;20010424;70620;A;R;;;FB;;;7602150;
C;001;9251;81;20010822 12:43;6//234;
D;001;9251;81;20010822 12:43;P;;;;;;
D;001;9251;81;20010822 12:43;V;;;;;;
B;001;9260;82;20010822 12:43;;;;NELSON ST;GRETA;2334;5000;M;20010419;20010504;53000;R;V;;;RK;;;7635680;
C;001;9260;82;20010822 12:43;22//847827;
D;001;9260;82;20010822 12:43;P;;;;;;
D;001;9260;82;20010822 12:43;V;;;;;;
D;001;9260;82;20010822 12:43;V;;;;;;
B;001;9302;83;20010822 12:43;;;9 A;EVANS ST;GRETA;2334;1078;H;20010305;20010330;88000;A;R;;;FB;AC;;7523533;
