A;004;20010719 11:59;PDANN;
B;004;96179;1;20010719 11:59;;;49;FERN ST;ARCADIA VALE;2283;626;M;20010223;20010307;130000;A;3;NULL;;ME;AC;;7542665;
C;004;96179;1;20010719 11:59;308//13129;
D;004;96179;1;20010719 11:59;P;;;;;;
D;004;96179;1;20010719 11:59;V;;;;;;
B;004;96240;2;20010719 11:59;;;6;GLADE ST;ARCADIA VALE;2283;531.1;M;20010221;20010221;0;A;3;NULL;;ME;;;7551009;
C;004;96240;2;20010719 11:59;557//13129;
D;004;96240;2;20010719 11:59;P;;;;;;
D;004;96240;2;20010719 11:59;P;;;;;;
B;004;96240;3;20010719 11:59;;;6;GLADE ST;ARCADIA VALE;2283;531.1;M;20110221;20110221;0;A;3;NULL;;ME;;;7551008;
C;004;96240;3;20010719 11:59;557//13129;
D;004;96240;3;20010719 11:59;P;;;;;;
D;004;96240;3;20010719 11:59;P;;;;;;
D;004;96240;3;20010719 11:59;V;;;;;;
D;004;96240;3;20010719 11:59;V;;;;;;
B;004;96294;4;20010719 11:59;;;19;GLEN AVE;ARCADIA VALE;2283;651.3;M;20010206;20010327;149950;A;R;;;ME;AC;;7510363;
C;004;96294;4;20010719 11:59;48//13129;
D;004;96294;4;20010719 11:59;P;;;;;;
D;004;96294;4;20010719 11:59;P;;;;;;
D;004;96294;4;20010719 11:59;V;;;;;;
D;004;96294;4;20010719 11:59;V;;;;;;
B;004;96370;5;20010719 11:59;;;3;SYLVAN CL;ARCADIA VALE;2283;600.7;M;20010307;20010323;180000;A;R;;;ME;;;7545714;
C;004;96370;5;20010719 11:59;336//13129;
D;004;96370;5;20010719 11:59;P;;;;;;
D;004;96370;5;20010719 11:59;P;;;;;;
D;004;96370;5;20010719 11:59;V;;;;;;
B;004;96450;6;20010719 11:59;;;499;LAKE RD;ARGENTON;2284;;;20001222;20010328;35685;A;V;;;CA;AV;;7538689;
C;004;96450;6;20010719 11:59;A//395566;
D;004;96450;6;20010719 11:59;P;;;;;;
D;004;96450;6;20010719 11:59;V;;;;;;
D;004;96450;6;20010719 11:59;V;;;;;;
B;004;96603;7;20010719 11:59;;;8;MARGARET ST;ARGENTON;2284;;;20010301;20010330;110000;A;R;;;CB;AC;;7537464;
C;004;96603;7;20010719 11:59;182//538224;
D;004;96603;7;20010719 11:59;P;;;;;;
D;004;96603;7;20010719 11:59;P;;;;;;
D;004;96603;7;20010719 11:59;V;;;;;;
B;004;96734;8;20010719 11:59;;;57;PARK AVE;ARGENTON;2284;1176;M;20010214;20010323;117000;A;3;NULL;;CB;AC;;7518155;
C;004;96734;8;20010719 11:59;15//12245;
D;004;96734;8;20010719 11:59;P;;;;;;
D;004;96734;8;20010719 11:59;P;;;;;;
D;004;96734;8;20010719 11:59;V;;;;;;
D;004;96734;8;20010719 11:59;V;;;;;;
B;004;96904;9;20010719 11:59;;;83;ROBERT ST;ARGENTON;2284;436.3;M;20001220;20010202;110000;A;3;NULL;;CB;AC;;7561352;
C;004;96904;9;20010719 11:59;3//212645;
D;004;96904;9;20010719 11:59;P;;;;;;
D;004;96904;9;20010719 11:59;V;;;;;;
B;004;96919;10;20010719 11:59;;;7;VICTORIA ST;ARGENTON;2284;;;20010305;20010327;95000;A;R;;;CB;AC;;7542535;
C;004;96919;10;20010719 11:59;1//15177;
D;004;96919;10;20010719 11:59;P;;;;;;
D;004;96919;10;20010719 11:59;V;;;;;;
B;004;97071;11;20010719 11:59;;;63;AVONDALE RD;COORANBONG;2265;1954;M;20010403;20010403;130000;A;R;;;NJ;AC;;7557107;
C;004;97071;11;20010719 11:59;1//214930;
D;004;97071;11;20010719 11:59;P;;;;;;
D;004;97071;11;20010719 11:59;P;;;;;;
D;004;97071;11;20010719 11:59;V;;;;;;
D;004;97071;11;20010719 11:59;V;;;;;;
B;004;97142;12;20010719 11:59;;;54;AVONDALE RD;COORANBONG;2265;1127;M;20001221;20001221;0;A;R;;;NJ;;;7564343;
C;004;97142;12;20010719 11:59;12//776136;
D;004;97142;12;20010719 11:59;P;;;;;;
D;004;97142;12;20010719 11:59;V;;;;;;
D;004;97142;12;20010719 11:59;V;;;;;;
B;004;97342;13;20010719 11:59;;;9;GARNER CL;COORANBONG;2265;624.5;M;20010219;20010329;77950;A;V;;;NJ;AV;;7536356;
C;004;97342;13;20010719 11:59;16//1014607;
D;004;97342;13;20010719 11:59;P;;;;;;
D;004;97342;13;20010719 11:59;P;;;;;;
D;004;97342;13;20010719 11:59;V;;;;;;
B;004;97347;14;20010719 11:59;;;6;GARNER CL;COORANBONG;2265;720.9;M;20010214;20010326;76000;A;V;;;NJ;AV;;7515890;
C;004;97347;14;20010719 11:59;11//1014607;
D;004;97347;14;20010719 11:59;P;;;;;;
D;004;97347;14;20010719 11:59;P;;;;;;
D;004;97347;14;20010719 11:59;V;;;;;;
B;004;97420;15;20010719 11:59;;;7;KENNEDY CL;COORANBONG;2265;600;M;20010309;20010406;200000;A;R;;;NJ;AC;;7539704;
C;004;97420;15;20010719 11:59;13//865588;
D;004;97420;15;20010719 11:59;P;;;;;;
D;004;97420;15;20010719 11:59;V;;;;;;
B;004;97653;16;20010719 11:59;;;13;MULBRING ST;AWABA;2283;1619;M;20010301;20010329;50000;A;V;;;FM;AV;;7524000;
C;004;97653;16;20010719 11:59;9/12/758041;
D;004;97653;16;20010719 11:59;P;;;;;;
D;004;97653;16;20010719 11:59;P;;;;;;
D;004;97653;16;20010719 11:59;V;;;;;;
B;004;97834;17;20010719 11:59;;;82;CLYDEBANK RD;BALMORAL(RATHMINES);2283;341.8;M;20010301;20010405;150000;A;R;;;MC;;;7547324;
C;004;97834;17;20010719 11:59;760//1021338;
D;004;97834;17;20010719 11:59;P;;;;;;
D;004;97834;17;20010719 11:59;V;;;;;;
D;004;97834;17;20010719 11:59;V;;;;;;
B;004;98283;18;20010719 11:59;;;38;ARLINGTON ST;BELMONT NORTH;2280;613.4;M;20010213;20010326;80000;A;R;;;JE;AC;;7517240;
C;004;98283;18;20010719 11:59;15//28480;
D;004;98283;18;20010719 11:59;P;;;;;;
D;004;98283;18;20010719 11:59;P;;;;;;
D;004;98283;18;20010719 11:59;V;;;;;;
B;004;99521;19;20010719 11:59;;;23;ESPERANCE ST;JEWELLS;2280;650.2;M;20010222;20010409;190000;A;R;;;JF;AC;;7551664;
C;004;99521;19;20010719 11:59;207//245178;
D;004;99521;19;20010719 11:59;P;;;;;;
D;004;99521;19;20010719 11:59;P;;;;;;
D;004;99521;19;20010719 11:59;V;;;;;;
B;004;99549;20;20010719 11:59;;;30;ESPERANCE ST;JEWELLS;2280;631.5;M;20001222;20010131;271000;A;R;;;JF;;;7563036;
C;004;99549;20;20010719 11:59;363//249201;
D;004;99549;20;20010719 11:59;P;;;;;;
D;004;99549;20;20010719 11:59;P;;;;;;
D;004;99549;20;20010719 11:59;V;;;;;;
D;004;99549;20;20010719 11:59;V;;;;;;
B;004;99573;21;20010719 11:59;;;15;ETHEL ST;BELMONT SOUTH;2280;448.9;M;20010201;20010312;165000;A;R;;;JH;AC;;7512542;
C;004;99573;21;20010719 11:59;2//9438;
D;004;99573;21;20010719 11:59;P;;;;;;
D;004;99573;21;20010719 11:59;P;;;;;;
D;004;99573;21;20010719 11:59;V;;;;;;
D;004;99573;21;20010719 11:59;V;;;;;;
B;004;99726;22;20010719 11:59;;;97;FENCOTT DR;JEWELLS;2280;796.8;M;20010403;20010403;0;A;R;;;JF;;;7538148;
C;004;99726;22;20010719 11:59;71//255063;
D;004;99726;22;20010719 11:59;P;;;;;;
D;004;99726;22;20010719 11:59;P;;;;;;
D;004;99726;22;20010719 11:59;V;;;;;;
B;004;99736;23;20010719 11:59;;;110;FENCOTT DR;JEWELLS;2280;688.9;M;20010316;20010316;0;A;R;;;JF;;;7543143;
C;004;99736;23;20010719 11:59;16//255063;
D;004;99736;23;20010719 11:59;P;;;;;;
D;004;99736;23;20010719 11:59;P;;;;;;
D;004;99736;23;20010719 11:59;P;;;;;;
B;004;99859;24;20010719 11:59;;;410;PACIFIC HWY;BELMONT;2280;1233;M;20010215;20010328;330000;I;3;Other;;SB;;;7521424;
C;004;99859;24;20010719 11:59;8, 9//22373;
D;004;99859;24;20010719 11:59;P;;;;;;
D;004;99859;24;20010719 11:59;P;;;;;;
D;004;99859;24;20010719 11:59;V;;;;;;
B;004;100064;25;20010719 11:59;;;42;GILSMERE ST;JEWELLS;2280;566.4;M;20010228;20010328;259500;A;3;NULL;;JF;AC;;7516129;
C;004;100064;25;20010719 11:59;137//248136;
D;004;100064;25;20010719 11:59;P;;;;;;
D;004;100064;25;20010719 11:59;P;;;;;;
D;004;100064;25;20010719 11:59;V;;;;;;
B;004;100090;26;20010719 11:59;;;26;GLOVER ST;BELMONT;2280;841;M;20010319;20010417;185000;A;R;;;ZJ;AD;;7558054;
C;004;100090;26;20010719 11:59;11//13588;
D;004;100090;26;20010719 11:59;P;;;;;;
D;004;100090;26;20010719 11:59;V;;;;;;
D;004;100090;26;20010719 11:59;V;;;;;;
D;004;100090;26;20010719 11:59;V;;;;;;
B;004;100539;27;20010719 11:59;;;20;HARRISON ST;BELMONT NORTH;2280;1099;M;20010215;20010420;240000;A;R;;;JG;AC;;7559095;
C;004;100539;27;20010719 11:59;2//860787;
D;004;100539;27;20010719 11:59;P;;;;;;
D;004;100539;27;20010719 11:59;P;;;;;;
D;004;100539;27;20010719 11:59;V;;;;;;
B;004;100711;28;20010719 11:59;;;20;HERON PL;BELMONT;2280;757.7;M;20010314;20010412;85000;A;3;NULL;;JB;;;7565196;
C;004;100711;28;20010719 11:59;819//1010553;
D;004;100711;28;20010719 11:59;P;;;;;;
D;004;100711;28;20010719 11:59;V;;;;;;
