A;004;20011109 11:30;CDIXON;
B;004;96006;1;20011109 11:31;;;88;ARCADIA ST;ARCADIA VALE;2283;486.9;M;20010627;20010627;61000;A;V;VACANT LAND;;ME;;;7877973;
C;004;96006;1;20011109 11:31;434//13129;
D;004;96006;1;20011109 11:31;P;;;;;;
D;004;96006;1;20011109 11:31;V;;;;;;
D;004;96006;1;20011109 11:31;V;;;;;;
B;004;96083;2;20011109 11:31;;;97;ARCADIA ST;ARCADIA VALE;2283;632.3;M;20010622;20010803;155000;A;R;RESIDENCE;;ME;AC;;7843017;
C;004;96083;2;20011109 11:31;466//13129;
D;004;96083;2;20011109 11:31;P;;;;;;
D;004;96083;2;20011109 11:31;V;;;;;;
D;004;96083;2;20011109 11:31;V;;;;;;
B;004;96121;3;20011109 11:31;;;21;DONNELLY RD;ARCADIA VALE;2283;809.4;M;20010727;20010824;158000;A;R;RESIDENCE;;ME;AC;;7894457;
C;004;96121;3;20011109 11:31;251//13129;
D;004;96121;3;20011109 11:31;P;;;;;;
D;004;96121;3;20011109 11:31;P;;;;;;
D;004;96121;3;20011109 11:31;P;;;;;;
D;004;96121;3;20011109 11:31;V;;;;;;
D;004;96121;3;20011109 11:31;V;;;;;;
B;004;96434;4;20011109 11:31;;;7;JAMES ST;ARGENTON;2284;;;20010702;20010814;132500;A;3;GYMNASIUM;;CB;BL;;7882328;
C;004;96434;4;20011109 11:31;14, 15/L/8993;
D;004;96434;4;20011109 11:31;P;;;;;;
D;004;96434;4;20011109 11:31;P;;;;;;
D;004;96434;4;20011109 11:31;V;;;;;;
B;004;96540;5;20011109 11:31;;;404;LAKE RD;ARGENTON;2284;1045;M;20010618;20010815;117500;A;R;RESIDENCE;;CA;AC;;7894035;
C;004;96540;5;20011109 11:31;A//379074;
D;004;96540;5;20011109 11:31;P;;;;;;
D;004;96540;5;20011109 11:31;V;;;;;;
D;004;96540;5;20011109 11:31;V;;;;;;
B;004;96595;6;20011109 11:31;;;34;MCLAUGHLIN ST;ARGENTON;2284;;;20010606;20010718;82000;A;R;RESIDENCE;;CB;AC;;7815416;
C;004;96595;6;20011109 11:31;21//14329;
D;004;96595;6;20011109 11:31;P;;;;;;
D;004;96595;6;20011109 11:31;V;;;;;;
B;004;96946;7;20011109 11:31;;;12;WARATAH ST;ARGENTON;2284;;;20010627;20010809;84000;A;R;RESIDENCE;;CB;AC;;7862538;
C;004;96946;7;20011109 11:31;70//14329;
D;004;96946;7;20011109 11:31;P;;;;;;
D;004;96946;7;20011109 11:31;V;;;;;;
B;004;97179;8;20011109 11:31;;;20;CADILLAC CL;COORANBONG;2265;1043;M;20010703;20010820;76000;A;V;VACANT LAND;;NJ;AV;;7877871;
C;004;97179;8;20011109 11:31;10//1019060;
D;004;97179;8;20011109 11:31;P;;;;;;
D;004;97179;8;20011109 11:31;P;;;;;;
D;004;97179;8;20011109 11:31;V;;;;;;
D;004;97179;8;20011109 11:31;V;;;;;;
D;004;97179;8;20011109 11:31;V;;;;;;
D;004;97179;8;20011109 11:31;V;;;;;;
