A;012;20011109 10:42;CDIXON;
B;012;297751;11;20011109 10:42;;;7;DOMINION AVE;HUNTERVIEW;2330;692;M;20010713;20010816;125000;A;R;RESIDENCE;;AV;AC;;7873667;
C;012;297751;11;20011109 10:42;203//264243;
D;012;297751;11;20011109 10:42;P;;;;;;
D;012;297751;11;20011109 10:42;P;;;;;;
D;012;297751;11;20011109 10:42;V;;;;;;
D;012;297751;11;20011109 10:42;V;;;;;;
B;012;297765;12;20011109 10:42;;;35;DOMINION AVE;HUNTERVIEW;2330;800;M;20010627;20010817;41500;A;V;VACANT LAND;;AV;AV;;7877534;
C;012;297765;12;20011109 10:42;311//1001495;
D;012;297765;12;20011109 10:42;P;;;;;;
D;012;297765;12;20011109 10:42;P;;;;;;
D;012;297765;12;20011109 10:42;V;;;;;;
B;012;297864;13;20011109 10:42;;;2;EDWARD ST;SINGLETON;2330;490.5;M;20010615;20010730;89000;A;R;RESIDENCE;;AH;AC;;7833765;
C;012;297864;13;20011109 10:42;1//770593;
D;012;297864;13;20011109 10:42;P;;;;;;
D;012;297864;13;20011109 10:42;P;;;;;;
D;012;297864;13;20011109 10:42;V;;;;;;
D;012;297864;13;20011109 10:42;V;;;;;;
B;012;297901;14;20011109 10:42;;;6;ELIZABETH ST;SINGLETON;2330;1010;M;20010604;20010706;158000;A;R;RESIDENCE;;AL;AC;;7823640;
C;012;297901;14;20011109 10:42;204//737967;
D;012;297901;14;20011109 10:42;P;;;;;;
D;012;297901;14;20011109 10:42;V;;;;;;
D;012;297901;14;20011109 10:42;V;;;;;;
B;012;297962;15;20011109 10:42;;;2;ENTERPRISE CRES;SINGLETON;2330;5168;M;20010711;20010822;98000;I;V;VACANT LAND;;FM;IV;;7892029;
C;012;297962;15;20011109 10:42;411//861758;
D;012;297962;15;20011109 10:42;P;;;;;;
D;012;297962;15;20011109 10:42;V;;;;;;
D;012;297962;15;20011109 10:42;V;;;;;;
B;012;297980;16;20011109 10:42;;;6;FALKINER CRES;SINGLETON HEIGHTS;2330;336.6;M;20010725;20010814;118000;A;R;RESIDENCE;;AA;AC;;7880229;
C;012;297980;16;20011109 10:42;1//860005;
D;012;297980;16;20011109 10:42;P;;;;;;
D;012;297980;16;20011109 10:42;P;;;;;;
D;012;297980;16;20011109 10:42;V;;;;;;
B;012;298020;17;20011109 10:42;;;20;MITCHELL AVE;SINGLETON HEIGHTS;2330;678;M;20010530;20010628;120000;A;R;RESIDENCE;;AA;AC;;7863897;
C;012;298020;17;20011109 10:42;157//253528;
D;012;298020;17;20011109 10:42;P;;;;;;
D;012;298020;17;20011109 10:42;P;;;;;;
D;012;298020;17;20011109 10:42;V;;;;;;
B;012;298265;18;20011109 10:42;;;;GEARY AVE;SINGLETON HEIGHTS;2330;932.1;M;20010606;20010718;75000;A;V;VACANT LAND;;AA;AV;;7811597;
C;012;298265;18;20011109 10:42;114//1012549;
D;012;298265;18;20011109 10:42;P;;;;;;
D;012;298265;18;20011109 10:42;V;;;;;;
B;012;298525;19;20011109 10:42;;;16;HAMBLEDON HILL RD;GOWRIE;2330;2750;M;20010606;20010705;400000;I;3;INDUSTRIAL;;FM;IF;;7871795;
C;012;298525;19;20011109 10:42;21//613522;
D;012;298525;19;20011109 10:42;P;;;;;;
D;012;298525;19;20011109 10:42;V;;;;;;
B;012;298526;20;20011109 10:42;;;16;HAMBLEDON HILL RD;GOWRIE;2330;2985;M;20010606;20010705;400000;I;3;INDUSTRIAL;;FM;IF;;7871795;
C;012;298526;20;20011109 10:42;23//700826;
D;012;298526;20;20011109 10:42;P;;;;;;
D;012;298526;20;20011109 10:42;V;;;;;;
B;012;298651;21;20011109 10:42;;;6;HIGH ST;SINGLETON;2330;599.3;M;20010711;20010815;126000;A;R;RESIDENCE;;AL;AC;;7877956;
C;012;298651;21;20011109 10:42;101//771784;
D;012;298651;21;20011109 10:42;P;;;;;;
D;012;298651;21;20011109 10:42;P;;;;;;
D;012;298651;21;20011109 10:42;V;;;;;;
B;012;298820;22;20011109 10:42;;;18;JAMES COOK AVE;SINGLETON HEIGHTS;2330;723.4;M;20010801;20010807;108000;A;R;RESIDENCE;;AG;AC;;7863465;
C;012;298820;22;20011109 10:42;10//238094;
D;012;298820;22;20011109 10:42;P;;;;;;
D;012;298820;22;20011109 10:42;P;;;;;;
D;012;298820;22;20011109 10:42;V;;;;;;
B;012;299134;23;20011109 10:42;;;31;BOONAL ST;SINGLETON;2330;714.5;M;20010622;20010726;105000;A;R;RESIDENCE;;AH;AC;;7891518;
C;012;299134;23;20011109 10:42;19//234835;
D;012;299134;23;20011109 10:42;P;;;;;;
D;012;299134;23;20011109 10:42;V;;;;;;
D;012;299134;23;20011109 10:42;V;;;;;;
B;012;299245;24;20011109 10:42;;;61;LACHLAN AVE;SINGLETON HEIGHTS;2330;941.8;M;20010705;20010803;117000;A;R;RESIDENCE;;AA;AC;;7869751;
C;012;299245;24;20011109 10:42;989//263524;
D;012;299245;24;20011109 10:42;P;;;;;;
D;012;299245;24;20011109 10:42;V;;;;;;
B;012;299291;25;20011109 10:42;;;18;LAWSON AVE;SINGLETON HEIGHTS;2330;600.7;M;20010705;20010810;105000;A;R;RESIDENCE;;AG;AC;;7859239;
C;012;299291;25;20011109 10:42;10//235799;
D;012;299291;25;20011109 10:42;P;;;;;;
D;012;299291;25;20011109 10:42;V;;;;;;
B;012;299372;26;20011109 10:42;;;29;LAWSON AVE;SINGLETON HEIGHTS;2330;733.5;M;20010710;20010807;136000;A;R;RESIDENCE;;AG;AC;;7884863;
C;012;299372;26;20011109 10:42;61//239655;
D;012;299372;26;20011109 10:42;P;;;;;;
D;012;299372;26;20011109 10:42;V;;;;;;
B;012;299505;27;20011109 10:42;;;44;MADDEN PDE;SINGLETON HEIGHTS;2330;657;M;20010810;20010706;158000;A;V;VACANT LAND;;AA;AV;;7853458;
C;012;299505;27;20011109 10:42;702//841643;
D;012;299505;27;20011109 10:42;P;;;;;;
D;012;299505;27;20011109 10:42;P;;;;;;
D;012;299505;27;20011109 10:42;V;;;;;;
B;012;299697;28;20011109 10:42;;;22;MONTEREY RD;HUNTERVIEW;2330;836.6;M;20010622;20010730;255000;A;R;RESIDENCE;;AV;AC;;7839019;
C;012;299697;28;20011109 10:42;240//864381;
D;012;299697;28;20011109 10:42;P;;;;;;
D;012;299697;28;20011109 10:42;P;;;;;;
D;012;299697;28;20011109 10:42;V;;;;;;
D;012;299697;28;20011109 10:42;V;;;;;;
B;012;299761;29;20011109 10:42;;;4;NORTH CL;HUNTERVIEW;2330;916.1;M;20010802;20010823;53000;A;V;VACANT LAND;;AV;AV;;7892980;
C;012;299761;29;20011109 10:42;431//1011447;
D;012;299761;29;20011109 10:42;P;;;;;;
D;012;299761;29;20011109 10:42;P;;;;;;
D;012;299761;29;20011109 10:42;V;;;;;;
D;012;299761;29;20011109 10:42;V;;;;;;
B;012;299862;30;20011109 10:42;;;40;ORCHARD AVE;SINGLETON;2330;576;M;20010627;20010803;95000;A;R;RESIDENCE;;AH;AC;;7835713;
C;012;299862;30;20011109 10:42;13//262313;
D;012;299862;30;20011109 10:42;P;;;;;;
D;012;299862;30;20011109 10:42;V;;;;;;
D;012;299862;30;20011109 10:42;V;;;;;;
B;012;299863;31;20011109 10:42;;;42;ORCHARD AVE;SINGLETON;2330;576;M;20010709;20010731;92000;A;R;RESIDENCE;;AH;AC;;7822610;
C;012;299863;31;20011109 10:42;14//262313;
D;012;299863;31;20011109 10:42;P;;;;;;
D;012;299863;31;20011109 10:42;P;;;;;;
D;012;299863;31;20011109 10:42;V;;;;;;
B;012;300090;32;20011109 10:42;;;8 B;RAILWAY ST;SINGLETON;2330;740.8;M;20010628;20010807;109000;A;R;RESIDENCE;;AH;AC;;7862090;
C;012;300090;32;20011109 10:42;1//716984;
D;012;300090;32;20011109 10:42;P;;;;;;
D;012;300090;32;20011109 10:42;P;;;;;;
D;012;300090;32;20011109 10:42;V;;;;;;
B;012;300486;33;20011109 10:42;;;7;THE GROVE;HUNTERVIEW;2330;707.8;M;20010704;20010730;41500;A;V;VACANT LAND;;AV;AV;;7865931;
C;012;300486;33;20011109 10:42;322//1001495;
D;012;300486;33;20011109 10:42;P;;;;;;
D;012;300486;33;20011109 10:42;P;;;;;;
D;012;300486;33;20011109 10:42;V;;;;;;
B;012;300837;34;20011109 10:42;;;25;WILLCOX AVE;SINGLETON HEIGHTS;2330;949.3;M;20010710;20010803;180000;A;R;RESIDENCE;;AA;AC;;7862125;
C;012;300837;34;20011109 10:42;766//262536;
D;012;300837;34;20011109 10:42;P;;;;;;
D;012;300837;34;20011109 10:42;P;;;;;;
D;012;300837;34;20011109 10:42;V;;;;;;
D;012;300837;34;20011109 10:42;V;;;;;;
B;012;300973;35;20011109 10:42;;;10;WOODWARD AVE;SINGLETON HEIGHTS;2330;645;M;20010522;20010627;85000;A;V;VACANT LAND;;AG;AV;;7825822;
C;012;300973;35;20011109 10:42;65//239655;
D;012;300973;35;20011109 10:42;P;;;;;;
D;012;300973;35;20011109 10:42;P;;;;;;
D;012;300973;35;20011109 10:42;V;;;;;;
B;012;301024;36;20011109 10:42;;;46;YORK ST;SINGLETON;2330;796.7;M;20010627;20010720;167000;A;R;RESIDENCE;;AL;AC;;7831411;
C;012;301024;36;20011109 10:42;1//197866;
D;012;301024;36;20011109 10:42;P;;;;;;
D;012;301024;36;20011109 10:42;V;;;;;;
B;012;301472;37;20011109 10:42;;;245;KIRKTON RD;LOWER BELFORD;2335;40.04;H;20010717;20010803;195000;R;3;FARM/RURAL;;RS;RR;;7889177;
C;012;301472;37;20011109 10:42;10//739005;
D;012;301472;37;20011109 10:42;P;;;;;;
D;012;301472;37;20011109 10:42;P;;;;;;
D;012;301472;37;20011109 10:42;V;;;;;;
D;012;301472;37;20011109 10:42;V;;;;;;
B;012;301653;38;20011109 10:42;;;444;ELDERSLIE RD;BRANXTON;2335;1.8;H;20010519;20010623;205000;R;R;RESIDENCE;;RA;AC;;7880440;
C;012;301653;38;20011109 10:42;60//771710;
D;012;301653;38;20011109 10:42;P;;;;;;
D;012;301653;38;20011109 10:42;V;;;;;;
B;012;302171;39;20011109 10:42;;;130;HILL ST;BROKE;2330;29.14;H;20010621;20010807;795000;R;R;RESIDENCE;;ZB;AC;;7850084;
C;012;302171;39;20011109 10:42;24//755229;
D;012;302171;39;20011109 10:42;P;;;;;;
D;012;302171;39;20011109 10:42;V;;;;;;
B;012;302598;40;20011109 10:42;;;;BRIGADIER HAMMETT RD;WATTLEPONDS;2330;1.114;H;20010703;20010821;72000;R;V;VACANT LAND;;RR;RV;;7878693;
C;012;302598;40;20011109 10:42;181//1014114;
D;012;302598;40;20011109 10:42;P;;;;;;
D;012;302598;40;20011109 10:42;P;;;;;;
D;012;302598;40;20011109 10:42;V;;;;;;
B;012;303696;41;20011109 10:42;;;;COMMISSION RD;HOWES VALLEY;2330;182.1;H;20010723;20010824;75000;P;R;RESIDENCE;;PQ;RR;;7888154;
C;012;303696;41;20011109 10:42;27//753804;
D;012;303696;41;20011109 10:42;P;;;;;;
D;012;303696;41;20011109 10:42;V;;;;;;
B;012;304322;42;20011109 10:42;;;1064;MIDDLE FALBROOK RD;MIDDLE FALBROOK;2330;130.9;H;20010228;20010420;445000;R;R;RESIDENCE;;RM;RR;;7577296;
C;012;304322;42;20011109 10:42;//752499;
D;012;304322;42;20011109 10:42;P;;;;;;
D;012;304322;42;20011109 10:42;P;;;;;;
D;012;304322;42;20011109 10:42;V;;;;;;
B;012;304399;43;20011109 10:42;;;;REDMANVALE RD;JERRYS PLAINS;2330;16.19;H;20010709;20010820;69000;R;V;VACANT LAND;;RJ;RV;;7890405;
C;012;304399;43;20011109 10:42;15//753817;
D;012;304399;43;20011109 10:42;P;;;;;;
D;012;304399;43;20011109 10:42;P;;;;;;
D;012;304399;43;20011109 10:42;V;;;;;;
B;012;2825093;44;20011109 10:42;;;;;SINGLETON;2330;18.49;H;20010305;20010305;90400;;3;;;;RR;;7478472;
C;012;2825093;44;20011109 10:42;1//1022383;
D;012;2825093;44;20011109 10:42;P;;;;;;
D;012;2825093;44;20011109 10:42;P;;;;;;
D;012;2825093;44;20011109 10:42;P;;;;;;
D;012;2825093;44;20011109 10:42;P;;;;;;
B;012;2844752;45;20011109 10:42;;;23;ARGYLE ST;SINGLETON;2330;1265;M;20010628;20010802;179000;A;R;RESIDENCE;;AL;AC;;7844720;
C;012;2844752;45;20011109 10:42;1023//1031857;
D;012;2844752;45;20011109 10:42;P;;;;;;
D;012;2844752;45;20011109 10:42;P;;;;;;
D;012;2844752;45;20011109 10:42;V;;;;;;
B;012;2850009;46;20011109 10:42;;;;FORDWICH RD;FORDWICH;2330;128.678;H;20010514;20010627;1300000;;V;VACANT LAND;;;RV;;7736376;
C;012;2850009;46;20011109 10:42;1241, 1242, 1243, 1244//1015814;
D;012;2850009;46;20011109 10:42;P;;;;;;
D;012;2850009;46;20011109 10:42;P;;;;;;
B;012;2850011;47;20011109 10:42;;;;GLENDONBROOK RD;GLENDONBROOK;2330;40.71;H;20000911;20010622;205000;;V;VACANT LAND;;;RV;;7814927;
C;012;2850011;47;20011109 10:42;623//1025883;
D;012;2850011;47;20011109 10:42;P;;;;;;
D;012;2850011;47;20011109 10:42;P;;;;;;
B;012;2850013;48;20011109 10:42;;;;GLENDONBROOK RD;GLENDONBROOK;2330;41.27;;20000908;20010622;162500;;V;VACANT LAND;;;RV;;7753530;
C;012;2850013;48;20011109 10:42;624//1025883;
D;012;2850013;48;20011109 10:42;P;;;;;;
B;012;2850016;49;20011109 10:42;;;;NOSES PEAK RD;BULGA;2330;8.565;H;20010502;20010606;145000;;V;VACANT LAND;;;RV;;7758988;
C;012;2850016;49;20011109 10:42;109//1022048;
D;012;2850016;49;20011109 10:42;P;;;;;;
D;012;2850016;49;20011109 10:42;P;;;;;;
B;012;2850018;50;20011109 10:42;;;28;WATERHOUSE AVE;SINGLETON;2330;557.7;M;20010608;20010712;58500;;V;VACANT LAND;;;AV;;7779951;
C;012;2850018;50;20011109 10:42;48//262313;
D;012;2850018;50;20011109 10:42;P;;;;;;
D;012;2850018;50;20011109 10:42;P;;;;;;
B;012;2850047;51;20011109 10:42;;;;LAMBS VALLEY RD;LAMBS VALLEY;2330;5.723;H;20010226;20010409;100000;;V;VACANT LAND;;;RV;;7631868;
C;012;2850047;51;20011109 10:42;31//1014966;
D;012;2850047;51;20011109 10:42;P;;;;;;
D;012;2850047;51;20011109 10:42;P;;;;;;
B;012;2850048;52;20011109 10:42;;;;LAMBS VALLEY RD;LAMBS VALLEY;2330;4.818;H;20010508;20010530;97000;;V;VACANT LAND;;;RV;;7678329;
C;012;2850048;52;20011109 10:42;32//1014966;
D;012;2850048;52;20011109 10:42;P;;;;;;
D;012;2850048;52;20011109 10:42;P;;;;;;
B;012;2850703;53;20011109 10:42;;;;MIRANNIE RD;REEDY CREEK;2849;51.62;H;20010404;20010412;155000;;3;FARM RURAL;;;RR;;7584379;
C;012;2850703;53;20011109 10:42;8//1003061;
D;012;2850703;53;20011109 10:42;P;;;;;;
D;012;2850703;53;20011109 10:42;P;;;;;;
B;012;2850705;54;20011109 10:42;;;;CORINDA DR;LOWER BELFORD;2335;14.01;H;20010508;20010628;151000;;V;VACANT LAND;;;RV;;7738285;
C;012;2850705;54;20011109 10:42;C//187033;
D;012;2850705;54;20011109 10:42;P;;;;;;
B;012;2850708;55;20011109 10:42;;;;PIKES GULLY RD;HOWICK;2330;2011.05;H;20010129;20010319;114000;;V;VACANT LAND;;;MC;;7522897;
C;012;2850708;55;20011109 10:42;1, 2, 3, 4, 5, 6, 7//48555 PT 156, PT 63, PT 68, PT 70, PT 79, PT 82, ;
C;012;2850708;55;20011109 10:42;PT 94, PT 99//752468 PT 37, PT 82//752481 PT 1//779625 PT 1//779626 PT;
C;012;2850708;55;20011109 10:42; 1//786904 PT 305//868175 100//1017998 CL RDS - BEING SEC 7K VALUATION;
C;012;2850708;55;20011109 10:42; SURROUNDING HOWICK MINE LEASE (REM MUSWELLBROOK SHIRE);
D;012;2850708;55;20011109 10:42;P;;;;;;
B;012;2850716;56;20011109 10:42;;;1542;LEMINGTON RD;LEMINGTON;2330;504.38;H;20010528;20010614;7100;;3;VACANT LAND(LOT 1/10;;;MC;;7758806;
C;012;2850716;56;20011109 10:42;745//597317 300//597726 128//752468 1//1018576;
D;012;2850716;56;20011109 10:42;P;;;;;;
B;012;2850746;57;20011109 10:42;;;1239;MILBRODALE RD;BROKE;2330;22.24;H;20010225;20010424;25000;;3;VACANT LAND(LOT 374/;;;RV;;7684425;
C;012;2850746;57;20011109 10:42;372//878038 374//1012178 Enclosure Permit 130129 Enclosure Permit 5128;
C;012;2850746;57;20011109 10:42;0 LEASE OVER PROPERTY LEASE OVER PROPERTY;
D;012;2850746;57;20011109 10:42;P;;;;;;
B;012;2851052;58;20011109 10:42;;;67;YORK ST;SINGLETON;2330;913.4;M;20001024;20010606;155000;;R;RESIDENCE;;;AC;;7732958;
C;012;2851052;58;20011109 10:42;106//1027758;
D;012;2851052;58;20011109 10:42;P;;;;;;
B;012;2851053;59;20011109 10:42;;;4;SUSSEX ST;SINGLETON;2330;2945;M;20000721;20010601;40000;;3;VACANT LAND(PT107);;;AV;;7673172;
C;012;2851053;59;20011109 10:42;107//1027758;
D;012;2851053;59;20011109 10:42;P;;;;;;
B;012;2851057;60;20011109 10:42;;;;;SINGLETON;2330;41.246;H;20010322;20010430;120000;;3;FARM/RURAL;;;RR;;7782214;
C;012;2851057;60;20011109 10:42;71//755269;
D;012;2851057;60;20011109 10:42;P;;;;;;
D;012;2851057;60;20011109 10:42;P;;;;;;
B;012;2851758;61;20011109 10:42;;;;MIRANNIE RD;REEDY CREEK;2849;9.185;H;20001107;20010108;30000;;3;;;;RV;;7343609;
C;012;2851758;61;20011109 10:42;1001//880678;
D;012;2851758;61;20011109 10:42;P;;;;;;
Z;282;61;65;154;
