A;007;20010719 12:02;PDANN;
B;007;194899;1;20010719 12:02;;;;;MUSWELLBROOK;2333;125;H;20010220;20010404;975000;P;R;;;RD;RR;;7537363;
C;007;194899;1;20010719 12:02;123//752441;
D;007;194899;1;20010719 12:02;P;;;;;;
D;007;194899;1;20010719 12:02;V;;;;;;
D;007;194899;1;20010719 12:02;V;;;;;;
B;007;195202;2;20010719 12:02;;;;;MUSWELLBROOK;2333;10.12;H;20010326;20010419;175000;R;3;Other;;RK;;;7565178;
C;007;195202;2;20010719 12:02;22//249301;
D;007;195202;2;20010719 12:02;P;;;;;;
D;007;195202;2;20010719 12:02;V;;;;;;
B;007;195729;3;20010719 12:02;;;5;KENILWORTH ST;DENMAN;2328;887.6;M;20010219;20010313;104000;A;R;;;DG;AC;;7529063;
C;007;195729;3;20010719 12:02;1//261318;
D;007;195729;3;20010719 12:02;P;;;;;;
D;007;195729;3;20010719 12:02;P;;;;;;
D;007;195729;3;20010719 12:02;V;;;;;;
D;007;195729;3;20010719 12:02;V;;;;;;
B;007;197069;4;20010719 12:02;;;77;ABERDEEN ST;MUSWELLBROOK;2333;;;20010207;20010223;95000;A;R;;;AN;AC;;7538617;
C;007;197069;4;20010719 12:02;A//157775;
D;007;197069;4;20010719 12:02;P;;;;;;
D;007;197069;4;20010719 12:02;V;;;;;;
D;007;197069;4;20010719 12:02;V;;;;;;
B;007;197678;5;20010719 12:02;;;200;BRIDGE ST;MUSWELLBROOK;2333;847.3;M;20010228;20010403;60000;B;R;;;BA;AC;;7532126;
C;007;197678;5;20010719 12:02;7//37789;
D;007;197678;5;20010719 12:02;P;;;;;;
D;007;197678;5;20010719 12:02;V;;;;;;
D;007;197678;5;20010719 12:02;V;;;;;;
B;007;197722;6;20010719 12:02;;1;16;BRIDGE ST;MUSWELLBROOK;2333;;;20010219;20010405;65000;;V;;1;;BV;;7538425;
C;007;197722;6;20010719 12:02;1//6570;
D;007;197722;6;20010719 12:02;P;;;;;;
D;007;197722;6;20010719 12:02;P;;;;;;
D;007;197722;6;20010719 12:02;V;;;;;;
B;007;197933;7;20010719 12:02;;;33;CALGAROO AVE;MUSWELLBROOK;2333;656.2;M;20010226;20010330;87000;A;R;;;AL;AC;;7523050;
C;007;197933;7;20010719 12:02;3079//263113;
D;007;197933;7;20010719 12:02;P;;;;;;
D;007;197933;7;20010719 12:02;V;;;;;;
B;007;198125;8;20010719 12:02;;;16;CLARET AVE;MUSWELLBROOK;2333;1643;M;20010228;20010319;215000;A;R;;;AM;AC;;7533762;
C;007;198125;8;20010719 12:02;341//263862;
D;007;198125;8;20010719 12:02;P;;;;;;
D;007;198125;8;20010719 12:02;P;;;;;;
D;007;198125;8;20010719 12:02;V;;;;;;
D;007;198125;8;20010719 12:02;V;;;;;;
B;007;198484;9;20010719 12:02;;;6;EURABBIE AVE;MUSWELLBROOK;2333;610;M;20010129;20010328;72000;A;R;;;AL;AC;;7554925;
C;007;198484;9;20010719 12:02;1085//262816;
D;007;198484;9;20010719 12:02;P;;;;;;
D;007;198484;9;20010719 12:02;P;;;;;;
D;007;198484;9;20010719 12:02;V;;;;;;
B;007;198834;10;20010719 12:02;;;5;HERMITAGE PL;MUSWELLBROOK;2333;804.1;M;20010301;20010323;160000;A;3;NULL;;AM;AC;;7522923;
C;007;198834;10;20010719 12:02;225//263254;
D;007;198834;10;20010719 12:02;P;;;;;;
D;007;198834;10;20010719 12:02;P;;;;;;
D;007;198834;10;20010719 12:02;V;;;;;;
D;007;198834;10;20010719 12:02;V;;;;;;
B;007;199570;11;20010719 12:02;;;14;MANNING ST;MUSWELLBROOK;2333;720.8;M;20010319;20010328;84000;A;R;;;AT;AC;;7528637;
C;007;199570;11;20010719 12:02;34//38328;
D;007;199570;11;20010719 12:02;P;;;;;;
D;007;199570;11;20010719 12:02;V;;;;;;
D;007;199570;11;20010719 12:02;V;;;;;;
B;007;199805;12;20010719 12:02;;;60;OSBORN AVE;MUSWELLBROOK;2333;827.4;M;20010305;20010402;160000;A;R;;;AC;;;7522002;
C;007;199805;12;20010719 12:02;7//865736;
D;007;199805;12;20010719 12:02;P;;;;;;
D;007;199805;12;20010719 12:02;P;;;;;;
D;007;199805;12;20010719 12:02;V;;;;;;
D;007;199805;12;20010719 12:02;V;;;;;;
B;007;199990;13;20010719 12:02;;;69;QUEEN ST;MUSWELLBROOK;2333;1696;M;20010117;20010330;248000;A;R;;;AM;AC;;7525581;
C;007;199990;13;20010719 12:02;541//819739;
D;007;199990;13;20010719 12:02;P;;;;;;
D;007;199990;13;20010719 12:02;P;;;;;;
D;007;199990;13;20010719 12:02;V;;;;;;
D;007;199990;13;20010719 12:02;V;;;;;;
B;007;200002;14;20010719 12:02;;;45;QUEEN ST;MUSWELLBROOK;2333;1516;M;20010307;20010330;50000;A;V;;;AW;;;7523494;
C;007;200002;14;20010719 12:02;600//856333;
D;007;200002;14;20010719 12:02;P;;;;;;
D;007;200002;14;20010719 12:02;P;;;;;;
D;007;200002;14;20010719 12:02;V;;;;;;
B;007;200307;15;20010719 12:02;;;4;SCOTT ST;MUSWELLBROOK;2333;920.2;M;20010305;20010406;60000;A;R;;;AF;AC;;7539373;
C;007;200307;15;20010719 12:02;1//860859;
D;007;200307;15;20010719 12:02;P;;;;;;
D;007;200307;15;20010719 12:02;V;;;;;;
B;007;200336;16;20010719 12:02;;;25;SHAW ST;MUSWELLBROOK;2333;1062;M;20010216;20010330;160000;A;R;;;AC;;;7545937;
C;007;200336;16;20010719 12:02;34//28425;
D;007;200336;16;20010719 12:02;P;;;;;;
D;007;200336;16;20010719 12:02;V;;;;;;
D;007;200336;16;20010719 12:02;V;;;;;;
B;007;200695;17;20010719 12:02;;;176;SYDNEY ST;MUSWELLBROOK;2333;1631;M;20010305;20010411;85000;A;3;Other;;AF;;;7547521;
C;007;200695;17;20010719 12:02;12, 13//24575;
D;007;200695;17;20010719 12:02;P;;;;;;
D;007;200695;17;20010719 12:02;V;;;;;;
D;007;200695;17;20010719 12:02;V;;;;;;
