A;RTSALEDATA;230;20191202 01:02;VALNET;
B;230;3381989;1;20191202 01:02;;;15;TAYLA CT;EUSTON;2737;880;M;20191025;20191125;55660;RU5;V;VACANT LAND;;ZE1;;0;AP707009;
C;230;3381989;1;20191202 01:02;30/1123942;
D;230;3381989;1;20191202 01:02;P;;;;;;
D;230;3381989;1;20191202 01:02;V;;;;;;
Z;6;1;1;2;
