A;RTSALEDATA;164;20191216 01:02;VALNET;
B;164;4235427;1;20191216 01:02;;;622;GUMMA RD;GUMMA;2447;1;H;20191108;20191206;220000;R5;V;VACANT LAND;;ARC;;0;AP743763;
C;164;4235427;1;20191216 01:02;1/1256514;
D;164;4235427;1;20191216 01:02;P;;;;;;
D;164;4235427;1;20191216 01:02;P;;;;;;
D;164;4235427;1;20191216 01:02;V;;;;;;
D;164;4235427;1;20191216 01:02;V;;;;;;
B;164;3031569;2;20191216 01:02;;;34;SANDPIPER DR;SCOTTS HEAD;2447;1229;M;20191115;20191211;590000;R1;R;RESIDENCE;;AAJ;;0;AP755381;
C;164;3031569;2;20191216 01:02;18/1059266;
D;164;3031569;2;20191216 01:02;P;;;;;;
D;164;3031569;2;20191216 01:02;V;;;;;;
D;164;3031569;2;20191216 01:02;V;;;;;;
B;164;1799929;3;20191216 01:02;;;690;GRASSY HEAD RD;WAY WAY;2447;1.003;H;20191106;20191212;770000;R5;R;RESIDENCE;;ARS;;0;AP759809;
C;164;1799929;3;20191216 01:02;51/814673;
D;164;1799929;3;20191216 01:02;P;;;;;;
D;164;1799929;3;20191216 01:02;V;;;;;;
D;164;1799929;3;20191216 01:02;V;;;;;;
B;164;1794741;4;20191216 01:02;;;37;YARRAWONGA ST;MACKSVILLE;2447;1800;M;20191031;20191212;610000;IN1;3;COMMERCIAL;;IFB;;0;AP763623;
C;164;1794741;4;20191216 01:02;75/800111;
D;164;1794741;4;20191216 01:02;P;;;;;;
D;164;1794741;4;20191216 01:02;V;;;;;;
B;164;1800723;5;20191216 01:02;;;647;BOAT HARBOUR RD;YARRANBELLA;2447;2947;M;20191024;20191205;350000;RU1;R;RESIDENCE;;RCA;;0;AP740065;
C;164;1800723;5;20191216 01:02;A, B/347771;
D;164;1800723;5;20191216 01:02;P;;;;;;
D;164;1800723;5;20191216 01:02;P;;;;;;
D;164;1800723;5;20191216 01:02;V;;;;;;
D;164;1800723;5;20191216 01:02;V;;;;;;
B;164;1795543;6;20191216 01:02;;;26;MILLERS RD;NEWEE CREEK;2447;12.14;H;20191028;20191209;550000;RU2;R;RESIDENCE;;RCD;;0;AP749765;
C;164;1795543;6;20191216 01:02;311/755550;
D;164;1795543;6;20191216 01:02;P;;;;;;
D;164;1795543;6;20191216 01:02;P;;;;;;
D;164;1795543;6;20191216 01:02;P;;;;;;
D;164;1795543;6;20191216 01:02;V;;;;;;
D;164;1795543;6;20191216 01:02;V;;;;;;
B;164;1796156;7;20191216 01:02;;;18;BENT ST;NAMBUCCA HEADS;2448;792.3;M;20191113;20191206;315000;R1;R;RESIDENCE;;ANH;;0;AP743419;
C;164;1796156;7;20191216 01:02;93/262590;
D;164;1796156;7;20191216 01:02;P;;;;;;
D;164;1796156;7;20191216 01:02;V;;;;;;
D;164;1796156;7;20191216 01:02;V;;;;;;
B;164;1796371;8;20191216 01:02;;;46 A;CHARLTON ST;NAMBUCCA HEADS;2448;454;M;20191025;20191206;355000;R3;R;RESIDENCE;;ACD;;0;AP742996;
C;164;1796371;8;20191216 01:02;1/849018;
D;164;1796371;8;20191216 01:02;P;;;;;;
D;164;1796371;8;20191216 01:02;V;;;;;;
B;164;1799071;9;20191216 01:02;;;18;STATION ST;EUNGAI RAIL;2441;1012;M;20191114;20191212;365000;RU5;R;RESIDENCE;;VEU;;0;AP760684;
C;164;1799071;9;20191216 01:02;1/D/10386;
D;164;1799071;9;20191216 01:02;P;;;;;;
D;164;1799071;9;20191216 01:02;V;;;;;;
D;164;1799071;9;20191216 01:02;V;;;;;;
B;164;1794337;10;20191216 01:02;;;9;STATION ST;MACKSVILLE;2447;1012;M;20191030;20191211;370000;R3;R;RESIDENCE;;AMD;;0;AP756376;
C;164;1794337;10;20191216 01:02;8/A/5574;
D;164;1794337;10;20191216 01:02;P;;;;;;
D;164;1794337;10;20191216 01:02;P;;;;;;
D;164;1794337;10;20191216 01:02;V;;;;;;
B;164;2818296;11;20191216 01:02;;;654;SCOTTS HEAD RD;WAY WAY;2447;1.3;H;20190906;20191206;770000;R5;R;RESIDENCE;;ARS;;0;AP745036;
C;164;2818296;11;20191216 01:02;3/880410;
D;164;2818296;11;20191216 01:02;P;;;;;;
D;164;2818296;11;20191216 01:02;V;;;;;;
D;164;2818296;11;20191216 01:02;V;;;;;;
B;164;3240212;12;20191216 01:02;;;4;NORTHWOOD CL;MACKSVILLE;2447;679.9;M;20191126;20191206;398000;R1;R;RESIDENCE;;AAE;;0;AP745331;
C;164;3240212;12;20191216 01:02;9/1094513;
D;164;3240212;12;20191216 01:02;P;;;;;;
D;164;3240212;12;20191216 01:02;V;;;;;;
B;164;3852491;13;20191216 01:02;;;46;LLOYD ST;MACKSVILLE;2447;708.3;M;20191118;20191212;480000;R1;R;RESIDENCE;;AAE;;0;AP763397;
C;164;3852491;13;20191216 01:02;24/1207166;
D;164;3852491;13;20191216 01:02;P;;;;;;
D;164;3852491;13;20191216 01:02;P;;;;;;
D;164;3852491;13;20191216 01:02;V;;;;;;
B;164;3904984;14;20191216 01:02;;;2;GRANDVIEW DR;NORTH MACKSVILLE;2447;2.564;H;20190702;20191209;720000;R1;V;VACANT LAND;;AAU;;0;AP749044;
C;164;3904984;14;20191216 01:02;2/1214814;
D;164;3904984;14;20191216 01:02;P;;;;;;
D;164;3904984;14;20191216 01:02;V;;;;;;
D;164;3904984;14;20191216 01:02;V;;;;;;
