A;RTSALEDATA;262;20191216 01:03;VALNET;
B;262;2926012;1;20191216 01:03;;3;413;CRESSY ST;DENILIQUIN;2710;216;M;20191108;20191209;160000;;R;RESIDENCE;3;;;0;AP748842;
C;262;2926012;1;20191216 01:03;3/SP19479;
D;262;2926012;1;20191216 01:03;P;;;;;;
D;262;2926012;1;20191216 01:03;P;;;;;;
D;262;2926012;1;20191216 01:03;V;;;;;;
D;262;2926012;1;20191216 01:03;V;;;;;;
B;262;521346;2;20191216 01:03;;;8;BILLABONG PL;DENILIQUIN;2710;1.182;H;20191029;20191206;490000;R5;R;RESIDENCE;;HN1;;0;AP742757;
C;262;521346;2;20191216 01:03;8/285076;
D;262;521346;2;20191216 01:03;P;;;;;;
D;262;521346;2;20191216 01:03;P;;;;;;
D;262;521346;2;20191216 01:03;V;;;;;;
B;262;523863;3;20191216 01:03;;;120;MCCRABB RD;DENILIQUIN;2710;2;H;20191022;20191205;330000;R5;R;RESIDENCE;;HR1;;0;AP763150;
C;262;523863;3;20191216 01:03;10/249884;
D;262;523863;3;20191216 01:03;P;;;;;;
D;262;523863;3;20191216 01:03;V;;;;;;
B;262;524958;4;20191216 01:03;;1;348;WOOD ST;DENILIQUIN;2710;321.3;M;20191202;20191206;180000;R1;R;RESIDENCE;;AA1;;0;AP744342;
C;262;524958;4;20191216 01:03;2/285366;
D;262;524958;4;20191216 01:03;P;;;;;;
D;262;524958;4;20191216 01:03;V;;;;;;
B;262;523510;5;20191216 01:03;;;102;MCCRABB RD;DENILIQUIN;2710;2;H;20191101;20191212;239000;R5;R;RESIDENCE;;HR1;;0;AP760502;
C;262;523510;5;20191216 01:03;12/249884;
D;262;523510;5;20191216 01:03;P;;;;;;
D;262;523510;5;20191216 01:03;V;;;;;;
D;262;523510;5;20191216 01:03;V;;;;;;
B;262;523693;6;20191216 01:03;;;47;NAPIER ST;DENILIQUIN;2710;1387;M;20190905;20191205;260000;B2;3;COMMERCIAL;;BS1;;0;AP740196;
C;262;523693;6;20191216 01:03;2/629779;
D;262;523693;6;20191216 01:03;P;;;;;;
D;262;523693;6;20191216 01:03;V;;;;;;
Z;30;6;6;16;
