A;RTSALEDATA;151;20251103 01:09;VALNET;
B;151;1678774;1;20251103 01:09;;;2;BANKSIA ST;CASINO;2470;632.3;M;20251002;20251030;510000;R1;R;RESIDENCE;;AGG;;;AV563144;
C;151;1678774;1;20251103 01:09;7/246165;
D;151;1678774;1;20251103 01:09;P;;;;;;
D;151;1678774;1;20251103 01:09;V;;;;;;
B;151;1681484;2;20251103 01:09;;;56 A;LENNOX ST;CASINO;2470;966;M;20250821;20251028;470000;R1;R;RESIDENCE;;ADD;;;AV554123;
C;151;1681484;2;20251103 01:09;1/743826;
D;151;1681484;2;20251103 01:09;P;;;;;;
D;151;1681484;2;20251103 01:09;V;;;;;;
B;151;1679500;3;20251103 01:09;;;171;CENTRE ST;CASINO;2470;569.1;M;20250929;20251027;495000;E2;R;RESIDENCE;;ECB;;;AV548309;
C;151;1679500;3;20251103 01:09;B/413174;
D;151;1679500;3;20251103 01:09;P;;;;;;
D;151;1679500;3;20251103 01:09;V;;;;;;
B;151;1679998;4;20251103 01:09;;;34 A;DIARY ST;CASINO;2470;705.4;M;20251007;20251027;250000;R1;R;RESIDENCE;;ACC;;;AV549949;
C;151;1679998;4;20251103 01:09;1/567602;
D;151;1679998;4;20251103 01:09;P;;;;;;
D;151;1679998;4;20251103 01:09;V;;;;;;
D;151;1679998;4;20251103 01:09;V;;;;;;
B;151;1680663;5;20251103 01:09;;;63;HARE ST;CASINO;2470;986.4;M;20251002;20251027;510000;R1;R;RESIDENCE;;ADD;;;AV549182;
C;151;1680663;5;20251103 01:09;3/508356;
D;151;1680663;5;20251103 01:09;P;;;;;;
D;151;1680663;5;20251103 01:09;V;;;;;;
B;151;2845390;6;20251103 01:09;;;320;RYANS RD;YORKLEA;2470;35.75;H;20250812;20251027;680000;RU1;R;RESIDENCE;;RDD;;;AV549177;
C;151;2845390;6;20251103 01:09;11/1017937;
D;151;2845390;6;20251103 01:09;P;;;;;;
D;151;2845390;6;20251103 01:09;P;;;;;;
D;151;2845390;6;20251103 01:09;V;;;;;;
B;151;1685688;7;20251103 01:09;;;77;RIVER ST;WOODBURN;2472;505.92;M;20250826;20251030;400000;RU5;R;RESIDENCE;;DWW;;;AV560847;
C;151;1685688;7;20251103 01:09;5/1715;
D;151;1685688;7;20251103 01:09;P;;;;;;
D;151;1685688;7;20251103 01:09;V;;;;;;
B;151;1688421;8;20251103 01:09;;;3350;CASINO CORAKI RD;TATHAM;2471;3949;M;20251001;20251030;620000;RU1;R;RESIDENCE;;RCC;;;AV560882;
C;151;1688421;8;20251103 01:09;1/1071529;
D;151;1688421;8;20251103 01:09;P;;;;;;
D;151;1688421;8;20251103 01:09;P;;;;;;
D;151;1688421;8;20251103 01:09;V;;;;;;
B;151;1683398;9;20251103 01:09;;;40;RILEYS HILL RD;BROADWATER;2472;1037.01;M;20250919;20251024;890000;RU5;R;RESIDENCE;;DWW;;;AV543895;
C;151;1683398;9;20251103 01:09;6/1/4431;
D;151;1683398;9;20251103 01:09;P;;;;;;
D;151;1683398;9;20251103 01:09;V;;;;;;
B;151;1686539;10;20251103 01:09;;;1300;CORAKI ELLANGOWAN RD;CORAKI;2471;101;H;20251021;20251029;1120000;RU1;R;RESIDENCE;;RGD;;;AV559760;
C;151;1686539;10;20251103 01:09;4/262170;
D;151;1686539;10;20251103 01:09;P;;;;;;
D;151;1686539;10;20251103 01:09;V;;;;;;
D;151;1686539;10;20251103 01:09;V;;;;;;
B;151;4075576;11;20251103 01:09;;;1;CURRAJONG ST;EVANS HEAD;2473;540.1;M;20250930;20251024;1280000;R1;R;RESIDENCE;;DMD;;;AV544273;
C;151;4075576;11;20251103 01:09;1/1235870;
D;151;4075576;11;20251103 01:09;P;;;;;;
D;151;4075576;11;20251103 01:09;P;;;;;;
D;151;4075576;11;20251103 01:09;V;;;;;;
B;151;4306404;12;20251103 01:09;;;591;SWAN BAY NEW ITALY RD;SWAN BAY;2471;43.54;H;20250915;20251027;660000;RU1;R;RESIDENCE;;RGD;;;AV549313;
C;151;4306404;12;20251103 01:09;1/1240277 Enclosure Permit 621293;
D;151;4306404;12;20251103 01:09;P;;;;;;
D;151;4306404;12;20251103 01:09;P;;;;;;
D;151;4306404;12;20251103 01:09;V;;;;;;
Z;56;12;12;30;
