A;RTSALEDATA;085;20190429 01:02;VALNET;
B;085;733950;1;20190429 01:02;;;37;VISTA ST;GREENWICH;2065;568;M;20190309;20190417;3300000;R2;R;RESIDENCE;;RAH;;0;AP209845;
C;085;733950;1;20190429 01:02;23/3907;
D;085;733950;1;20190429 01:02;P;;;;;;
D;085;733950;1;20190429 01:02;V;;;;;;
D;085;733950;1;20190429 01:02;V;;;;;;
B;085;728649;2;20190429 01:02;;12;224;LONGUEVILLE RD;LANE COVE;2066;;;20190222;20190410;820000;;R;RESIDENCE;12;;;0;AP204331;
C;085;728649;2;20190429 01:02;12/SP3960;
D;085;728649;2;20190429 01:02;P;;;;;;
D;085;728649;2;20190429 01:02;V;;;;;;
B;085;4179109;3;20190429 01:02;;5;169;LONGUEVILLE RD;LANE COVE;2066;279;M;20190320;20190424;2000000;;R;RESIDENCE;5;;;0;AP210033;
C;085;4179109;3;20190429 01:02;5/SP98724;
D;085;4179109;3;20190429 01:02;P;;;;;;
D;085;4179109;3;20190429 01:02;P;;;;;;
D;085;4179109;3;20190429 01:02;V;;;;;;
B;085;4177923;4;20190429 01:02;;801;1;MARSHALL AVE;ST LEONARDS;2065;105;M;20190314;20190418;1410000;;R;RESIDENCE;37;;;0;AP203053;
C;085;4177923;4;20190429 01:02;37/SP94161;
D;085;4177923;4;20190429 01:02;P;;;;;;
D;085;4177923;4;20190429 01:02;P;;;;;;
D;085;4177923;4;20190429 01:02;V;;;;;;
B;085;3598820;5;20190429 01:02;;601;12;DUNTROON AVE;ST LEONARDS;2065;93;M;20190312;20190423;670000;;R;RESIDENCE;40;;;0;AP206010;
C;085;3598820;5;20190429 01:02;40/SP85049;
D;085;3598820;5;20190429 01:02;P;;;;;;
D;085;3598820;5;20190429 01:02;V;;;;;;
D;085;3598820;5;20190429 01:02;V;;;;;;
B;085;3894161;6;20190429 01:02;;10 G;8;WATERVIEW DR;LANE COVE;2066;104;M;20190308;20190423;650000;;R;RESIDENCE;10;;;0;AP206382;
C;085;3894161;6;20190429 01:02;10/SP92334;
D;085;3894161;6;20190429 01:02;P;;;;;;
D;085;3894161;6;20190429 01:02;P;;;;;;
D;085;3894161;6;20190429 01:02;V;;;;;;
Z;31;6;6;17;
