A;RTSALEDATA;511;20190429 01:08;VALNET;
B;511;3371119;1;20190429 01:08;;;865;PAGES RIVER RD;PAGES RIVER;2338;131.01;H;20190404;20190412;505621;RU1;3;FARM;;RRR;;0;AP187876;
C;511;3371119;1;20190429 01:08;1/405684 1/405685 35, 36/750943 Enclosure Permit 50206;
D;511;3371119;1;20190429 01:08;P;;;;;;
D;511;3371119;1;20190429 01:08;P;;;;;;
D;511;3371119;1;20190429 01:08;P;;;;;;
D;511;3371119;1;20190429 01:08;P;;;;;;
D;511;3371119;1;20190429 01:08;V;;;;;;
D;511;3371119;1;20190429 01:08;V;;;;;;
D;511;3371119;1;20190429 01:08;V;;;;;;
D;511;3371119;1;20190429 01:08;V;;;;;;
D;511;3371119;1;20190429 01:08;V;;;;;;
D;511;3371119;1;20190429 01:08;V;;;;;;
B;511;3522513;2;20190429 01:08;;;42 B;MACQUEEN ST;ABERDEEN;2336;1197;M;20190328;20190424;87000;R1;V;VACANT LAND;;AAA;;0;AP208782;
C;511;3522513;2;20190429 01:08;2/1152909;
D;511;3522513;2;20190429 01:08;P;;;;;;
D;511;3522513;2;20190429 01:08;P;;;;;;
D;511;3522513;2;20190429 01:08;V;;;;;;
D;511;3522513;2;20190429 01:08;V;;;;;;
B;511;4100978;3;20190429 01:08;TARA SPRINGS;;;PAGES RIVER RD;MURRURUNDI;2338;855.54;H;20190404;20190412;505621;RU1;3;FARM;;RRN;;0;AP187876;
C;511;4100978;3;20190429 01:08;20, 21, 22, 23, 24/867863;
D;511;4100978;3;20190429 01:08;P;;;;;;
D;511;4100978;3;20190429 01:08;P;;;;;;
D;511;4100978;3;20190429 01:08;P;;;;;;
D;511;4100978;3;20190429 01:08;P;;;;;;
D;511;4100978;3;20190429 01:08;V;;;;;;
D;511;4100978;3;20190429 01:08;V;;;;;;
D;511;4100978;3;20190429 01:08;V;;;;;;
D;511;4100978;3;20190429 01:08;V;;;;;;
D;511;4100978;3;20190429 01:08;V;;;;;;
D;511;4100978;3;20190429 01:08;V;;;;;;
B;511;4036454;4;20190429 01:08;;;;GLENALVON RD;MURRURUNDI;2338;446.776;H;20190404;20190412;505621;RU1;3;FARM;;RRN;;0;AP187876;
C;511;4036454;4;20190429 01:08;2/104763 1, 2, 3, 4, 5/131940 1/227544 26/227683 4, 6/228302 19, 30, 3;
C;511;4036454;4;20190429 01:08;3, 193, 194/750943 1/1002906 1/1085144;
D;511;4036454;4;20190429 01:08;P;;;;;;
D;511;4036454;4;20190429 01:08;P;;;;;;
D;511;4036454;4;20190429 01:08;P;;;;;;
D;511;4036454;4;20190429 01:08;P;;;;;;
D;511;4036454;4;20190429 01:08;V;;;;;;
D;511;4036454;4;20190429 01:08;V;;;;;;
D;511;4036454;4;20190429 01:08;V;;;;;;
D;511;4036454;4;20190429 01:08;V;;;;;;
D;511;4036454;4;20190429 01:08;V;;;;;;
D;511;4036454;4;20190429 01:08;V;;;;;;
D;511;4036454;4;20190429 01:08;V;;;;;;
D;511;4036454;4;20190429 01:08;V;;;;;;
D;511;4036454;4;20190429 01:08;V;;;;;;
D;511;4036454;4;20190429 01:08;V;;;;;;
D;511;4036454;4;20190429 01:08;V;;;;;;
D;511;4036454;4;20190429 01:08;V;;;;;;
Z;51;4;5;40;
