A;RTSALEDATA;002;20250120 01:06;VALNET;
B;002;21811;1;20250120 01:06;;;59;HOSPITAL RD;DUNGOG;2420;1252;M;20241119;20250113;765000;R1;R;RESIDENCE;;AAA;;0;AU740067;
C;002;21811;1;20250120 01:06;7/25919;
D;002;21811;1;20250120 01:06;P;;;;;;
D;002;21811;1;20250120 01:06;V;;;;;;
B;002;4593728;2;20250120 01:06;;;310;FOSTERTON RD;FOSTERTON;2420;129.3;H;20241126;20241213;3000000;;3;FARM;;;;0;AU676371;
C;002;4593728;2;20250120 01:06;47, 48/1287864;
D;002;4593728;2;20250120 01:06;P;;;;;;
D;002;4593728;2;20250120 01:06;P;;;;;;
D;002;4593728;2;20250120 01:06;V;;;;;;
D;002;4593728;2;20250120 01:06;V;;;;;;
D;002;4593728;2;20250120 01:06;V;;;;;;
D;002;4593728;2;20250120 01:06;V;;;;;;
B;002;4593728;3;20250120 01:06;;;310;FOSTERTON RD;FOSTERTON;2420;129.3;H;20241126;20241213;1400000;;3;FARM;;;;0;AU676377;
C;002;4593728;3;20250120 01:06;47, 48/1287864;
D;002;4593728;3;20250120 01:06;P;;;;;;
D;002;4593728;3;20250120 01:06;P;;;;;;
D;002;4593728;3;20250120 01:06;V;;;;;;
D;002;4593728;3;20250120 01:06;V;;;;;;
D;002;4593728;3;20250120 01:06;V;;;;;;
D;002;4593728;3;20250120 01:06;V;;;;;;
B;002;4529718;4;20250120 01:06;;;544;MARTINS CREEK RD;PATERSON;2421;1.031;H;20241126;20250110;960000;R5;R;RESIDENCE;;ABA;;0;AU738862;
C;002;4529718;4;20250120 01:06;2/1285482;
D;002;4529718;4;20250120 01:06;P;;;;;;
D;002;4529718;4;20250120 01:06;P;;;;;;
D;002;4529718;4;20250120 01:06;V;;;;;;
B;002;4516392;5;20250120 01:06;;;42;HENNEYS RD;BENDOLBA;2420;232.058;H;20241128;20241213;2700000;RU1;3;FARM;;RAH;;0;AU676537;
C;002;4516392;5;20250120 01:06;1, 2/129086 1, 2, 3/129087 1, 2/129118 1/186719 1/256863 1/430687 5/51;
C;002;4516392;5;20250120 01:06;8351 18, 40, 44, 45, 46, 57, 115, 116, 117/752494 1/998234 Enclosure P;
C;002;4516392;5;20250120 01:06;ermit 650849;
D;002;4516392;5;20250120 01:06;P;;;;;;
D;002;4516392;5;20250120 01:06;V;;;;;;
Z;33;5;7;19;
