A;RTSALEDATA;240;20200406 01:03;VALNET;
B;240;2637625;1;20200406 01:03;;;18;MILLER ST;GILGANDRA;2827;176.3;M;20200220;20200330;90000;B2;3;SHOP;;BBA;;0;AQ546;
C;240;2637625;1;20200406 01:03;22/701305;
D;240;2637625;1;20200406 01:03;P;;;;;;
D;240;2637625;1;20200406 01:03;P;;;;;;
D;240;2637625;1;20200406 01:03;V;;;;;;
B;240;2638117;2;20200406 01:03;;;106;WARREN RD;GILGANDRA;2827;2756.4;M;20200220;20200402;285000;R1;3;COMMERCIAL;;GSR;;0;AQ8938;
C;240;2638117;2;20200406 01:03;C, D/401257 12/626643;
D;240;2638117;2;20200406 01:03;P;;;;;;
D;240;2638117;2;20200406 01:03;P;;;;;;
D;240;2638117;2;20200406 01:03;V;;;;;;
D;240;2638117;2;20200406 01:03;V;;;;;;
B;240;3289166;3;20200406 01:03;LOT 39;;;ARMATREE ST;ARMATREE;2828;8398;M;20200318;20200331;15000;RU5;R;RESIDENCE;;ZAR;;0;AQ1103;
C;240;3289166;3;20200406 01:03;38, 39, 41, 42/752549;
D;240;3289166;3;20200406 01:03;P;;;;;;
D;240;3289166;3;20200406 01:03;V;;;;;;
D;240;3289166;3;20200406 01:03;V;;;;;;
Z;18;3;3;10;
