A;010;20020702 07:39;PDANN;
B;010;263091;1;20020702 07:39;;;48;CAMPBELL AVE;ANNA BAY;2316;812.2;M;20020510;20020621;255000;A;R;RESIDENCE;;GC;;;8713569;
C;010;263091;1;20020702 07:39;2952//624036;
D;010;263091;1;20020702 07:39;P;;;;;;
D;010;263091;1;20020702 07:39;V;;;;;;
B;010;263258;2;20020702 07:39;;;8;DOBBS PL;ANNA BAY;2316;560.2;M;20020418;20020527;185000;A;R;RESIDENCE;;GE;;;8697122;
C;010;263258;2;20020702 07:39;40//262247;
D;010;263258;2;20020702 07:39;P;;;;;;
D;010;263258;2;20020702 07:39;V;;;;;;
B;010;263317;3;20020702 07:39;;;25;ESSINGTON WAY;ANNA BAY;2316;728.6;M;20020513;20020606;328000;A;R;RESIDENCE;;GF;AC;;8690566;
C;010;263317;3;20020702 07:39;22//807922;
D;010;263317;3;20020702 07:39;P;;;;;;
D;010;263317;3;20020702 07:39;V;;;;;;
D;010;263317;3;20020702 07:39;V;;;;;;
B;010;263619;4;20020702 07:39;;;18;MELALEUCA DR;ANNA BAY;2316;5878;M;20020422;20020510;100000;P;V;VACANT LAND;;EH;AV;;8646939;
C;010;263619;4;20020702 07:39;2061//866855;
D;010;263619;4;20020702 07:39;P;;;;;;
D;010;263619;4;20020702 07:39;P;;;;;;
D;010;263619;4;20020702 07:39;V;;;;;;
B;010;263691;5;20020702 07:39;;1;94;MORNA POINT RD;ANNA BAY;2316;;;20020417;20020516;185000;;R;RESIDENCE;1;;XA;;8677013;
C;010;263691;5;20020702 07:39;1//48013;
D;010;263691;5;20020702 07:39;P;;;;;;
D;010;263691;5;20020702 07:39;P;;;;;;
D;010;263691;5;20020702 07:39;V;;;;;;
B;010;263722;6;20020702 07:39;;;85;MORNA POINT RD;ANNA BAY;2316;;;20020508;20020614;273000;B;R;RESIDENCE;;BT;;;8711269;
C;010;263722;6;20020702 07:39;425//13134;
D;010;263722;6;20020702 07:39;P;;;;;;
D;010;263722;6;20020702 07:39;P;;;;;;
D;010;263722;6;20020702 07:39;V;;;;;;
B;010;263991;7;20020702 07:39;;;10;ROBINSON ST;ANNA BAY;2316;607;M;20020506;20020607;280000;A;R;RESIDENCE;;GC;AC;;8682556;
C;010;263991;7;20020702 07:39;270//13134;
D;010;263991;7;20020702 07:39;P;;;;;;
D;010;263991;7;20020702 07:39;P;;;;;;
D;010;263991;7;20020702 07:39;V;;;;;;
D;010;263991;7;20020702 07:39;V;;;;;;
B;010;264551;8;20020702 07:39;;3;5;ABUNDANCE RD;MEDOWIE;2318;;;20020315;20020422;65000;;3;FACTO RY;3;;;;8695024;
C;010;264551;8;20020702 07:39;3//SP 56455;
D;010;264551;8;20020702 07:39;P;;;;;;
D;010;264551;8;20020702 07:39;V;;;;;;
B;010;264866;9;20020702 07:39;;;37;CASUARINA AVE;MEDOWIE;2318;763.2;M;20010828;20011121;186000;A;R;RESIDENCE;;HM;AC;;8684500;
C;010;264866;9;20020702 07:39;92//847643;
D;010;264866;9;20020702 07:39;P;;;;;;
D;010;264866;9;20020702 07:39;P;;;;;;
D;010;264866;9;20020702 07:39;V;;;;;;
D;010;264866;9;20020702 07:39;V;;;;;;
B;010;264879;10;20020702 07:39;;;9;CASUARINA AVE;MEDOWIE;2318;557.4;M;20020506;20020611;135000;A;R;RESIDENCE;;HM;AC;;8687347;
C;010;264879;10;20020702 07:39;307//246837;
D;010;264879;10;20020702 07:39;P;;;;;;
D;010;264879;10;20020702 07:39;P;;;;;;
D;010;264879;10;20020702 07:39;V;;;;;;
B;010;265211;11;20020702 07:39;;;16;CYPRESS CL;MEDOWIE;2318;636.1;M;20020517;20020606;178000;A;R;RESIDENCE;;HM;AC;;8682185;
C;010;265211;11;20020702 07:39;31//812979;
D;010;265211;11;20020702 07:39;P;;;;;;
D;010;265211;11;20020702 07:39;V;;;;;;
B;010;265688;12;20020702 07:39;;;20;HERITAGE AVE;MEDOWIE;2318;3503;M;20020503;20020614;296000;R;R;RESIDENCE;;YA;;;8714541;
C;010;265688;12;20020702 07:39;19//801228;
D;010;265688;12;20020702 07:39;P;;;;;;
D;010;265688;12;20020702 07:39;P;;;;;;
D;010;265688;12;20020702 07:39;V;;;;;;
D;010;265688;12;20020702 07:39;V;;;;;;
B;010;265814;13;20020702 07:39;;;9;KINDLEBARK DR;MEDOWIE;2318;633.8;M;20020414;20020531;147000;A;R;RESIDENCE;;HM;;;8712586;
C;010;265814;13;20020702 07:39;89//710216;
D;010;265814;13;20020702 07:39;P;;;;;;
D;010;265814;13;20020702 07:39;P;;;;;;
D;010;265814;13;20020702 07:39;V;;;;;;
D;010;265814;13;20020702 07:39;V;;;;;;
B;010;266416;14;20020702 07:39;;;25;REDMAN RD;MEDOWIE;2318;576;M;20020523;20020605;189000;A;R;RESIDENCE;;HM;;;8697135;
C;010;266416;14;20020702 07:39;109//826466;
D;010;266416;14;20020702 07:39;P;;;;;;
D;010;266416;14;20020702 07:39;V;;;;;;
D;010;266416;14;20020702 07:39;V;;;;;;
B;010;266424;15;20020702 07:39;;;34;REDMAN RD;MEDOWIE;2318;586.4;M;20020508;20020606;172000;A;R;RESIDENCE;;HM;;;8714763;
C;010;266424;15;20020702 07:39;121//826466;
D;010;266424;15;20020702 07:39;P;;;;;;
D;010;266424;15;20020702 07:39;V;;;;;;
D;010;266424;15;20020702 07:39;V;;;;;;
B;010;266575;16;20020702 07:39;;;6;RYAN RD;MEDOWIE;2318;4056;M;20020412;20020607;299950;R;R;RESIDENCE;;YA;RR;;8689826;
C;010;266575;16;20020702 07:39;52//262344;
D;010;266575;16;20020702 07:39;P;;;;;;
D;010;266575;16;20020702 07:39;P;;;;;;
D;010;266575;16;20020702 07:39;V;;;;;;
B;010;267285;17;20020702 07:39;;;14;ALA MOANA WAY;FINGAL BAY;2315;660.2;M;20020212;20020524;235000;A;V;VACANT LAND;;FX;AV;;8693245;
C;010;267285;17;20020702 07:39;4//1014371;
D;010;267285;17;20020702 07:39;P;;;;;;
D;010;267285;17;20020702 07:39;P;;;;;;
D;010;267285;17;20020702 07:39;V;;;;;;
B;010;267286;18;20020702 07:39;;;12;ALA MOANA WAY;FINGAL BAY;2315;660.5;M;20020212;20020521;235000;A;V;VACANT LAND;;FX;AV;;8665913;
C;010;267286;18;20020702 07:39;3//1014371;
D;010;267286;18;20020702 07:39;P;;;;;;
D;010;267286;18;20020702 07:39;P;;;;;;
D;010;267286;18;20020702 07:39;P;;;;;;
D;010;267286;18;20020702 07:39;V;;;;;;
B;010;267922;19;20020702 07:39;;;150;ROCKY POINT RD;FINGAL BAY;2315;585;M;20020516;20020613;362500;A;R;RESIDENCE;;FX;;;8699866;
C;010;267922;19;20020702 07:39;6//730087;
D;010;267922;19;20020702 07:39;P;;;;;;
D;010;267922;19;20020702 07:39;V;;;;;;
D;010;267922;19;20020702 07:39;V;;;;;;
B;010;269102;20;20020702 07:39;;;63;DEAN PDE;LEMON TREE PASSAGE;2319;632.3;M;20020515;20020614;195000;A;R;RESIDENCE;;FL;;;8713411;
C;010;269102;20;20020702 07:39;114//221189;
D;010;269102;20;20020702 07:39;P;;;;;;
D;010;269102;20;20020702 07:39;P;;;;;;
D;010;269102;20;20020702 07:39;V;;;;;;
D;010;269102;20;20020702 07:39;V;;;;;;
B;010;269494;21;20020702 07:39;;;35;JAMES SCOTT CRES;LEMON TREE PASSAGE;2319;505.9;M;20020403;20020426;95000;A;R;RESIDENCE;;FL;AC;;8676280;
C;010;269494;21;20020702 07:39;106//225672;
D;010;269494;21;20020702 07:39;P;;;;;;
D;010;269494;21;20020702 07:39;P;;;;;;
D;010;269494;21;20020702 07:39;V;;;;;;
B;010;269768;22;20020702 07:39;;2;27;MARINE DR;LEMON TREE PASSAGE;2319;;;20020419;20020617;185500;;R;RESIDENCE;2;;XA;;8686333;
C;010;269768;22;20020702 07:39;2//43323;
D;010;269768;22;20020702 07:39;P;;;;;;
D;010;269768;22;20020702 07:39;V;;;;;;
D;010;269768;22;20020702 07:39;V;;;;;;
B;010;269866;23;20020702 07:39;;;11;MORTON AVE;LEMON TREE PASSAGE;2319;531.1;M;20020514;20020607;230000;A;R;RESIDENCE;;FL;AC;;8686825;
C;010;269866;23;20020702 07:39;92//221189;
D;010;269866;23;20020702 07:39;P;;;;;;
D;010;269866;23;20020702 07:39;P;;;;;;
D;010;269866;23;20020702 07:39;V;;;;;;
B;010;269948;24;20020702 07:39;;;32;RAISS CL;LEMON TREE PASSAGE;2319;550.1;M;20020429;20020601;208000;A;R;RESIDENCE;;FL;;;8706864;
C;010;269948;24;20020702 07:39;58//233734;
D;010;269948;24;20020702 07:39;P;;;;;;
D;010;269948;24;20020702 07:39;P;;;;;;
D;010;269948;24;20020702 07:39;V;;;;;;
B;010;270002;25;20020702 07:39;;;6;ROBERT CRES;LEMON TREE PASSAGE;2319;626;M;20020515;20020607;87500;A;V;VACANT LAND;;FL;AV;;8688386;
C;010;270002;25;20020702 07:39;88//225672;
D;010;270002;25;20020702 07:39;P;;;;;;
D;010;270002;25;20020702 07:39;P;;;;;;
D;010;270002;25;20020702 07:39;V;;;;;;
B;010;270203;26;20020702 07:39;;;18;BAY ST;MALLABULA;2319;780.3;M;20020131;20020517;225000;A;R;RESIDENCE;;FM;AC;;8677478;
C;010;270203;26;20020702 07:39;449//565743;
D;010;270203;26;20020702 07:39;P;;;;;;
D;010;270203;26;20020702 07:39;V;;;;;;
D;010;270203;26;20020702 07:39;V;;;;;;
B;010;270275;27;20020702 07:39;;;57;FAIRLANDS RD;MALLABULA;2319;676.6;M;20020524;20020611;120000;A;R;RESIDENCE;;FM;AC;;8684149;
