A;010;20021119 09:14;PDANN;
B;010;262739;1;20021119 09:14;;;29;MORPETH ST;WALLALONG;2320;3079;M;20020807;20020924;275000;A;R;RESIDENCE;;HW;;;9076330;
C;010;262739;1;20021119 09:14;103//852989;
D;010;262739;1;20021119 09:14;P;;;;;;
D;010;262739;1;20021119 09:14;P;;;;;;
D;010;262739;1;20021119 09:14;V;;;;;;
D;010;262739;1;20021119 09:14;V;;;;;;
B;010;263446;2;20021119 09:14;;2;4;FITZROY ST;ANNA BAY;2316;;;20020816;20020920;275000;;R;RESIDENCE;2;;;;9106968;
C;010;263446;2;20021119 09:14;2//SP 50338;
D;010;263446;2;20021119 09:14;P;;;;;;
D;010;263446;2;20021119 09:14;P;;;;;;
D;010;263446;2;20021119 09:14;V;;;;;;
B;010;263961;3;20021119 09:14;;;9;PACIFIC AVE;ANNA BAY;2316;676.6;M;20020701;20020813;300000;A;R;RESIDENCE;;GC;;;9073874;
C;010;263961;3;20021119 09:14;220//17775;
D;010;263961;3;20021119 09:14;P;;;;;;
D;010;263961;3;20021119 09:14;V;;;;;;
B;010;263963;4;20021119 09:14;;;5;PEPPER LANE;ANNA BAY;2316;891.5;M;20020927;20021021;369000;A;R;RESIDENCE;;GF;;;9083669;
C;010;263963;4;20021119 09:14;101//817496;
D;010;263963;4;20021119 09:14;P;;;;;;
D;010;263963;4;20021119 09:14;P;;;;;;
D;010;263963;4;20021119 09:14;V;;;;;;
B;010;264765;5;20021119 09:14;;;14 B;BROCKLESBY RD;MEDOWIE;2318;4175;M;20020920;20021025;267000;R;V;VACANT LAND;;YA;;;9092670;
C;010;264765;5;20021119 09:14;71//830731;
D;010;264765;5;20021119 09:14;P;;;;;;
D;010;264765;5;20021119 09:14;V;;;;;;
D;010;264765;5;20021119 09:14;V;;;;;;
B;010;265238;6;20021119 09:14;;;45;DANGAR CCT;MEDOWIE;2318;893.7;M;20020911;20021009;87000;A;V;VACANT LAND;;HM;;;9102875;
C;010;265238;6;20021119 09:14;166//1001851;
D;010;265238;6;20021119 09:14;P;;;;;;
D;010;265238;6;20021119 09:14;P;;;;;;
D;010;265238;6;20021119 09:14;V;;;;;;
D;010;265238;6;20021119 09:14;V;;;;;;
B;010;265632;7;20021119 09:14;;;37;GREY GUM AVE;MEDOWIE;2318;636.2;M;20021002;20021029;153000;A;R;RESIDENCE;;HM;;;9099746;
C;010;265632;7;20021119 09:14;139//246947;
D;010;265632;7;20021119 09:14;P;;;;;;
D;010;265632;7;20021119 09:14;P;;;;;;
D;010;265632;7;20021119 09:14;V;;;;;;
B;010;265652;8;20021119 09:14;;;34;GREY GUM AVE;MEDOWIE;2318;578.1;M;20020911;20021004;156000;A;R;RESIDENCE;;HM;;;9098038;
C;010;265652;8;20021119 09:14;208//246947;
D;010;265652;8;20021119 09:14;P;;;;;;
D;010;265652;8;20021119 09:14;P;;;;;;
D;010;265652;8;20021119 09:14;V;;;;;;
