A;002;20021016 11:00;PDANN;
B;002;20905;1;20021016 11:00;;;;GREY ST;CLARENCETOWN;2321;3.085;H;20020912;20020927;150000;R;V;VACANT LAND;;RB;;;9008462;
C;002;20905;1;20021016 11:00;256//752497;
D;002;20905;1;20021016 11:00;P;;;;;;
D;002;20905;1;20021016 11:00;P;;;;;;
D;002;20905;1;20021016 11:00;V;;;;;;
B;002;21138;2;20021016 11:00;;;58;RIFLE ST;CLARENCE TOWN;2321;2023;M;20020828;20021001;200000;A;R;RESIDENCE;;AC;;;9006893;
C;002;21138;2;20021016 11:00;14/4/758250;
D;002;21138;2;20021016 11:00;P;;;;;;
D;002;21138;2;20021016 11:00;P;;;;;;
D;002;21138;2;20021016 11:00;V;;;;;;
B;002;21172;3;20021016 11:00;;;65;RUSSELL ST;CLARENCE TOWN;2321;1063;M;20020814;20020918;50000;A;V;VACANT LAND;;AC;;;8989180;
C;002;21172;3;20021016 11:00;22//868245;
D;002;21172;3;20021016 11:00;P;;;;;;
D;002;21172;3;20021016 11:00;V;;;;;;
B;002;21865;4;20021016 11:00;;;71;LORD ST;DUNGOG;2420;2024;M;20020614;20020724;136000;A;R;RESIDENCE;;AD;AC;;8831188;
C;002;21865;4;20021016 11:00;4/3/758366;
D;002;21865;4;20021016 11:00;P;;;;;;
D;002;21865;4;20021016 11:00;V;;;;;;
B;002;22346;5;20021016 11:00;;;45;MAITLAND RD;PATERSON;2421;1559;M;20020830;20020920;87500;S;V;VACANT LAND;;SC;;;8997319;
C;002;22346;5;20021016 11:00;3//611450;
D;002;22346;5;20021016 11:00;P;;;;;;
D;002;22346;5;20021016 11:00;P;;;;;;
D;002;22346;5;20021016 11:00;V;;;;;;
B;002;23026;6;20021016 11:00;;;;;;;3;H;20020722;20020916;450000;R;R;RESIDENCE;;RH;;;8985778;
C;002;23026;6;20021016 11:00;1542//749456;
D;002;23026;6;20021016 11:00;P;;;;;;
D;002;23026;6;20021016 11:00;V;;;;;;
D;002;23026;6;20021016 11:00;V;;;;;;
B;002;23141;7;20021016 11:00;;;;;;;119.4;H;20020729;20020830;185000;R;V;VACANT LAND;;RE;RG;;8931822;
C;002;23141;7;20021016 11:00;2//733458 Road Permit 19/31 LEASE OVER PROPERTY;
D;002;23141;7;20021016 11:00;P;;;;;;
D;002;23141;7;20021016 11:00;V;;;;;;
B;002;23368;8;20021016 11:00;;;;;;;3.019;H;20020813;20020919;155000;R;R;RESIDENCE;;RH;;;9005680;
C;002;23368;8;20021016 11:00;162//740113;
D;002;23368;8;20021016 11:00;P;;;;;;
D;002;23368;8;20021016 11:00;P;;;;;;
D;002;23368;8;20021016 11:00;V;;;;;;
D;002;23368;8;20021016 11:00;V;;;;;;
B;002;23869;9;20021016 11:00;;;;LENNOXTON RD;VACY;2421;49.979;H;20020826;20020920;369000;R;V;VACANT LAND;;RQ;;;8993245;
C;002;23869;9;20021016 11:00;12//4900;
D;002;23869;9;20021016 11:00;P;;;;;;
D;002;23869;9;20021016 11:00;P;;;;;;
D;002;23869;9;20021016 11:00;P;;;;;;
D;002;23869;9;20021016 11:00;P;;;;;;
D;002;23869;9;20021016 11:00;P;;;;;;
D;002;23869;9;20021016 11:00;P;;;;;;
D;002;23869;9;20021016 11:00;V;;;;;;
B;002;23884;10;20021016 11:00;;;;SERENITY WAY;VACY;2421;2.03;H;20020820;20020920;135000;R;V;VACANT LAND;;RB;;;8993613;
C;002;23884;10;20021016 11:00;1//1009184;
D;002;23884;10;20021016 11:00;P;;;;;;
D;002;23884;10;20021016 11:00;P;;;;;;
D;002;23884;10;20021016 11:00;V;;;;;;
B;002;24203;11;20021016 11:00;;;64;GERMANS RD;FLAT TOPS;2420;3.243;H;20020705;20020809;280000;R;R;RESIDENCE;;RT;;;8989834;
C;002;24203;11;20021016 11:00;521//805935;
D;002;24203;11;20021016 11:00;P;;;;;;
