A;012;20020902 13:24;PDANN;
B;012;296258;1;20020902 13:24;;;3;ASQUITH AVE;HUNTERVIEW;2330;738;M;20020523;20020704;159000;A;R;RESIDENCE;;AV;;;8900446;
C;012;296258;1;20020902 13:24;12//264242;
D;012;296258;1;20020902 13:24;P;;;;;;
D;012;296258;1;20020902 13:24;V;;;;;;
B;012;296284;2;20020902 13:24;;;7;BAILEY CL;SINGLETON HEIGHTS;2330;2374;M;20020705;20020809;169000;R;R;RESIDENCE;;RZ;;;8894624;
C;012;296284;2;20020902 13:24;362//731120;
D;012;296284;2;20020902 13:24;P;;;;;;
D;012;296284;2;20020902 13:24;P;;;;;;
D;012;296284;2;20020902 13:24;V;;;;;;
B;012;296409;3;20020902 13:24;;;6;BEH CL;SINGLETON HEIGHTS;2330;1789;M;20020619;20020731;170000;A;R;RESIDENCE;;AA;;;8884454;
C;012;296409;3;20020902 13:24;515//261606;
D;012;296409;3;20020902 13:24;P;;;;;;
D;012;296409;3;20020902 13:24;V;;;;;;
B;012;296584;4;20020902 13:24;;;80;BLAXLAND AVE;SINGLETON HEIGHTS;2330;555.4;M;20020606;20020725;100000;A;R;RESIDENCE;;AA;;;8879783;
C;012;296584;4;20020902 13:24;103//249801;
D;012;296584;4;20020902 13:24;P;;;;;;
D;012;296584;4;20020902 13:24;V;;;;;;
D;012;296584;4;20020902 13:24;V;;;;;;
B;012;296678;5;20020902 13:24;;4;13;BOONAL ST;SINGLETON;2330;;;20020704;20020815;53000;;R;RESIDENCE;4;;;;8895425;
C;012;296678;5;20020902 13:24;4//18569;
D;012;296678;5;20020902 13:24;P;;;;;;
D;012;296678;5;20020902 13:24;V;;;;;;
D;012;296678;5;20020902 13:24;V;;;;;;
B;012;296678;6;20020902 13:24;;10;13;BOONAL ST;SINGLETON;2330;;;20020704;20020815;53000;;R;RESIDENCE;10;;;;8895433;
C;012;296678;6;20020902 13:24;10//18569;
D;012;296678;6;20020902 13:24;P;;;;;;
D;012;296678;6;20020902 13:24;V;;;;;;
B;012;297025;7;20020902 13:24;;;4;BUCHAN AVE;SINGLETON;2330;619.7;M;20020702;20020808;80000;A;R;RESIDENCE;;AH;;;8888567;
C;012;297025;7;20020902 13:24;32//35772;
D;012;297025;7;20020902 13:24;P;;;;;;
D;012;297025;7;20020902 13:24;V;;;;;;
B;012;297163;8;20020902 13:24;;;14;CASEY DR;HUNTERVIEW;2330;868.9;M;20020517;20020621;240000;A;3;HOUSE;;AV;;;8875376;
C;012;297163;8;20020902 13:24;1//851164;
D;012;297163;8;20020902 13:24;P;;;;;;
D;012;297163;8;20020902 13:24;P;;;;;;
D;012;297163;8;20020902 13:24;V;;;;;;
B;012;297193;9;20020902 13:24;;;57;CASEY DR;HUNTERVIEW;2330;837.5;M;20020701;20020812;44000;A;V;VACANT LAND;;AA;;;8892021;
C;012;297193;9;20020902 13:24;15//871409;
D;012;297193;9;20020902 13:24;P;;;;;;
D;012;297193;9;20020902 13:24;P;;;;;;
D;012;297193;9;20020902 13:24;V;;;;;;
D;012;297193;9;20020902 13:24;V;;;;;;
