A;008;20021119 09:14;PDANN;
B;008;201417;1;20021119 09:14;;;56;ABBOTT ST;WALLSEND;2287;562.8;M;20020911;20021023;218000;A;R;RESIDENCE;;AE;;;9084008;
C;008;201417;1;20021119 09:14;48//24382;
D;008;201417;1;20021119 09:14;P;;;;;;
D;008;201417;1;20021119 09:14;P;;;;;;
D;008;201417;1;20021119 09:14;V;;;;;;
B;008;201729;2;20021119 09:14;;;6;ADA ST;WARATAH;2298;;;20011129;20011221;133500;A;R;RESIDENCE;;JQ;;;9075569;
C;008;201729;2;20021119 09:14;A//153600;
D;008;201729;2;20021119 09:14;P;;;;;;
D;008;201729;2;20021119 09:14;P;;;;;;
D;008;201729;2;20021119 09:14;V;;;;;;
B;008;201925;3;20021119 09:14;;;4;ADINA PL;NEW LAMBTON;2305;550.1;M;20020819;20021031;289000;A;R;RESIDENCE;;FC;;;9096417;
C;008;201925;3;20021119 09:14;209//231804;
D;008;201925;3;20021119 09:14;P;;;;;;
D;008;201925;3;20021119 09:14;V;;;;;;
B;008;202047;4;20021119 09:14;;;67;ALBERT ST;WICKHAM;2293;;;20020517;20020614;230000;A;R;RESIDENCE;;DF;;;9080629;
C;008;202047;4;20021119 09:14;12/H/193105;
D;008;202047;4;20021119 09:14;P;;;;;;
D;008;202047;4;20021119 09:14;P;;;;;;
D;008;202047;4;20021119 09:14;V;;;;;;
D;008;202047;4;20021119 09:14;V;;;;;;
B;008;202625;5;20021119 09:14;;;38;ALLENDALE ST;BERESFIELD;2322;600.7;M;20020918;20021025;120000;A;R;RESIDENCE;;DA;;;9088459;
C;008;202625;5;20021119 09:14;83//29481;
D;008;202625;5;20021119 09:14;P;;;;;;
D;008;202625;5;20021119 09:14;P;;;;;;
D;008;202625;5;20021119 09:14;V;;;;;;
B;008;203860;6;20021119 09:14;;;5;ARMSTRONG ST;LAMBTON;2299;;;20020907;20021009;187000;A;R;RESIDENCE;;FA;;;9104417;
C;008;203860;6;20021119 09:14;200//36398;
D;008;203860;6;20021119 09:14;P;;;;;;
D;008;203860;6;20021119 09:14;V;;;;;;
B;008;203912;7;20021119 09:14;;;22;ARNOLD ST;MAYFIELD;2304;303.5;M;20021016;20021101;94000;A;R;RESIDENCE;;JD;;;9104811;
C;008;203912;7;20021119 09:14;4/D/2235;
D;008;203912;7;20021119 09:14;P;;;;;;
D;008;203912;7;20021119 09:14;P;;;;;;
D;008;203912;7;20021119 09:14;V;;;;;;
D;008;203912;7;20021119 09:14;V;;;;;;
B;008;204508;8;20021119 09:14;;;21;BAILEY ST;ADAMSTOWN;2289;531.1;M;20020813;20021105;249950;A;R;RESIDENCE;;HB;;;9108992;
C;008;204508;8;20021119 09:14;11//21059;
D;008;204508;8;20021119 09:14;P;;;;;;
D;008;204508;8;20021119 09:14;V;;;;;;
B;008;204525;9;20021119 09:14;;;14;BAIRD ST;HAMILTON NORTH;2292;;;20020917;20021023;208000;A;R;RESIDENCE;;FQ;;;9087139;
C;008;204525;9;20021119 09:14;14//37273;
D;008;204525;9;20021119 09:14;P;;;;;;
D;008;204525;9;20021119 09:14;V;;;;;;
B;008;205153;10;20021119 09:14;;;113;BARTON ST;MAYFIELD;2304;379.4;M;20020906;20021018;170000;A;R;RESIDENCE;;JD;;;9091619;
C;008;205153;10;20021119 09:14;3//340971;
D;008;205153;10;20021119 09:14;P;;;;;;
D;008;205153;10;20021119 09:14;V;;;;;;
B;008;205165;11;20021119 09:14;;;106;BARTON ST;MAYFIELD;2304;455.3;M;20020925;20021018;240000;A;R;RESIDENCE;;JD;;;9072331;
C;008;205165;11;20021119 09:14;B//358864;
D;008;205165;11;20021119 09:14;P;;;;;;
D;008;205165;11;20021119 09:14;P;;;;;;
D;008;205165;11;20021119 09:14;V;;;;;;
D;008;205165;11;20021119 09:14;V;;;;;;
B;008;205303;12;20021119 09:14;;;8;BEAN ST;WALLSEND;2287;;;20020925;20021028;214950;A;R;RESIDENCE;;AE;;;9087183;
C;008;205303;12;20021119 09:14;18//13487;
D;008;205303;12;20021119 09:14;P;;;;;;
D;008;205303;12;20021119 09:14;P;;;;;;
D;008;205303;12;20021119 09:14;V;;;;;;
B;008;205410;13;20021119 09:14;;;145 B;BEAUMONT ST;HAMILTON;2303;113.8;M;20020806;20021106;300000;B;3;SHOP;;CF;;;9110805;
C;008;205410;13;20021119 09:14;2//710914;
