A;007;20020816 12:58;PDANN;
B;007;194999;1;20020816 12:58;;;;;MUSWELLBROOK;2333;46.82;H;20020522;20020705;225000;P;R;RESIDENCE;;PL;;;8843952;
C;007;194999;1;20020816 12:58;5//703596;
D;007;194999;1;20020816 12:58;P;;;;;;
D;007;194999;1;20020816 12:58;P;;;;;;
D;007;194999;1;20020816 12:58;V;;;;;;
B;007;195229;2;20020816 12:58;;;;THOMAS MITCHELL DR;MUSWELLBROOK;2333;397.59;H;20020517;20020620;2500000;I;3;FARM;;FB;;;8839078;
C;007;195229;2;20020816 12:58;3//233260 912//877710;
D;007;195229;2;20020816 12:58;P;;;;;;
D;007;195229;2;20020816 12:58;V;;;;;;
B;007;195292;3;20020816 12:58;;;;PH BROUGHAM DPS;MUSWELLBROOK;2333;99.55;H;20020517;20020620;2500000;P;3;FARM;;PJ;;;8839078;
C;007;195292;3;20020816 12:58;900//870872;
D;007;195292;3;20020816 12:58;P;;;;;;
D;007;195292;3;20020816 12:58;V;;;;;;
B;007;195592;4;20020816 12:58;;;2;BRAY ST;DENMAN;2328;1214;M;20020704;20020729;240000;A;R;RESIDENCE;;DF;;;8848264;
C;007;195592;4;20020816 12:58;2//795196;
D;007;195592;4;20020816 12:58;P;;;;;;
D;007;195592;4;20020816 12:58;P;;;;;;
D;007;195592;4;20020816 12:58;V;;;;;;
D;007;195592;4;20020816 12:58;V;;;;;;
B;007;195713;5;20020816 12:58;;;5;HYDE ST;DENMAN;2328;2023;M;20020612;20020628;140000;A;R;RESIDENCE;;DG;AC;;8803673;
C;007;195713;5;20020816 12:58;9/35/758351;
D;007;195713;5;20020816 12:58;P;;;;;;
D;007;195713;5;20020816 12:58;V;;;;;;
B;007;196167;6;20020816 12:58;;;;;MUSWELLBROOK;2333;40.18;H;20020607;20020719;320000;R;3;LAND/IMPROVEM;;RL;;;8822228;
C;007;196167;6;20020816 12:58;22//736827;
D;007;196167;6;20020816 12:58;P;;;;;;
D;007;196167;6;20020816 12:58;P;;;;;;
D;007;196167;6;20020816 12:58;V;;;;;;
D;007;196167;6;20020816 12:58;V;;;;;;
