A;004;20020902 13:22;PDANN;
B;004;95964;1;20020902 13:22;;;39;ALEXANDER PDE;ARCADIA VALE;2283;752.5;M;20020424;20020630;640000;A;R;RESIDENCE;;MB;AC;;8855684;
C;004;95964;1;20020902 13:22;20//13129 Licence 300000 LEASE OVER PROPERTY;
D;004;95964;1;20020902 13:22;P;;;;;;
D;004;95964;1;20020902 13:22;P;;;;;;
D;004;95964;1;20020902 13:22;V;;;;;;
D;004;95964;1;20020902 13:22;V;;;;;;
B;004;96130;2;20020902 13:22;;;35;DONNELLY RD;ARCADIA VALE;2283;923.2;M;20020418;20020524;215500;A;R;RESIDENCE;;ME;AC;;8862520;
C;004;96130;2;20020902 13:22;244//13129;
D;004;96130;2;20020902 13:22;P;;;;;;
D;004;96130;2;20020902 13:22;P;;;;;;
D;004;96130;2;20020902 13:22;V;;;;;;
B;004;96158;3;20020902 13:22;;;30;FERN ST;ARCADIA VALE;2283;897.9;M;20020611;20020719;165000;A;R;RESIDENCE;;ME;;;8904677;
C;004;96158;3;20020902 13:22;282//13129;
D;004;96158;3;20020902 13:22;P;;;;;;
D;004;96158;3;20020902 13:22;P;;;;;;
D;004;96158;3;20020902 13:22;V;;;;;;
D;004;96158;3;20020902 13:22;V;;;;;;
B;004;96709;4;20020902 13:22;;;55;MONTGOMERY ST;ARGENTON;2284;2125;M;20010912;20011017;125000;A;R;RESIDENCE;;CB;AC;;8854443;
C;004;96709;4;20020902 13:22;2//513802 NAT WATERCOURSE THROUGH;
D;004;96709;4;20020902 13:22;P;;;;;;
D;004;96709;4;20020902 13:22;V;;;;;;
B;004;96874;5;20020902 13:22;;;29;ROBERT ST;ARGENTON;2284;;;20020320;20020501;154950;A;R;RESIDENCE;;CB;;;8891677;
C;004;96874;5;20020902 13:22;7/4/12348;
D;004;96874;5;20020902 13:22;P;;;;;;
D;004;96874;5;20020902 13:22;P;;;;;;
D;004;96874;5;20020902 13:22;V;;;;;;
B;004;97341;6;20020902 13:22;;;7;GARNER CL;COORANBONG;2265;691.6;M;20020701;20020812;125000;A;V;VACANT LAND;;NJ;;;8874068;
C;004;97341;6;20020902 13:22;17//1014607;
D;004;97341;6;20020902 13:22;P;;;;;;
D;004;97341;6;20020902 13:22;P;;;;;;
D;004;97341;6;20020902 13:22;V;;;;;;
D;004;97341;6;20020902 13:22;V;;;;;;
B;004;97346;7;20020902 13:22;;;8;GARNER CL;COORANBONG;2265;709.8;M;20020524;20020621;280000;A;R;RESIDENCE;;NJ;AC;;8850872;
C;004;97346;7;20020902 13:22;12//1014607;
D;004;97346;7;20020902 13:22;P;;;;;;
D;004;97346;7;20020902 13:22;P;;;;;;
D;004;97346;7;20020902 13:22;V;;;;;;
B;004;97371;8;20020902 13:22;;;626;FREEMANS DR;COORANBONG;2265;799.9;M;20020531;20020802;330000;A;R;RESIDENCE;;NJ;AC;;8863663;
C;004;97371;8;20020902 13:22;7//270155;
D;004;97371;8;20020902 13:22;P;;;;;;
D;004;97371;8;20020902 13:22;P;;;;;;
D;004;97371;8;20020902 13:22;V;;;;;;
B;004;97595;9;20020902 13:22;;;4;GREVILLEA CL;TORONTO;2283;628.5;M;20011025;20011207;43500;A;V;VACANT LAND;;FY;;;8888234;
C;004;97595;9;20020902 13:22;420//1006267;
D;004;97595;9;20020902 13:22;P;;;;;;
D;004;97595;9;20020902 13:22;P;;;;;;
D;004;97595;9;20020902 13:22;V;;;;;;
B;004;97743;10;20020902 13:22;;;7;BALMORAL PL;BALMORAL;2283;;;20020705;20020816;280000;A;V;VACANT LAND;;MG;;;8894956;
C;004;97743;10;20020902 13:22;121//11539;
D;004;97743;10;20020902 13:22;P;;;;;;
D;004;97743;10;20020902 13:22;P;;;;;;
D;004;97743;10;20020902 13:22;V;;;;;;
B;004;97799;11;20020902 13:22;;;7;CHELSEA CL;BALMORAL;2283;1037;M;20020621;20020726;235000;A;R;RESIDENCE;;MC;;;8871407;
C;004;97799;11;20020902 13:22;137//562883;
D;004;97799;11;20020902 13:22;P;;;;;;
D;004;97799;11;20020902 13:22;V;;;;;;
D;004;97799;11;20020902 13:22;V;;;;;;
B;004;98223;12;20020902 13:22;;;5;ANCHOR CL;BELMONT;2280;621.8;M;20020724;20020820;339950;A;R;RESIDENCE;;JB;;;8893702;
C;004;98223;12;20020902 13:22;324//803798;
D;004;98223;12;20020902 13:22;P;;;;;;
D;004;98223;12;20020902 13:22;P;;;;;;
D;004;98223;12;20020902 13:22;V;;;;;;
B;004;98340;13;20020902 13:22;;;19;AYLWARD ST;BELMONT;2280;638.6;M;20020619;20020806;220000;A;R;RESIDENCE;;JB;;;8895862;
C;004;98340;13;20020902 13:22;9//218679;
D;004;98340;13;20020902 13:22;P;;;;;;
D;004;98340;13;20020902 13:22;P;;;;;;
D;004;98340;13;20020902 13:22;V;;;;;;
B;004;98763;14;20020902 13:22;;;6;CALLEMONDA CL;JEWELLS;2280;992.6;M;20020703;20020812;280000;A;R;RESIDENCE;;JF;;;8895954;
C;004;98763;14;20020902 13:22;2//262291;
D;004;98763;14;20020902 13:22;P;;;;;;
D;004;98763;14;20020902 13:22;P;;;;;;
D;004;98763;14;20020902 13:22;V;;;;;;
D;004;98763;14;20020902 13:22;V;;;;;;
B;004;99012;15;20020902 13:22;;;8;COLLIERY ST;BELMONT NORTH;2280;725.7;M;20020704;20020807;248000;A;R;RESIDENCE;;JE;;;8877579;
C;004;99012;15;20020902 13:22;45//14030;
D;004;99012;15;20020902 13:22;P;;;;;;
D;004;99012;15;20020902 13:22;P;;;;;;
D;004;99012;15;20020902 13:22;V;;;;;;
B;004;99171;16;20020902 13:22;;;25;DALRYMPLE ST;JEWELLS;2280;768.6;M;20020522;20020626;277500;A;R;RESIDENCE;;JF;;;8874182;
C;004;99171;16;20020902 13:22;139//245177;
D;004;99171;16;20020902 13:22;P;;;;;;
D;004;99171;16;20020902 13:22;P;;;;;;
D;004;99171;16;20020902 13:22;V;;;;;;
D;004;99171;16;20020902 13:22;V;;;;;;
B;004;99457;17;20020902 13:22;;;31;EMILY ST;MARKS POINT;2280;;;20020617;20020624;280000;A;R;RESIDENCE;;JH;;;8900804;
C;004;99457;17;20020902 13:22;17/T/1925;
D;004;99457;17;20020902 13:22;P;;;;;;
D;004;99457;17;20020902 13:22;P;;;;;;
D;004;99457;17;20020902 13:22;V;;;;;;
