A;003;20020801 13:39;PDANN;
B;003;25258;1;20020801 13:39;;;11;ABELIA PL;UMINA;2257;543.8;M;20020531;20020712;105000;A;V;VACANT LAND;;GG;AV;;8780040;
C;003;25258;1;20020801 13:39;154//241876;
D;003;25258;1;20020801 13:39;P;;;;;;
D;003;25258;1;20020801 13:39;P;;;;;;
D;003;25258;1;20020801 13:39;V;;;;;;
B;003;25718;2;20020801 13:39;;;16;ALBANY RD;UMINA;2257;486.9;M;20020531;20020712;233000;A;R;RESIDENCE;;GG;AC;;8797447;
C;003;25718;2;20020801 13:39;1881//531888;
D;003;25718;2;20020801 13:39;P;;;;;;
D;003;25718;2;20020801 13:39;V;;;;;;
D;003;25718;2;20020801 13:39;V;;;;;;
B;003;25737;3;20020801 13:39;;;34;ALBANY ST;POINT FREDERICK;2250;1290;M;20020627;20020628;710000;A;R;RESIDENCE;;WH;AC;;8752509;
C;003;25737;3;20020801 13:39;18//19132 Permissive Occupancy 89/29 LEASE OVER PROPERTY;
D;003;25737;3;20020801 13:39;P;;;;;;
D;003;25737;3;20020801 13:39;V;;;;;;
B;003;25818;4;20020801 13:39;;1;146;ALBANY ST;POINT FREDERICK;2250;;;20020614;20020710;160000;;R;RESIDENCE;1;;XA;;8794285;
C;003;25818;4;20020801 13:39;1//3284;
D;003;25818;4;20020801 13:39;P;;;;;;
D;003;25818;4;20020801 13:39;V;;;;;;
B;003;26223;5;20020801 13:39;;;13;ALBION ST;UMINA;2257;461.6;M;20020514;20020705;237000;A;R;RESIDENCE;;MA;AC;;8783090;
C;003;26223;5;20020801 13:39;42//10790;
D;003;26223;5;20020801 13:39;P;;;;;;
D;003;26223;5;20020801 13:39;V;;;;;;
D;003;26223;5;20020801 13:39;V;;;;;;
B;003;26340;6;20020801 13:39;;;24;ALDINGA DR;WAMBERAL;2260;645;M;20020606;20020717;320000;A;R;RESIDENCE;;GT;AC;;8803475;
C;003;26340;6;20020801 13:39;81//232338;
D;003;26340;6;20020801 13:39;P;;;;;;
D;003;26340;6;20020801 13:39;P;;;;;;
D;003;26340;6;20020801 13:39;V;;;;;;
D;003;26340;6;20020801 13:39;V;;;;;;
B;003;26348;7;20020801 13:39;;;8;ALDINGA DR;WAMBERAL;2260;556.4;M;20020501;20020501;285000;A;R;RESIDENCE;;GT;AC;;8803803;
C;003;26348;7;20020801 13:39;90//232337;
D;003;26348;7;20020801 13:39;P;;;;;;
D;003;26348;7;20020801 13:39;P;;;;;;
D;003;26348;7;20020801 13:39;V;;;;;;
D;003;26348;7;20020801 13:39;V;;;;;;
B;003;26606;8;20020801 13:39;;;10;ALISTAIR AVE;FORRESTERS BEACH;2260;695.5;M;20020604;20020712;335000;A;R;RESIDENCE;;FP;AC;;8792496;
C;003;26606;8;20020801 13:39;55//16577;
D;003;26606;8;20020801 13:39;P;;;;;;
D;003;26606;8;20020801 13:39;V;;;;;;
B;003;27607;9;20020801 13:39;;;13;ARNOLD CRES;TERRIGAL;2260;885.2;M;20020524;20020705;352500;A;R;RESIDENCE;;FQ;AC;;8774400;
C;003;27607;9;20020801 13:39;21//217856;
D;003;27607;9;20020801 13:39;P;;;;;;
D;003;27607;9;20020801 13:39;V;;;;;;
B;003;27695;10;20020801 13:39;;;39;ARUNTA AVE;KARIONG;2250;600.7;M;20020604;20020716;350000;A;R;RESIDENCE;;FF;AC;;8791527;
