A;001;20020301 13:26;CDIXON;
D;001;3778;23;20020301 13:26;V;;;;;;
B;001;3780;24;20020301 13:26;;;48;PRINCE ST;BELLBIRD;2325;790.4;M;20011106;20011212;65500;A;R;RESIDENCE;;GN;AC;;8273064;
C;001;3780;24;20020301 13:26;14/E/7856;
D;001;3780;24;20020301 13:26;P;;;;;;
D;001;3780;24;20020301 13:26;P;;;;;;
D;001;3780;24;20020301 13:26;V;;;;;;
B;001;3821;25;20020301 13:26;;;35;PRINCE ST;BELLBIRD;2325;;;20010817;20010921;87500;A;R;RESIDENCE;;GN;;;8331144;
C;001;3821;25;20020301 13:26;14/D/7856;
D;001;3821;25;20020301 13:26;P;;;;;;
D;001;3821;25;20020301 13:26;P;;;;;;
D;001;3821;25;20020301 13:26;V;;;;;;
B;001;4368;26;20020301 13:26;;;11;DALWOOD RD;EAST BRANXTON;2335;;;20011219;20020130;60000;A;R;RESIDENCE;;FA;;;8354720;
C;001;4368;26;20020301 13:26;7//7120;
D;001;4368;26;20020301 13:26;P;;;;;;
D;001;4368;26;20020301 13:26;V;;;;;;
D;001;4368;26;20020301 13:26;V;;;;;;
B;001;4435;27;20020301 13:26;;;35;FLEET ST;BRANXTON;2335;;;20010918;20011203;137000;A;R;RESIDENCE;;FA;AC;;8185287;
C;001;4435;27;20020301 13:26;6/3/8027;
D;001;4435;27;20020301 13:26;P;;;;;;
D;001;4435;27;20020301 13:26;P;;;;;;
D;001;4435;27;20020301 13:26;V;;;;;;
D;001;4435;27;20020301 13:26;V;;;;;;
B;001;4535;28;20020301 13:26;;;23;HANWOOD RD;NORTH ROTHBURY;2335;4491;M;20020108;20020212;71000;R;V;VACANT LAND;;RK;;;8357671;
C;001;4535;28;20020301 13:26;43//1013201;
D;001;4535;28;20020301 13:26;P;;;;;;
D;001;4535;28;20020301 13:26;V;;;;;;
D;001;4535;28;20020301 13:26;V;;;;;;
B;001;4549;29;20020301 13:26;;;26;HANWOOD RD;NORTH ROTHBURY;2335;7393;M;20011114;20011214;80000;R;V;VACANT LAND;;RK;;;8345963;
C;001;4549;29;20020301 13:26;53//1013201;
D;001;4549;29;20020301 13:26;P;;;;;;
D;001;4549;29;20020301 13:26;P;;;;;;
D;001;4549;29;20020301 13:26;V;;;;;;
B;001;4677;30;20020301 13:26;;;31;MIDDLE ST;EAST BRANXTON;2335;1012;M;20011220;20020201;171000;A;R;RESIDENCE;;FA;;;8338929;
C;001;4677;30;20020301 13:26;5/F/1846;
D;001;4677;30;20020301 13:26;P;;;;;;
D;001;4677;30;20020301 13:26;P;;;;;;
D;001;4677;30;20020301 13:26;V;;;;;;
D;001;4677;30;20020301 13:26;V;;;;;;
B;001;4963;31;20020301 13:26;;;60;YATES ST;BRANXTON;2335;1012;M;20011203;20020118;125000;A;R;RESIDENCE;;FA;AC;;8309690;
C;001;4963;31;20020301 13:26;20/C/1846;
D;001;4963;31;20020301 13:26;P;;;;;;
D;001;4963;31;20020301 13:26;P;;;;;;
D;001;4963;31;20020301 13:26;V;;;;;;
B;001;5204;32;20020301 13:26;;;98;ALLANDALE RD;CESSNOCK;2325;;;20011204;20020115;87000;A;R;RESIDENCE;;GE;;;8339329;
C;001;5204;32;20020301 13:26;11/8/5251;
D;001;5204;32;20020301 13:26;P;;;;;;
D;001;5204;32;20020301 13:26;V;;;;;;
B;001;5390;33;20020301 13:26;;;47;ANSTEY ST;CESSNOCK;2325;;;20020108;20020218;95000;A;R;RESIDENCE;;GE;;;8370972;
C;001;5390;33;20020301 13:26;28/A/6326;
D;001;5390;33;20020301 13:26;P;;;;;;
D;001;5390;33;20020301 13:26;P;;;;;;
D;001;5390;33;20020301 13:26;V;;;;;;
B;001;5444;34;20020301 13:26;;;11;ARCADIA AVE;CESSNOCK;2325;784.1;M;20011030;20011204;85000;A;R;RESIDENCE;;GL;AC;;8258773;
C;001;5444;34;20020301 13:26;108//28268;
D;001;5444;34;20020301 13:26;P;;;;;;
D;001;5444;34;20020301 13:26;V;;;;;;
B;001;5589;35;20020301 13:26;;;23;BLACKWOOD AVE;CESSNOCK;2325;;;20011127;20020206;81000;A;R;RESIDENCE;;GE;;;8381179;
C;001;5589;35;20020301 13:26;3/C/8991;
D;001;5589;35;20020301 13:26;P;;;;;;
D;001;5589;35;20020301 13:26;V;;;;;;
B;001;6034;36;20020301 13:26;;;43;CHURCH ST;CESSNOCK;2325;;;20011221;20020201;160000;A;R;RESIDENCE;;GE;;;8359578;
C;001;6034;36;20020301 13:26;17//13297;
D;001;6034;36;20020301 13:26;P;;;;;;
D;001;6034;36;20020301 13:26;P;;;;;;
D;001;6034;36;20020301 13:26;V;;;;;;
D;001;6034;36;20020301 13:26;V;;;;;;
B;001;6345;37;20020301 13:26;;;9;DESMOND ST;CESSNOCK;2325;;;20011221;20020201;90500;A;R;RESIDENCE;;GP;;;8361124;
C;001;6345;37;20020301 13:26;5/B/12005;
D;001;6345;37;20020301 13:26;P;;;;;;
D;001;6345;37;20020301 13:26;P;;;;;;
D;001;6345;37;20020301 13:26;V;;;;;;
B;001;6751;38;20020301 13:26;;;32;GEORGE ST;CESSNOCK;2325;;;20020109;20020206;89900;A;3;HOUSE;;GE;;;8349313;
C;001;6751;38;20020301 13:26;35//9640;
D;001;6751;38;20020301 13:26;P;;;;;;
D;001;6751;38;20020301 13:26;V;;;;;;
D;001;6751;38;20020301 13:26;V;;;;;;
B;001;6848;39;20020301 13:26;;;6;HENDERSON AVE;CESSNOCK;2325;;;20011215;20020129;1720;A;3;;;GE;AC;;8319335;
C;001;6848;39;20020301 13:26;29/A/8991;
D;001;6848;39;20020301 13:26;P;;;;;;
D;001;6848;39;20020301 13:26;V;;;;;;
B;001;7121;40;20020301 13:26;;;2;L AVNDER ST;CESSNOCK;2325;1037;M;20011221;20020125;135000;A;R;RESIDENCE;;GD;AC;;8322559;
C;001;7121;40;20020301 13:26;486//755215;
D;001;7121;40;20020301 13:26;P;;;;;;
D;001;7121;40;20020301 13:26;V;;;;;;
B;001;7564;41;20020301 13:26;;;34;MACQUARIE AVE;CESSNOCK;2325;556.4;M;20011129;20020110;37000;A;R;RESIDENCE;;GL;AV;;8327345;
C;001;7564;41;20020301 13:26;24//28268;
D;001;7564;41;20020301 13:26;P;;;;;;
D;001;7564;41;20020301 13:26;V;;;;;;
B;001;7572;42;20020301 13:26;;;58;MACQUARIE AVE;CESSNOCK;2325;626;M;20020111;20020122;85000;A;R;RESIDENCE;;GL;AC;;8328046;
C;001;7572;42;20020301 13:26;186//28268;
D;001;7572;42;20020301 13:26;P;;;;;;
D;001;7572;42;20020301 13:26;V;;;;;;
D;001;7572;42;20020301 13:26;V;;;;;;
B;001;7596;43;20020301 13:26;;;23;MACQUARIE AVE;CESSNOCK;2325;556.4;M;20020108;20020201;48000;A;R;RESIDENCE;;GL;;;8367673;
C;001;7596;43;20020301 13:26;50//28268;
D;001;7596;43;20020301 13:26;P;;;;;;
D;001;7596;43;20020301 13:26;P;;;;;;
D;001;7596;43;20020301 13:26;V;;;;;;
B;001;8148;44;20020301 13:26;;;60;MOUNT VW RD;CESSNOCK;2325;;;20011203;20020118;85000;A;R;RESIDENCE;;GK;;;8373556;
C;001;8148;44;20020301 13:26;21//12381;
D;001;8148;44;20020301 13:26;P;;;;;;
D;001;8148;44;20020301 13:26;V;;;;;;
B;001;8176;45;20020301 13:26;;;8;MOUNT VW RD;CESSNOCK;2325;;;20011210;20020121;90000;A;3;SHOP AND RESI;;GK;;;8346202;
C;001;8176;45;20020301 13:26;16/5/5251;
D;001;8176;45;20020301 13:26;P;;;;;;
D;001;8176;45;20020301 13:26;V;;;;;;
B;001;8178;46;20020301 13:26;;;4;MOUNT VW RD;CESSNOCK;2325;;;20011221;20020206;149000;A;R;RESIDENCE;;GK;;;8353942;
C;001;8178;46;20020301 13:26;18/5/5251;
D;001;8178;46;20020301 13:26;P;;;;;;
D;001;8178;46;20020301 13:26;V;;;;;;
B;001;8205;47;20020301 13:26;;;7;NELSON ST;CESSNOCK;2325;;;20011218;20020122;82000;A;R;RESIDENCE;;GK;AC;;8315073;
C;001;8205;47;20020301 13:26;270//12974;
D;001;8205;47;20020301 13:26;P;;;;;;
D;001;8205;47;20020301 13:26;V;;;;;;
B;001;8213;48;20020301 13:26;;;4;NELSON ST;CESSNOCK;2325;831;M;20001115;20020201;60000;A;V;VACANT LAND;;GK;AV;;8323928;
C;001;8213;48;20020301 13:26;379//1002112;
D;001;8213;48;20020301 13:26;P;;;;;;
D;001;8213;48;20020301 13:26;V;;;;;;
B;001;8252;49;20020301 13:26;;;28;O'BRIEN ST;CESSNOCK;2325;909.9;M;20011207;20020117;168000;A;R;RESIDENCE;;GP;;;8361306;
C;001;8252;49;20020301 13:26;199//739465;
D;001;8252;49;20020301 13:26;P;;;;;;
D;001;8252;49;20020301 13:26;V;;;;;;
D;001;8252;49;20020301 13:26;V;;;;;;
B;001;8282;50;20020301 13:26;;;3;O'NEILL ST;CESSNOCK;2325;751.4;M;20011130;20020130;75800;A;R;RESIDENCE;;GP;;;8342429;
C;001;8282;50;20020301 13:26;15/C/5514;
D;001;8282;50;20020301 13:26;P;;;;;;
D;001;8282;50;20020301 13:26;P;;;;;;
D;001;8282;50;20020301 13:26;V;;;;;;
D;001;8282;50;20020301 13:26;V;;;;;;
B;001;8329;51;20020301 13:26;;;7;SAUVIGNON GR;CESSNOCK;2325;835;M;20020109;20020131;208000;A;R;RESIDENCE;;GS;;;8355018;
C;001;8329;51;20020301 13:26;125//831570;
D;001;8329;51;20020301 13:26;P;;;;;;
D;001;8329;51;20020301 13:26;P;;;;;;
D;001;8329;51;20020301 13:26;V;;;;;;
D;001;8329;51;20020301 13:26;V;;;;;;
B;001;8611;52;20020301 13:26;;;12;SUBIACO AVE;CESSNOCK;2325;;;20011221;20020122;130000;A;R;RESIDENCE;;GE;AC;;8312173;
C;001;8611;52;20020301 13:26;15/D/4924;
D;001;8611;52;20020301 13:26;P;;;;;;
D;001;8611;52;20020301 13:26;V;;;;;;
B;001;8736;53;20020301 13:26;;;9;WALLACE PL;CESSNOCK;2325;524.8;M;20011220;20020201;96000;A;R;RESIDENCE;;GK;;;8346304;
C;001;8736;53;20020301 13:26;206//12878;
D;001;8736;53;20020301 13:26;P;;;;;;
D;001;8736;53;20020301 13:26;V;;;;;;
B;001;8752;54;20020301 13:26;;;9;WANGI AVE;CESSNOCK;2325;556.4;M;20010917;20011026;45000;A;R;RESIDENCE;;GL;AV;;8182191;
C;001;8752;54;20020301 13:26;28//28268;
D;001;8752;54;20020301 13:26;P;;;;;;
D;001;8752;54;20020301 13:26;V;;;;;;
B;001;8978;55;20020301 13:26;;;176;WOLLOMBI RD;CESSNOCK;2325;;;20011122;20011220;122000;A;R;RESIDENCE;;GK;;;8349679;
C;001;8978;55;20020301 13:26;2/B/4927;
D;001;8978;55;20020301 13:26;P;;;;;;
D;001;8978;55;20020301 13:26;P;;;;;;
D;001;8978;55;20020301 13:26;V;;;;;;
B;001;9181;56;20020301 13:26;;;3;BRANXTON ST;GRETA;2334;1012;M;20011205;20011220;60000;A;R;RESIDENCE;;FB;AC;;8249090;
C;001;9181;56;20020301 13:26;2//945354;
D;001;9181;56;20020301 13:26;P;;;;;;
D;001;9181;56;20020301 13:26;V;;;;;;
B;001;9253;57;20020301 13:26;;;5;CLIFT ST;GRETA;2334;689.2;M;20011205;20020117;148500;A;R;RESIDENCE;;FB;;;8348140;
C;001;9253;57;20020301 13:26;2//193987;
D;001;9253;57;20020301 13:26;P;;;;;;
D;001;9253;57;20020301 13:26;P;;;;;;
D;001;9253;57;20020301 13:26;V;;;;;;
D;001;9253;57;20020301 13:26;V;;;;;;
B;001;10298;58;20020301 13:26;;;18;COLLIERY ST;KEARSLEY;2325;;;20011214;20020111;48000;A;V;VACANT LAND;;FH;;;8348064;
C;001;10298;58;20020301 13:26;11, 12/3/758555;
D;001;10298;58;20020301 13:26;P;;;;;;
D;001;10298;58;20020301 13:26;V;;;;;;
D;001;10298;58;20020301 13:26;V;;;;;;
B;001;10315;59;20020301 13:26;;;17;ALLANDALE ST;KEARSLEY;2325;984.7;M;20011217;20020204;97500;A;R;RESIDENCE;;FH;AC;;8319551;
C;001;10315;59;20020301 13:26;2//580338;
D;001;10315;59;20020301 13:26;P;;;;;;
D;001;10315;59;20020301 13:26;V;;;;;;
B;001;10472;60;20020301 13:26;;;55;CONGEWAI ST;KEARSLEY;2325;;;20011215;20020129;3220;A;V;VACANT LAND;;FH;AV;;8317821;
C;001;10472;60;20020301 13:26;10/20/758555;
D;001;10472;60;20020301 13:26;P;;;;;;
D;001;10472;60;20020301 13:26;P;;;;;;
D;001;10472;60;20020301 13:26;V;;;;;;
B;001;10493;61;20020301 13:26;;;5;ABERDARE ST;KITCHENER;2325;;;20011130;20011220;20000;A;V;VACANT LAND;;FJ;;;8267462;
C;001;10493;61;20020301 13:26;10/1/758576;
D;001;10493;61;20020301 13:26;P;;;;;;
D;001;10493;61;20020301 13:26;V;;;;;;
B;001;10494;62;20020301 13:26;;;3;ABERDARE ST;KITCHENER;2325;;;20011130;20011220;20000;A;V;VACANT LAND;;FJ;;;8267462;
C;001;10494;62;20020301 13:26;11/1/758576;
D;001;10494;62;20020301 13:26;P;;;;;;
D;001;10494;62;20020301 13:26;V;;;;;;
B;001;10941;63;20020301 13:26;;;19;ALEXANDRA ST;KURRI KURRI;2327;355.7;M;20011013;20020110;77000;A;R;RESIDENCE;;HC;AC;;8326627;
C;001;10941;63;20020301 13:26;D//11778;
D;001;10941;63;20020301 13:26;P;;;;;;
D;001;10941;63;20020301 13:26;V;;;;;;
D;001;10941;63;20020301 13:26;V;;;;;;
B;001;11206;64;20020301 13:26;;;86;BRUNKER ST;KURRI KURRI;2327;;;20020111;20020205;107000;A;R;RESIDENCE;;HC;;;8361410;
C;001;11206;64;20020301 13:26;C//329998;
D;001;11206;64;20020301 13:26;P;;;;;;
D;001;11206;64;20020301 13:26;P;;;;;;
D;001;11206;64;20020301 13:26;V;;;;;;
B;001;11407;65;20020301 13:26;;;46;DEAKIN ST;KURRI KURRI;2327;1227.1;M;20011215;20020214;29220;A;R;RESIDENCE;;HC;;;8378583;
C;001;11407;65;20020301 13:26;3//924006;
D;001;11407;65;20020301 13:26;P;;;;;;
D;001;11407;65;20020301 13:26;V;;;;;;
B;001;11500;66;20020301 13:26;;;7;DILL ST;KURRI KURRI;2327;;;20011213;20020124;110000;A;R;RESIDENCE;;HC;;;8375381;
C;001;11500;66;20020301 13:26;2/57/758590;
D;001;11500;66;20020301 13:26;P;;;;;;
D;001;11500;66;20020301 13:26;V;;;;;;
B;001;11658;67;20020301 13:26;;;18;GILLIES ST;KURRI KURRI;2327;1381;M;20011213;20020124;89000;A;R;RESIDENCE;;HC;;;8328039;
C;001;11658;67;20020301 13:26;2//787266;
D;001;11658;67;20020301 13:26;P;;;;;;
D;001;11658;67;20020301 13:26;P;;;;;;
D;001;11658;67;20020301 13:26;P;;;;;;
D;001;11658;67;20020301 13:26;P;;;;;;
D;001;11658;67;20020301 13:26;V;;;;;;
B;001;11688;68;20020301 13:26;;;29;GILLIES ST;KURRI KURRI;2327;;;20011214;20020124;50000;A;R;RESIDENCE;;HC;AC;;8327318;
C;001;11688;68;20020301 13:26;1//313015;
D;001;11688;68;20020301 13:26;P;;;;;;
D;001;11688;68;20020301 13:26;P;;;;;;
D;001;11688;68;20020301 13:26;P;;;;;;
D;001;11688;68;20020301 13:26;P;;;;;;
D;001;11688;68;20020301 13:26;V;;;;;;
B;001;12589;69;20020301 13:26;;;;NORTHCOTE ST;KURRI KURRI;2327;638.9;M;20011215;20011216;3220;A;V;VACANT LAND;;HC;AV;;8321404;
C;001;12589;69;20020301 13:26;1//113179;
D;001;12589;69;20020301 13:26;P;;;;;;
D;001;12589;69;20020301 13:26;V;;;;;;
B;001;12747;70;20020301 13:26;;;5;ASKEW CL;KURRI KURRI;2327;939.8;M;20011220;20020131;250000;A;R;RESIDENCE;;HC;AC;;8328100;
C;001;12747;70;20020301 13:26;35//812327;
D;001;12747;70;20020301 13:26;P;;;;;;
D;001;12747;70;20020301 13:26;V;;;;;;
B;001;12948;71;20020301 13:26;;;1;RAWSON ST;KURRI KURRI;2327;;;20011114;20011214;110000;A;R;RESIDENCE;;HC;AC;;8236323;
C;001;12948;71;20020301 13:26;2//321416;
D;001;12948;71;20020301 13:26;P;;;;;;
D;001;12948;71;20020301 13:26;V;;;;;;
D;001;12948;71;20020301 13:26;V;;;;;;
B;001;12978;72;20020301 13:26;;;6;SAXTON ST;KURRI KURRI;2327;;;20011220;20020201;102500;A;R;RESIDENCE;;HC;;;8371001;
C;001;12978;72;20020301 13:26;13//36194;
D;001;12978;72;20020301 13:26;P;;;;;;
D;001;12978;72;20020301 13:26;V;;;;;;
D;001;12978;72;20020301 13:26;V;;;;;;
B;001;13399;73;20020301 13:26;;;9;FREDERICK ST;NORTH ROTHBURY;2335;809;M;20011215;20020117;6720;R;V;VACANT LAND;;RZ;AV;;4336109;
C;001;13399;73;20020301 13:26;9/C/193027;
D;001;13399;73;20020301 13:26;P;;;;;;
D;001;13399;73;20020301 13:26;V;;;;;;
B;001;13489;74;20020301 13:26;;;24;REID ST;NORTH ROTHBURY;2335;809.3;M;20020109;20020207;121000;A;R;RESIDENCE;;FC;;;8354123;
C;001;13489;74;20020301 13:26;1//199155;
D;001;13489;74;20020301 13:26;P;;;;;;
D;001;13489;74;20020301 13:26;P;;;;;;
D;001;13489;74;20020301 13:26;V;;;;;;
D;001;13489;74;20020301 13:26;V;;;;;;
B;001;13515;75;20020301 13:26;;;33;ROTHBURY ST;NORTH ROTHBURY;2335;809.4;M;20020109;20020208;24500;A;V;VACANT LAND;;FC;;;8375473;
C;001;13515;75;20020301 13:26;24/D/7554;
D;001;13515;75;20020301 13:26;P;;;;;;
D;001;13515;75;20020301 13:26;P;;;;;;
D;001;13515;75;20020301 13:26;V;;;;;;
B;001;13518;76;20020301 13:26;;;46;ROTHBURY ST;NORTH ROTHBURY;2335;;;20011215;20020129;11220;A;V;VACANT LAND;;FC;;;8348967;
C;001;13518;76;20020301 13:26;31/J/7554;
D;001;13518;76;20020301 13:26;P;;;;;;
D;001;13518;76;20020301 13:26;V;;;;;;
B;001;13627;77;20020301 13:26;;;9;O'CONNORS RD;NULKABA;2325;2023;M;20011220;20011220;140000;A;R;RESIDENCE;;GZ;RR;;8281135;
C;001;13627;77;20020301 13:26;1/4/758795;
D;001;13627;77;20020301 13:26;P;;;;;;
D;001;13627;77;20020301 13:26;V;;;;;;
B;001;13645;78;20020301 13:26;;;6;AUSTRAL ST;NULKABA;2325;1012;M;20011107;20011219;165000;A;R;RESIDENCE;;GZ;;;8335110;
C;001;13645;78;20020301 13:26;1/7/758795;
D;001;13645;78;20020301 13:26;P;;;;;;
D;001;13645;78;20020301 13:26;P;;;;;;
D;001;13645;78;20020301 13:26;V;;;;;;
D;001;13645;78;20020301 13:26;V;;;;;;
B;001;13865;79;20020301 13:26;;;12;MILLFIELD RD;PAXTON;2325;;;20011215;20020129;17720;A;V;VACANT LAND;;FF;AV;;8325836;
C;001;13865;79;20020301 13:26;11//11825;
D;001;13865;79;20020301 13:26;P;;;;;;
D;001;13865;79;20020301 13:26;V;;;;;;
D;001;13865;79;20020301 13:26;V;;;;;;
B;001;13933;80;20020301 13:26;;;34;NORTHCOTE AVE;PAXTON;2325;1827;M;20011215;20020129;22720;A;V;VACANT LAND;;FF;AV;;8325845;
C;001;13933;80;20020301 13:26;2//617927;
D;001;13933;80;20020301 13:26;P;;;;;;
D;001;13933;80;20020301 13:26;V;;;;;;
