A;003;20020201 12:05;CDIXON;
B;003;25259;1;20020201 12:05;;;13;ABELIA PL;UMINA;2257;607;M;20011106;20011214;294000;A;R;RESIDENCE;;GG;AC;;8241618;
C;003;25259;1;20020201 12:05;155//241876;
D;003;25259;1;20020201 12:05;P;;;;;;
D;003;25259;1;20020201 12:05;V;;;;;;
B;003;25340;2;20020201 12:05;;;70;ADELAIDE AVE;UMINA;2257;619.7;M;20011205;20011214;190000;A;R;RESIDENCE;;FU;AC;;8222708;
C;003;25340;2;20020201 12:05;293//9894;
D;003;25340;2;20020201 12:05;P;;;;;;
D;003;25340;2;20020201 12:05;P;;;;;;
D;003;25340;2;20020201 12:05;V;;;;;;
B;003;25853;3;20020201 12:05;;12;162;ALBANY ST;POINT FREDERICK;2250;;;20011005;20011116;194500;;R;RESIDENCE;12;;XA;;8250242;
C;003;25853;3;20020201 12:05;12//35300;
D;003;25853;3;20020201 12:05;P;;;;;;
D;003;25853;3;20020201 12:05;V;;;;;;
B;003;25931;4;20020201 12:05;;4;197;ALBANY ST;POINT FREDERICK;2250;;;20011108;20011217;170000;;R;RESIDENCE;4;;XA;;8247555;
C;003;25931;4;20020201 12:05;4//17708;
D;003;25931;4;20020201 12:05;P;;;;;;
D;003;25931;4;20020201 12:05;P;;;;;;
D;003;25931;4;20020201 12:05;V;;;;;;
B;003;25972;5;20020201 12:05;;;161;ALBANY ST;POINT FREDERICK;2250;1393;M;20011101;20011206;560000;A;R;RESIDENCE;;GH;;;8298370;
C;003;25972;5;20020201 12:05;70//621296;
D;003;25972;5;20020201 12:05;P;;;;;;
D;003;25972;5;20020201 12:05;V;;;;;;
B;003;26143;6;20020201 12:05;;;56;ALBERT ST;WAGSTAFFE;2257;745.2;M;20010928;20011123;415000;A;R;RESIDENCE;;FS;AC;;8278864;
C;003;26143;6;20020201 12:05;681//737089;
D;003;26143;6;20020201 12:05;P;;;;;;
D;003;26143;6;20020201 12:05;P;;;;;;
D;003;26143;6;20020201 12:05;V;;;;;;
B;003;26264;7;20020201 12:05;;;7;ALDINGA DR;WAMBERAL;2260;556.4;M;20011114;20011217;325000;A;R;RESIDENCE;;GT;AC;;8217286;
C;003;26264;7;20020201 12:05;4//232335;
D;003;26264;7;20020201 12:05;P;;;;;;
D;003;26264;7;20020201 12:05;P;;;;;;
D;003;26264;7;20020201 12:05;V;;;;;;
B;003;26289;8;20020201 12:05;;;57;ALDINGA DR;WAMBERAL;2260;550.1;M;20011130;20011218;369000;A;R;RESIDENCE;;GT;AC;;8230837;
C;003;26289;8;20020201 12:05;29//232335;
D;003;26289;8;20020201 12:05;P;;;;;;
D;003;26289;8;20020201 12:05;V;;;;;;
B;003;26463;9;20020201 12:05;;;15;ALGONA AVE;KINCUMBER;2251;670.3;M;20011115;20011214;270500;A;R;RESIDENCE;;FK;AC;;8266289;
C;003;26463;9;20020201 12:05;25//25521;
D;003;26463;9;20020201 12:05;P;;;;;;
D;003;26463;9;20020201 12:05;P;;;;;;
D;003;26463;9;20020201 12:05;V;;;;;;
D;003;26463;9;20020201 12:05;V;;;;;;
B;003;26596;10;20020201 12:05;;;15;ANDREW CL;BENSVILLE;2251;554.3;M;20011114;20011218;155000;A;V;VACANT LAND;;HA;AV;;8269094;
C;003;26596;10;20020201 12:05;159//1019478;
D;003;26596;10;20020201 12:05;P;;;;;;
D;003;26596;10;20020201 12:05;P;;;;;;
D;003;26596;10;20020201 12:05;V;;;;;;
B;003;26600;11;20020201 12:05;;;7;ANDREW CL;BENSVILLE;2251;556.9;M;20011121;20011220;332400;A;R;RESIDENCE;;HA;AC;;8233386;
C;003;26600;11;20020201 12:05;163//1019478;
D;003;26600;11;20020201 12:05;P;;;;;;
D;003;26600;11;20020201 12:05;P;;;;;;
D;003;26600;11;20020201 12:05;V;;;;;;
B;003;26711;12;20020201 12:05;;1;20;ALLFIELD RD;WOY WOY;2256;;;20011205;20020118;277000;;R;RESIDENCE;1;;;;8309443;
C;003;26711;12;20020201 12:05;1//SP 50166;
D;003;26711;12;20020201 12:05;P;;;;;;
D;003;26711;12;20020201 12:05;V;;;;;;
D;003;26711;12;20020201 12:05;V;;;;;;
B;003;26776;13;20020201 12:05;;;4;ALMA AVE;WOY WOY;2256;480.6;M;20011102;20011214;225000;A;R;RESIDENCE;;FU;AC;;8219821;
C;003;26776;13;20020201 12:05;158//9912;
D;003;26776;13;20020201 12:05;P;;;;;;
D;003;26776;13;20020201 12:05;P;;;;;;
D;003;26776;13;20020201 12:05;V;;;;;;
D;003;26776;13;20020201 12:05;V;;;;;;
B;003;26917;14;20020201 12:05;;;19;ALTHORP ST;EAST GOSFORD;2250;676.6;M;20011021;20011219;270000;A;3;HOUSE/TOWNHOU;;MD;;;8290362;
C;003;26917;14;20020201 12:05;7//18733;
D;003;26917;14;20020201 12:05;P;;;;;;
D;003;26917;14;20020201 12:05;P;;;;;;
D;003;26917;14;20020201 12:05;V;;;;;;
B;003;27353;15;20020201 12:05;;;53;ARAKOON ST;KINCUMBER;2251;655;M;20011031;20011211;275000;A;R;RESIDENCE;;FK;AC;;8266868;
C;003;27353;15;20020201 12:05;42//619878;
D;003;27353;15;20020201 12:05;P;;;;;;
D;003;27353;15;20020201 12:05;P;;;;;;
D;003;27353;15;20020201 12:05;V;;;;;;
D;003;27353;15;20020201 12:05;V;;;;;;
