A;002;20050628 09:25;PDANN;
B;002;25222;1;20050628 09:25;;;1002;LIMEBURNERS CREEK RD;CLARENCE TOWN;2321;10.15;H;20011127;20020116;133000;R;V;VACANT LAND;;RB;RV;0;8297457;
C;002;25222;1;20050628 09:25;322/1022184;
D;002;25222;1;20050628 09:25;P;;;;;;
D;002;25222;1;20050628 09:25;P;;;;;;
D;002;25222;1;20050628 09:25;V;;;;;;
Z;7;1;1;3;
