A;005;20020916 13:42;PDANN;
B;005;171918;1;20020916 13:42;;;17;ABBOTT ST;MAITLAND;2320;373.1;M;20020621;20020806;53000;A;3;HOUSE TOWNHOU;;EH;;;8912974;
C;005;171918;1;20020916 13:42;331//528669;
D;005;171918;1;20020916 13:42;P;;;;;;
D;005;171918;1;20020916 13:42;V;;;;;;
D;005;171918;1;20020916 13:42;V;;;;;;
B;005;172317;2;20020916 13:42;;;9;AIRLIE ST;ASHTONFIELD;2323;912.8;M;20020722;20020826;255000;A;R;RESIDENCE;;HA;;;8933916;
C;005;172317;2;20020916 13:42;950//825222;
D;005;172317;2;20020916 13:42;P;;;;;;
D;005;172317;2;20020916 13:42;P;;;;;;
D;005;172317;2;20020916 13:42;V;;;;;;
D;005;172317;2;20020916 13:42;V;;;;;;
B;005;172580;3;20020916 13:42;;;6;AMBER GR;BOLWARRA HEIGHTS;2320;997.6;M;20020718;20020819;85000;A;V;VACANT LAND;;GD;;;8901960;
C;005;172580;3;20020916 13:42;27//1013483;
D;005;172580;3;20020916 13:42;P;;;;;;
D;005;172580;3;20020916 13:42;V;;;;;;
D;005;172580;3;20020916 13:42;V;;;;;;
B;005;172657;4;20020916 13:42;;;4;ANTRIM CL;ASHTONFIELD;2323;1069;M;20020611;20020705;85000;A;V;VACANT LAND;;HA;;;8899324;
C;005;172657;4;20020916 13:42;808//1011483;
D;005;172657;4;20020916 13:42;P;;;;;;
D;005;172657;4;20020916 13:42;V;;;;;;
B;005;173020;5;20020916 13:42;;;35;BALLYDOYLE DR;ASHTONFIELD;2323;904.6;M;20020718;20020823;279950;A;R;RESIDENCE;;HA;;;8940633;
C;005;173020;5;20020916 13:42;1014//1005150;
D;005;173020;5;20020916 13:42;P;;;;;;
D;005;173020;5;20020916 13:42;V;;;;;;
B;005;173154;6;20020916 13:42;;;44;BARRALIER AVE;WOODBERRY;2322;701.9;M;20020801;20020822;160000;A;R;RESIDENCE;;GP;;;8937024;
C;005;173154;6;20020916 13:42;400//243019;
D;005;173154;6;20020916 13:42;P;;;;;;
D;005;173154;6;20020916 13:42;P;;;;;;
D;005;173154;6;20020916 13:42;V;;;;;;
D;005;173154;6;20020916 13:42;V;;;;;;
B;005;173459;7;20020916 13:42;;;25;BETULA AVE;BOLWARRA;2320;873.9;M;20020625;20020806;79000;A;V;VACANT LAND;;GD;;;8928032;
C;005;173459;7;20020916 13:42;7//853643;
D;005;173459;7;20020916 13:42;P;;;;;;
D;005;173459;7;20020916 13:42;V;;;;;;
D;005;173459;7;20020916 13:42;V;;;;;;
B;005;173824;8;20020916 13:42;;;51;BOURKE ST;MAITLAND;2320;327.4;M;20020409;20020621;123500;A;R;RESIDENCE;;EK;;;8908138;
C;005;173824;8;20020916 13:42;1//798323;
D;005;173824;8;20020916 13:42;P;;;;;;
D;005;173824;8;20020916 13:42;V;;;;;;
B;005;174217;9;20020916 13:42;;;72 A;BROOKS ST;TELARAH;2320;369.8;M;20020717;20020821;125000;A;R;RESIDENCE;;EA;;;8916787;
C;005;174217;9;20020916 13:42;2//828772;
D;005;174217;9;20020916 13:42;P;;;;;;
D;005;174217;9;20020916 13:42;V;;;;;;
B;005;174229;10;20020916 13:42;;;104;BROOKS ST;RUTHERFORD;2320;575.4;M;20020730;20020823;135000;A;R;RESIDENCE;;EB;;;8918276;
C;005;174229;10;20020916 13:42;84//13259;
D;005;174229;10;20020916 13:42;P;;;;;;
D;005;174229;10;20020916 13:42;V;;;;;;
B;005;174415;11;20020916 13:42;;;92;BRUNSWICK ST;EAST MAITLAND;2323;733.5;M;20020705;20020816;189000;A;R;RESIDENCE;;HG;;;8915794;
C;005;174415;11;20020916 13:42;13/43/758374;
D;005;174415;11;20020916 13:42;P;;;;;;
D;005;174415;11;20020916 13:42;P;;;;;;
D;005;174415;11;20020916 13:42;V;;;;;;
D;005;174415;11;20020916 13:42;V;;;;;;
B;005;174417;12;20020916 13:42;;;88;BRUNSWICK ST;EAST MAITLAND;2323;;;20020829;20020830;180000;A;R;RESIDENCE;;HG;;;8931409;
C;005;174417;12;20020916 13:42;11/43/758374;
D;005;174417;12;20020916 13:42;P;;;;;;
D;005;174417;12;20020916 13:42;V;;;;;;
B;005;174991;13;20020916 13:42;;;;CANTERBURY DR;MORPETH;2321;2.161;H;20020628;20020628;1415000;A;V;VACANT LAND;;ES;;;8911569;
C;005;174991;13;20020916 13:42;202//1011150;
D;005;174991;13;20020916 13:42;P;;;;;;
D;005;174991;13;20020916 13:42;V;;;;;;
B;005;174992;14;20020916 13:42;;;;CANTERBURY DR;MORPETH;2321;2.716;H;20020628;20020628;1415000;A;V;VACANT LAND;;ES;;;8911569;
C;005;174992;14;20020916 13:42;203//1011150;
D;005;174992;14;20020916 13:42;P;;;;;;
D;005;174992;14;20020916 13:42;V;;;;;;
B;005;174993;15;20020916 13:42;;;;CANTERBURY DR;MORPETH;2321;4.276;H;20020628;20020628;1415000;A;V;VACANT LAND;;ES;;;8911569;
C;005;174993;15;20020916 13:42;204//1011150;
D;005;174993;15;20020916 13:42;P;;;;;;
D;005;174993;15;20020916 13:42;V;;;;;;
B;005;175153;16;20020916 13:42;;;11;CARLISLE PL;MORPETH;2321;750.1;M;20020724;20020823;79000;A;V;VACANT LAND;;GH;;;8917200;
C;005;175153;16;20020916 13:42;141//865219;
D;005;175153;16;20020916 13:42;P;;;;;;
D;005;175153;16;20020916 13:42;P;;;;;;
D;005;175153;16;20020916 13:42;V;;;;;;
B;005;175437;17;20020916 13:42;;;27;CELEBES ST;ASHTONFIELD;2323;641;M;20020719;20020823;172000;A;R;RESIDENCE;;HA;;;8920056;
C;005;175437;17;20020916 13:42;104//246133;
D;005;175437;17;20020916 13:42;P;;;;;;
D;005;175437;17;20020916 13:42;V;;;;;;
B;005;175568;18;20020916 13:42;;;10;CHARDONNAY CL;GILLIESTON HEIGHTS;2321;744.4;M;20020418;20020530;325000;A;R;RESIDENCE;;GA;;;8906495;
C;005;175568;18;20020916 13:42;16//1002235;
D;005;175568;18;20020916 13:42;P;;;;;;
D;005;175568;18;20020916 13:42;P;;;;;;
D;005;175568;18;20020916 13:42;V;;;;;;
B;005;175764;19;20020916 13:42;;;28;CHIDLEY CRES;METFORD;2323;;;20020715;20020724;195000;A;R;RESIDENCE;;HB;AC;;8864275;
C;005;175764;19;20020916 13:42;332//250188;
D;005;175764;19;20020916 13:42;P;;;;;;
D;005;175764;19;20020916 13:42;P;;;;;;
D;005;175764;19;20020916 13:42;V;;;;;;
B;005;176116;20;20020916 13:42;;;73;CLOSE ST;MORPETH;2321;651.3;M;20020701;20020806;164000;A;R;RESIDENCE;;GH;;;8919209;
C;005;176116;20;20020916 13:42;1//780836;
D;005;176116;20;20020916 13:42;P;;;;;;
D;005;176116;20;20020916 13:42;P;;;;;;
D;005;176116;20;20020916 13:42;V;;;;;;
B;005;176550;21;20020916 13:42;;;8;STACE CRES;TENAMBIT;2323;623.5;M;20020809;20020906;167000;A;R;RESIDENCE;;HE;;;8939344;
C;005;176550;21;20020916 13:42;33//246877;
D;005;176550;21;20020916 13:42;P;;;;;;
D;005;176550;21;20020916 13:42;P;;;;;;
D;005;176550;21;20020916 13:42;V;;;;;;
D;005;176550;21;20020916 13:42;V;;;;;;
B;005;176667;22;20020916 13:42;;;31;CURLEW CRES;WOODBERRY;2322;461.6;M;20020701;20020821;110000;A;R;RESIDENCE;;GP;;;8915677;
C;005;176667;22;20020916 13:42;200//241302;
D;005;176667;22;20020916 13:42;P;;;;;;
D;005;176667;22;20020916 13:42;V;;;;;;
B;005;177123;23;20020916 13:42;;1;74;DENTON PARK DR;RUTHERFORD;2320;;;20020626;20020813;125000;;R;RESIDENCE;1;;;;8932299;
C;005;177123;23;20020916 13:42;1//SP 57351;
D;005;177123;23;20020916 13:42;P;;;;;;
D;005;177123;23;20020916 13:42;P;;;;;;
