A;008;20020617 11:50;PDANN;
B;008;201406;1;20020617 11:50;;;32;ABBOTT ST;WALLSEND;2287;562.8;M;20020415;20020524;239000;A;R;RESIDENCE;;AE;;;8653057;
C;008;201406;1;20020617 11:50;72//28241;
D;008;201406;1;20020617 11:50;P;;;;;;
D;008;201406;1;20020617 11:50;V;;;;;;
D;008;201406;1;20020617 11:50;V;;;;;;
B;008;201477;2;20020617 11:50;;;30;ABEL ST;MAYFIELD;2304;303.5;M;20020322;20020426;220000;A;3;;;JD;;;8649395;
C;008;201477;2;20020617 11:50;1/C/2235;
D;008;201477;2;20020617 11:50;P;;;;;;
D;008;201477;2;20020617 11:50;V;;;;;;
D;008;201477;2;20020617 11:50;V;;;;;;
B;008;201718;3;20020617 11:50;;;26 A;ADA ST;WARATAH;2298;;;20020430;20020530;175000;A;R;RESIDENCE;;JQ;;;8656079;
C;008;201718;3;20020617 11:50;B//154587;
D;008;201718;3;20020617 11:50;P;;;;;;
D;008;201718;3;20020617 11:50;V;;;;;;
B;008;202617;4;20020617 11:50;;;22;ALLENDALE ST;BERESFIELD;2322;600.7;M;20020326;20020426;115000;A;R;RESIDENCE;;DA;;;8649362;
C;008;202617;4;20020617 11:50;75//29481;
D;008;202617;4;20020617 11:50;P;;;;;;
D;008;202617;4;20020617 11:50;V;;;;;;
B;008;203366;5;20020617 11:50;;;41;ANGUS AVE;WARATAH WEST;2298;392;M;20020402;20020517;232500;A;R;RESIDENCE;;JP;;;8651931;
C;008;203366;5;20020617 11:50;191//21609;
D;008;203366;5;20020617 11:50;P;;;;;;
D;008;203366;5;20020617 11:50;P;;;;;;
D;008;203366;5;20020617 11:50;V;;;;;;
D;008;203366;5;20020617 11:50;V;;;;;;
B;008;203623;6;20020617 11:50;;;25;ARCHER CRES;MARYLAND;2287;651.6;M;20020513;20020531;184950;A;R;RESIDENCE;;AA;;;8670169;
C;008;203623;6;20020617 11:50;49//805266;
D;008;203623;6;20020617 11:50;P;;;;;;
D;008;203623;6;20020617 11:50;P;;;;;;
D;008;203623;6;20020617 11:50;V;;;;;;
B;008;204812;7;20020617 11:50;;;41;BAR BEACH AVE;THE JUNCTION;2291;328.8;M;20020424;20020527;635000;A;R;RESIDENCE;;HL;;;8653377;
C;008;204812;7;20020617 11:50;1//783358;
D;008;204812;7;20020617 11:50;P;;;;;;
D;008;204812;7;20020617 11:50;P;;;;;;
D;008;204812;7;20020617 11:50;V;;;;;;
B;008;205200;8;20020617 11:50;;;36;BARTON ST;MAYFIELD;2304;367.9;M;20020426;20020527;278000;A;R;RESIDENCE;;JD;;;8644383;
C;008;205200;8;20020617 11:50;1//136533;
D;008;205200;8;20020617 11:50;P;;;;;;
D;008;205200;8;20020617 11:50;P;;;;;;
D;008;205200;8;20020617 11:50;V;;;;;;
B;008;205797;9;20020617 11:50;;;43;BELMORE ST;ADAMSTOWN;2289;;;20020429;20020523;272500;A;R;RESIDENCE;;HB;;;8655637;
C;008;205797;9;20020617 11:50;4//908966;
D;008;205797;9;20020617 11:50;P;;;;;;
D;008;205797;9;20020617 11:50;P;;;;;;
D;008;205797;9;20020617 11:50;V;;;;;;
B;008;206693;10;20020617 11:50;;;;BIRCHGROVE DR;WALLSEND;2287;1045;M;20020417;20020522;95000;A;V;VACANT LAND;;AJ;;;8662387;
C;008;206693;10;20020617 11:50;5004//835015;
D;008;206693;10;20020617 11:50;P;;;;;;
D;008;206693;10;20020617 11:50;P;;;;;;
D;008;206693;10;20020617 11:50;P;;;;;;
D;008;206693;10;20020617 11:50;V;;;;;;
D;008;206693;10;20020617 11:50;V;;;;;;
B;008;207122;11;20020617 11:50;;;84;BLUEGUM RD;JESMOND;2299;626;M;20020411;20020516;194950;A;R;RESIDENCE;;JG;;;8642630;
C;008;207122;11;20020617 11:50;2//337784;
D;008;207122;11;20020617 11:50;P;;;;;;
D;008;207122;11;20020617 11:50;V;;;;;;
B;008;207881;12;20020617 11:50;;;57;BRAYE ST;MAYFIELD;2304;398.4;M;20020402;20020517;187000;A;R;RESIDENCE;;JX;;;8642350;
C;008;207881;12;20020617 11:50;1//16840;
D;008;207881;12;20020617 11:50;P;;;;;;
D;008;207881;12;20020617 11:50;P;;;;;;
D;008;207881;12;20020617 11:50;V;;;;;;
