A;010;20021101 11:20;PDANN;
B;010;262650;1;20021101 11:20;;;28;ELIZABETH ST;WALLALONG;2320;2667;M;20020909;20021008;220000;A;R;RESIDENCE;;HX;AC;;9032485;
C;010;262650;1;20021101 11:20;11//1008229;
D;010;262650;1;20021101 11:20;P;;;;;;
D;010;262650;1;20021101 11:20;P;;;;;;
D;010;262650;1;20021101 11:20;V;;;;;;
D;010;262650;1;20021101 11:20;V;;;;;;
B;010;262764;2;20021101 11:20;;;11;ROSEBANK DR;WALLALONG;2320;7726;M;20020823;20021004;305000;R;R;RESIDENCE;;RA;;;9043052;
C;010;262764;2;20021101 11:20;13//849760;
D;010;262764;2;20021101 11:20;P;;;;;;
D;010;262764;2;20021101 11:20;P;;;;;;
D;010;262764;2;20021101 11:20;V;;;;;;
B;010;263121;3;20021101 11:20;;;63;CAMPBELL AVE;ANNA BAY;2316;347.3;M;20020816;20021004;222000;A;R;RESIDENCE;;GC;AC;;9033612;
C;010;263121;3;20021101 11:20;5042//1012709;
D;010;263121;3;20021101 11:20;P;;;;;;
D;010;263121;3;20021101 11:20;P;;;;;;
D;010;263121;3;20021101 11:20;V;;;;;;
B;010;263231;4;20021101 11:20;;;3;CROMARTY CRES;ANNA BAY;2316;663.9;M;20020904;20021008;249000;A;R;RESIDENCE;;GC;AC;;9038766;
C;010;263231;4;20021101 11:20;431//13134;
D;010;263231;4;20021101 11:20;P;;;;;;
D;010;263231;4;20021101 11:20;V;;;;;;
B;010;264128;5;20021101 11:20;;;31;BLANCH ST;BOAT HARBOUR;2316;556.4;M;20020819;20021004;335500;A;R;RESIDENCE;;GA;;;9057591;
C;010;264128;5;20021101 11:20;9//231214;
D;010;264128;5;20021101 11:20;P;;;;;;
D;010;264128;5;20021101 11:20;P;;;;;;
D;010;264128;5;20021101 11:20;V;;;;;;
B;010;264316;6;20021101 11:20;;;;KINGSLEY DR HOUSE NO: 2A/56;BOAT HARBOUR;2316;422.7;M;20020815;20021003;290000;A;V;VACANT LAND;;GA;AV;;9022208;
C;010;264316;6;20021101 11:20;20//285589;
D;010;264316;6;20021101 11:20;P;;;;;;
D;010;264316;6;20021101 11:20;V;;;;;;
D;010;264316;6;20021101 11:20;V;;;;;;
D;010;264316;6;20021101 11:20;V;;;;;;
B;010;264337;7;20021101 11:20;;;6;KINGSLEY DR;BOAT HARBOUR;2316;623.2;M;20020826;20021004;219000;A;V;VACANT LAND;;GA;AV;;9032316;
C;010;264337;7;20021101 11:20;58//1000620;
D;010;264337;7;20021101 11:20;P;;;;;;
D;010;264337;7;20021101 11:20;V;;;;;;
D;010;264337;7;20021101 11:20;V;;;;;;
B;010;264400;8;20021101 11:20;;;27;RICHARDSON AVE;BOAT HARBOUR;2316;575.4;M;20020812;20021009;600000;A;R;RESIDENCE;;GA;;;9054224;
C;010;264400;8;20021101 11:20;16//30879;
D;010;264400;8;20021101 11:20;P;;;;;;
D;010;264400;8;20021101 11:20;P;;;;;;
