A;005;20021016 11:01;PDANN;
B;005;172304;1;20021016 11:01;;;1;ADELE CRES;ASHTONFIELD;2323;801.6;M;20020627;20020830;67000;A;R;RESIDENCE;;HA;;;9007531;
C;005;172304;1;20021016 11:01;331//262987;
D;005;172304;1;20021016 11:01;P;;;;;;
D;005;172304;1;20021016 11:01;V;;;;;;
B;005;172399;2;20021016 11:01;;;58;ALEXANDRA AVE;RUTHERFORD;2320;;;20020805;20020930;142000;A;R;RESIDENCE;;EC;;;9015194;
C;005;172399;2;20021016 11:01;56//232769;
D;005;172399;2;20021016 11:01;P;;;;;;
D;005;172399;2;20021016 11:01;V;;;;;;
B;005;172516;3;20021016 11:01;;;45;ALLIANCE ST;EAST MAITLAND;2323;1012;M;20020731;20020904;350000;A;R;RESIDENCE;;HF;AC;;8992616;
C;005;172516;3;20021016 11:01;252//546161;
D;005;172516;3;20021016 11:01;P;;;;;;
D;005;172516;3;20021016 11:01;V;;;;;;
B;005;172671;4;20021016 11:01;;;51;ANZAC ST;SOUTH MAITLAND;2320;1480;M;20020801;20020918;125000;R;R;RESIDENCE;;DJ;;;9007898;
C;005;172671;4;20021016 11:01;1//995673;
D;005;172671;4;20021016 11:01;P;;;;;;
D;005;172671;4;20021016 11:01;P;;;;;;
D;005;172671;4;20021016 11:01;V;;;;;;
B;005;173460;5;20021016 11:01;;;27;BETULA AVE;BOLWARRA;2320;803.1;M;20020820;20020913;260000;A;R;RESIDENCE;;GD;AC;;8999487;
C;005;173460;5;20021016 11:01;8//853643;
D;005;173460;5;20021016 11:01;P;;;;;;
D;005;173460;5;20021016 11:01;P;;;;;;
D;005;173460;5;20021016 11:01;V;;;;;;
B;005;173801;6;20021016 11:01;;;88;BOURKE ST;MAITLAND;2320;284.5;M;20020723;20020820;139500;A;R;RESIDENCE;;EH;;;9007389;
C;005;173801;6;20021016 11:01;1//997477;
D;005;173801;6;20021016 11:01;P;;;;;;
D;005;173801;6;20021016 11:01;P;;;;;;
D;005;173801;6;20021016 11:01;V;;;;;;
B;005;174034;7;20021016 11:01;;;57;BRISBANE ST;EAST MAITLAND;2323;461.6;M;20020802;20020913;156000;A;R;RESIDENCE;;HG;AC;;8999608;
C;005;174034;7;20021016 11:01;8//163792;
D;005;174034;7;20021016 11:01;P;;;;;;
D;005;174034;7;20021016 11:01;P;;;;;;
D;005;174034;7;20021016 11:01;V;;;;;;
B;005;174848;8;20021016 11:01;;;38;BYNG ST;TENAMBIT;2323;561.6;M;20020904;20020926;218500;A;R;RESIDENCE;;HE;;;9006296;
C;005;174848;8;20021016 11:01;52//712518;
D;005;174848;8;20021016 11:01;P;;;;;;
D;005;174848;8;20021016 11:01;V;;;;;;
D;005;174848;8;20021016 11:01;V;;;;;;
