A;012;20020502 11:14;PDANN;
B;012;296428;1;20020502 11:14;;;32;BENJAMIN CCT;HUNTERVIEW;2330;741;M;20020220;20020327;210000;A;R;RESIDENCE;;AV;AC;;8482576;
C;012;296428;1;20020502 11:14;145//264243;
D;012;296428;1;20020502 11:14;P;;;;;;
D;012;296428;1;20020502 11:14;V;;;;;;
D;012;296428;1;20020502 11:14;V;;;;;;
B;012;296447;2;20020502 11:14;;;21;BENJAMIN CCT;HUNTERVIEW;2330;709;M;20020212;20020405;265000;A;R;RESIDENCE;;AV;AC;;8509707;
C;012;296447;2;20020502 11:14;114//264243;
D;012;296447;2;20020502 11:14;P;;;;;;
D;012;296447;2;20020502 11:14;P;;;;;;
D;012;296447;2;20020502 11:14;V;;;;;;
D;012;296447;2;20020502 11:14;V;;;;;;
B;012;296457;3;20020502 11:14;;;47;BENJAMIN CCT;HUNTERVIEW;2330;794;M;20020204;20020307;142000;A;R;RESIDENCE;;AV;AC;;8498894;
C;012;296457;3;20020502 11:14;89//264243;
D;012;296457;3;20020502 11:14;P;;;;;;
D;012;296457;3;20020502 11:14;P;;;;;;
D;012;296457;3;20020502 11:14;V;;;;;;
B;012;296573;4;20020502 11:14;;;60;BLAXLAND AVE;SINGLETON HEIGHTS;2330;789.8;M;20020223;20020328;78000;A;R;RESIDENCE;;AG;AC;;8499565;
C;012;296573;4;20020502 11:14;4//249801;
D;012;296573;4;20020502 11:14;P;;;;;;
D;012;296573;4;20020502 11:14;V;;;;;;
B;012;296636;5;20020502 11:14;;;114;BLAXLAND AVE;SINGLETON HEIGHTS;2330;662.8;M;20020208;20020322;146000;A;R;RESIDENCE;;AA;AC;;8502696;
C;012;296636;5;20020502 11:14;1//250842;
D;012;296636;5;20020502 11:14;P;;;;;;
D;012;296636;5;20020502 11:14;V;;;;;;
B;012;296809;6;20020502 11:14;;;;BOWDEN ST;REDBOURNBERRY;2330;992;M;20020319;20020419;68000;A;V;VACANT LAND;;AL;;;8537187;
C;012;296809;6;20020502 11:14;32//870350;
D;012;296809;6;20020502 11:14;P;;;;;;
D;012;296809;6;20020502 11:14;V;;;;;;
B;012;296901;7;20020502 11:14;;;8;BRISBANE ST;SINGLETON;2330;758.6;M;20020108;20020219;155000;A;R;RESIDENCE;;AL;AC;;8516299;
C;012;296901;7;20020502 11:14;151//561956;
D;012;296901;7;20020502 11:14;P;;;;;;
D;012;296901;7;20020502 11:14;P;;;;;;
D;012;296901;7;20020502 11:14;V;;;;;;
D;012;296901;7;20020502 11:14;V;;;;;;
B;012;297319;8;20020502 11:14;;;37;CASTLEREAGH ST;SINGLETON;2330;;;20020219;20020405;98000;A;R;RESIDENCE;;AL;AC;;8501183;
C;012;297319;8;20020502 11:14;20, 21/35/192120;
D;012;297319;8;20020502 11:14;P;;;;;;
D;012;297319;8;20020502 11:14;P;;;;;;
D;012;297319;8;20020502 11:14;V;;;;;;
D;012;297319;8;20020502 11:14;V;;;;;;
B;012;297428;9;20020502 11:14;;;1;COCKATOO ST;MCDOUGALLS HILL;2330;3463;M;20011217;20020111;82500;I;V;VACANT LAND;;FM;IV;;8473821;
C;012;297428;9;20020502 11:14;4//831485;
D;012;297428;9;20020502 11:14;P;;;;;;
D;012;297428;9;20020502 11:14;V;;;;;;
B;012;297504;10;20020502 11:14;;;3;CRANSTON - WEST AVE;SINGLETON;2330;875;M;20011221;20020201;65000;A;V;VACANT LAND;;AL;AV;;8465840;
C;012;297504;10;20020502 11:14;191//879743;
D;012;297504;10;20020502 11:14;P;;;;;;
D;012;297504;10;20020502 11:14;P;;;;;;
D;012;297504;10;20020502 11:14;V;;;;;;
B;012;297585;11;20020502 11:14;;;8;DALTON AVE;SINGLETON;2330;841;M;20020220;20020319;95000;A;R;RESIDENCE;;AH;AC;;8490931;
C;012;297585;11;20020502 11:14;6//227919;
D;012;297585;11;20020502 11:14;P;;;;;;
D;012;297585;11;20020502 11:14;P;;;;;;
D;012;297585;11;20020502 11:14;V;;;;;;
D;012;297585;11;20020502 11:14;V;;;;;;
B;012;297594;12;20020502 11:14;;;2;DANGAR RD;SINGLETON;2330;560.1;M;20020311;20020416;80000;A;R;RESIDENCE;;AL;;;8529387;
C;012;297594;12;20020502 11:14;102//561918;
D;012;297594;12;20020502 11:14;P;;;;;;
D;012;297594;12;20020502 11:14;V;;;;;;
B;012;297972;13;20020502 11:14;;;3;EYRE CL;SINGLETON HEIGHTS;2330;1295;M;20020301;20020301;7000;A;R;RESIDENCE;;AG;AC;;8479173;
C;012;297972;13;20020502 11:14;150//246875;
D;012;297972;13;20020502 11:14;P;;;;;;
D;012;297972;13;20020502 11:14;P;;;;;;
D;012;297972;13;20020502 11:14;V;;;;;;
B;012;298259;14;20020502 11:14;;;9;GEARY AVE;SINGLETON HEIGHTS;2330;765.4;M;20020103;20020205;56000;A;V;VACANT LAND;;AA;AV;;8366319;
C;012;298259;14;20020502 11:14;100//1012549;
D;012;298259;14;20020502 11:14;P;;;;;;
D;012;298259;14;20020502 11:14;V;;;;;;
D;012;298259;14;20020502 11:14;V;;;;;;
B;012;298261;15;20020502 11:14;;;13;GEARY AVE;SINGLETON HEIGHTS;2330;1170;M;20011105;20020214;74500;A;V;VACANT LAND;;AA;;;8416120;
C;012;298261;15;20020502 11:14;102//1012549;
D;012;298261;15;20020502 11:14;P;;;;;;
D;012;298261;15;20020502 11:14;P;;;;;;
D;012;298261;15;20020502 11:14;V;;;;;;
B;012;298270;16;20020502 11:14;;;14;GEARY AVE;SINGLETON HEIGHTS;2330;794.4;M;20011203;20011231;58000;A;V;VACANT LAND;;AA;;;8465605;
C;012;298270;16;20020502 11:14;105//1012549;
D;012;298270;16;20020502 11:14;P;;;;;;
D;012;298270;16;20020502 11:14;V;;;;;;
D;012;298270;16;20020502 11:14;V;;;;;;
B;012;298361;17;20020502 11:14;;9;1;GIBSON CL;SINGLETON HEIGHTS;2330;;;20020220;20020325;83500;;3;UNIT;9;;;;8537221;
C;012;298361;17;20020502 11:14;9//19048;
D;012;298361;17;20020502 11:14;P;;;;;;
D;012;298361;17;20020502 11:14;V;;;;;;
B;012;298506;18;20020502 11:14;;;2;HALLETT PL;DARLINGTON;2330;809.2;M;20020308;20020405;184000;A;R;RESIDENCE;;AD;;;8530397;
C;012;298506;18;20020502 11:14;353//260388;
D;012;298506;18;20020502 11:14;P;;;;;;
D;012;298506;18;20020502 11:14;P;;;;;;
D;012;298506;18;20020502 11:14;V;;;;;;
B;012;298535;19;20020502 11:14;;;101;HAMBLEDON HILL RD;GOWRIE;2330;8274;M;20020219;20020315;330000;R;R;RESIDENCE;;RH;RR;;8490849;
C;012;298535;19;20020502 11:14;36//262702;
D;012;298535;19;20020502 11:14;P;;;;;;
D;012;298535;19;20020502 11:14;P;;;;;;
D;012;298535;19;20020502 11:14;V;;;;;;
D;012;298535;19;20020502 11:14;V;;;;;;
B;012;298722;20;20020502 11:14;;;46;HOWE ST;SINGLETON;2330;734.8;M;20020219;20020327;210000;A;R;RESIDENCE;;AL;AC;;8519352;
C;012;298722;20;20020502 11:14;56//263043;
