A;008;20020801 13:41;PDANN;
B;008;201658;1;20020801 13:41;;3;101;ACACIA AVE;NORTH LAMBTON;2299;;;20020530;20020709;115000;;R;RESIDENCE;3;;;;8790408;
C;008;201658;1;20020801 13:41;3//SP 40859;
D;008;201658;1;20020801 13:41;P;;;;;;
D;008;201658;1;20020801 13:41;V;;;;;;
D;008;201658;1;20020801 13:41;V;;;;;;
B;008;201751;2;20020801 13:41;;;35;ADA ST;WARATAH;2298;386.3;M;20020531;20020709;185500;A;R;RESIDENCE;;JQ;;;8808895;
C;008;201751;2;20020801 13:41;8//741944;
D;008;201751;2;20020801 13:41;P;;;;;;
D;008;201751;2;20020801 13:41;V;;;;;;
D;008;201751;2;20020801 13:41;V;;;;;;
B;008;202190;3;20020801 13:41;;;13;ALDWICK CL;TARRO;2322;608.8;M;20020617;20020718;125000;A;R;RESIDENCE;;DB;;;8793011;
C;008;202190;3;20020801 13:41;126//250629;
D;008;202190;3;20020801 13:41;P;;;;;;
D;008;202190;3;20020801 13:41;V;;;;;;
D;008;202190;3;20020801 13:41;V;;;;;;
B;008;202904;4;20020801 13:41;;3;3;BRITANIA BVDE;FLETCHER;2287;587.2;M;20011231;20020705;345000;A;R;RESIDENCE;;AP;;;8799516;
C;008;202904;4;20020801 13:41;3//869101;
D;008;202904;4;20020801 13:41;P;;;;;;
D;008;202904;4;20020801 13:41;P;;;;;;
D;008;202904;4;20020801 13:41;V;;;;;;
B;008;203311;5;20020801 13:41;;;7;ANGOPHORA DR;WARABROOK;2304;839.5;M;20020522;20020625;311500;A;R;RESIDENCE;;JW;;;8777421;
C;008;203311;5;20020801 13:41;2//807361;
D;008;203311;5;20020801 13:41;P;;;;;;
D;008;203311;5;20020801 13:41;P;;;;;;
D;008;203311;5;20020801 13:41;V;;;;;;
B;008;203657;6;20020801 13:41;;1;6;ARCHER CRES;MARYLAND;2287;;;20020509;20020619;179950;;R;RESIDENCE;1;;;;8793826;
C;008;203657;6;20020801 13:41;1//SP 44260;
D;008;203657;6;20020801 13:41;P;;;;;;
D;008;203657;6;20020801 13:41;V;;;;;;
B;008;203817;7;20020801 13:41;;;36;ARIES WAY;ELERMORE VALE;2287;575.8;M;20020528;20020708;247000;A;R;RESIDENCE;;AL;;;8774609;
C;008;203817;7;20020801 13:41;72//258370;
D;008;203817;7;20020801 13:41;P;;;;;;
D;008;203817;7;20020801 13:41;V;;;;;;
