A;007;20020916 13:42;PDANN;
B;007;195073;1;20020916 13:42;;;;;MUSWELLBROOK;2333;7.003;H;20020712;20020819;140000;R;R;RESIDENCE;;RN;;;8925667;
C;007;195073;1;20020916 13:42;30//816946;
D;007;195073;1;20020916 13:42;P;;;;;;
D;007;195073;1;20020916 13:42;V;;;;;;
D;007;195073;1;20020916 13:42;V;;;;;;
B;007;195250;2;20020916 13:42;;;;;MUSWELLBROOK;2333;2.371;H;20020802;20020802;216000;P;R;RESIDENCE;;PN;RRI;;8904159;
C;007;195250;2;20020916 13:42;72//748543;
D;007;195250;2;20020916 13:42;P;;;;;;
D;007;195250;2;20020916 13:42;P;;;;;;
D;007;195250;2;20020916 13:42;V;;;;;;
D;007;195250;2;20020916 13:42;V;;;;;;
B;007;195250;3;20020916 13:42;;;;;MUSWELLBROOK;2333;2.371;H;20020802;20020802;72000;P;R;RESIDENCE;;PN;RRI;;8904160;
C;007;195250;3;20020916 13:42;72//748543;
D;007;195250;3;20020916 13:42;P;;;;;;
D;007;195250;3;20020916 13:42;V;;;;;;
D;007;195250;3;20020916 13:42;V;;;;;;
B;007;195634;4;20020916 13:42;;;2;FERN CL;DENMAN;2328;745.5;M;20020719;20020823;105000;A;R;RESIDENCE;;DG;;;8929821;
C;007;195634;4;20020916 13:42;16//261318;
D;007;195634;4;20020916 13:42;P;;;;;;
D;007;195634;4;20020916 13:42;P;;;;;;
D;007;195634;4;20020916 13:42;V;;;;;;
D;007;195634;4;20020916 13:42;V;;;;;;
B;007;195732;5;20020916 13:42;;;9;KENILWORTH ST;DENMAN;2328;1821;M;20020716;20020820;220000;A;3;UNITS;;DG;AM;;8908613;
C;007;195732;5;20020916 13:42;5//239428;
D;007;195732;5;20020916 13:42;P;;;;;;
D;007;195732;5;20020916 13:42;P;;;;;;
D;007;195732;5;20020916 13:42;V;;;;;;
D;007;195732;5;20020916 13:42;V;;;;;;
D;007;195732;5;20020916 13:42;V;;;;;;
D;007;195732;5;20020916 13:42;V;;;;;;
B;007;195887;6;20020916 13:42;;;96;PALACE ST;DENMAN;2328;2016;M;20020712;20020823;122000;A;R;RESIDENCE;;DG;;;8926001;
C;007;195887;6;20020916 13:42;42//605214;
D;007;195887;6;20020916 13:42;P;;;;;;
D;007;195887;6;20020916 13:42;V;;;;;;
B;007;196732;7;20020916 13:42;;;;;MUSWELLBROOK;2333;30.3;H;20020627;20020809;160000;P;R;RESIDENCE;;RD;RR;;8905927;
C;007;196732;7;20020916 13:42;6//29451;
D;007;196732;7;20020916 13:42;P;;;;;;
D;007;196732;7;20020916 13:42;P;;;;;;
D;007;196732;7;20020916 13:42;P;;;;;;
D;007;196732;7;20020916 13:42;P;;;;;;
D;007;196732;7;20020916 13:42;V;;;;;;
D;007;196732;7;20020916 13:42;V;;;;;;
B;007;197864;8;20020916 13:42;;;19;CABERNET ST;MUSWELLBROOK;2333;789.3;M;20020614;20020726;138000;A;R;RESIDENCE;;AM;AC;;8915281;
C;007;197864;8;20020916 13:42;237//263254;
D;007;197864;8;20020916 13:42;P;;;;;;
D;007;197864;8;20020916 13:42;P;;;;;;
D;007;197864;8;20020916 13:42;V;;;;;;
B;007;198167;9;20020916 13:42;;;7;CLIFFORD ST;MUSWELLBROOK;2333;594.4;M;20020517;20020820;92000;A;R;RESIDENCE;;AS;AC;;8916871;
C;007;198167;9;20020916 13:42;15//38731;
D;007;198167;9;20020916 13:42;P;;;;;;
D;007;198167;9;20020916 13:42;P;;;;;;
D;007;198167;9;20020916 13:42;V;;;;;;
B;007;198297;10;20020916 13:42;;;26;COUSINS ST;MUSWELLBROOK;2333;689.2;M;20020705;20020815;90000;A;R;RESIDENCE;;AT;;;8939152;
C;007;198297;10;20020916 13:42;13//237998;
D;007;198297;10;20020916 13:42;P;;;;;;
D;007;198297;10;20020916 13:42;V;;;;;;
B;007;198299;11;20020916 13:42;;;30;COUSINS ST;MUSWELLBROOK;2333;689.2;M;20020627;20020812;92000;A;R;RESIDENCE;;AT;AC;;8902887;
C;007;198299;11;20020916 13:42;15//237998;
D;007;198299;11;20020916 13:42;P;;;;;;
D;007;198299;11;20020916 13:42;V;;;;;;
B;007;198318;12;20020916 13:42;;;35;COUSINS ST;MUSWELLBROOK;2333;1258;M;20020625;20020802;42000;A;V;VACANT LAND;;AM;AV;;8903717;
C;007;198318;12;20020916 13:42;497//804146;
D;007;198318;12;20020916 13:42;P;;;;;;
D;007;198318;12;20020916 13:42;P;;;;;;
D;007;198318;12;20020916 13:42;V;;;;;;
