A;011;20020617 11:50;PDANN;
B;011;292586;1;20020617 11:50;;;107;BEDFORD ST;ABERDEEN;2336;1064;M;20020322;20020521;85000;A;R;RESIDENCE;;AA;;;8669370;
C;011;292586;1;20020617 11:50;15//261048;
D;011;292586;1;20020617 11:50;P;;;;;;
D;011;292586;1;20020617 11:50;V;;;;;;
B;011;293235;2;20020617 11:50;;;16;SHANNON CL;ABERDEEN;2336;768.9;M;20020314;20020501;115500;A;R;RESIDENCE;;AA;;;8671392;
C;011;293235;2;20020617 11:50;9//701934;
D;011;293235;2;20020617 11:50;P;;;;;;
D;011;293235;2;20020617 11:50;P;;;;;;
D;011;293235;2;20020617 11:50;V;;;;;;
B;011;293359;3;20020617 11:50;;;29;ABERDEEN ST;SCONE;2337;1.315;H;20020423;20020524;185000;R;R;RESIDENCE;;RW;;;8648592;
C;011;293359;3;20020617 11:50;1//732158;
D;011;293359;3;20020617 11:50;P;;;;;;
D;011;293359;3;20020617 11:50;V;;;;;;
B;011;293411;4;20020617 11:50;;;23;BARTON ST;SCONE;2337;872.6;M;20020411;20020531;137500;A;R;RESIDENCE;;AD;;;8665808;
C;011;293411;4;20020617 11:50;104//26571;
D;011;293411;4;20020617 11:50;P;;;;;;
D;011;293411;4;20020617 11:50;P;;;;;;
D;011;293411;4;20020617 11:50;V;;;;;;
D;011;293411;4;20020617 11:50;V;;;;;;
B;011;293534;5;20020617 11:50;;;135;SATUR RD;SCONE;2337;3237;M;20020308;20020419;43000;R;V;VACANT LAND;;HG;;;8644726;
C;011;293534;5;20020617 11:50;1//861882;
D;011;293534;5;20020617 11:50;P;;;;;;
D;011;293534;5;20020617 11:50;P;;;;;;
D;011;293534;5;20020617 11:50;V;;;;;;
B;011;293644;6;20020617 11:50;;;8;DERBY CL;SCONE;2337;2414;M;20020412;20020418;53000;R;V;VACANT LAND;;HG;;;8655694;
C;011;293644;6;20020617 11:50;18//861882;
D;011;293644;6;20020617 11:50;P;;;;;;
D;011;293644;6;20020617 11:50;P;;;;;;
D;011;293644;6;20020617 11:50;V;;;;;;
B;011;293877;7;20020617 11:50;;;59;GUNDY RD;SCONE;2337;900;M;20020502;20020517;154000;A;R;RESIDENCE;;AE;;;8644509;
C;011;293877;7;20020617 11:50;7//813932;
D;011;293877;7;20020617 11:50;P;;;;;;
D;011;293877;7;20020617 11:50;P;;;;;;
D;011;293877;7;20020617 11:50;V;;;;;;
D;011;293877;7;20020617 11:50;V;;;;;;
B;011;293909;8;20020617 11:50;;;4;GUNSYND CL;SCONE;2337;2338;M;20020409;20020520;54900;R;V;VACANT LAND;;HG;;;8638528;
C;011;293909;8;20020617 11:50;12//864140;
D;011;293909;8;20020617 11:50;P;;;;;;
D;011;293909;8;20020617 11:50;P;;;;;;
D;011;293909;8;20020617 11:50;V;;;;;;
B;011;294050;9;20020617 11:50;;;185;KELLY ST;SCONE;2337;698.1;M;20011005;20020312;290000;B;3;SHOP;;BS;;;8647901;
C;011;294050;9;20020617 11:50;10//703172;
D;011;294050;9;20020617 11:50;P;;;;;;
D;011;294050;9;20020617 11:50;P;;;;;;
D;011;294050;9;20020617 11:50;V;;;;;;
B;011;294597;10;20020617 11:50;;;43;OXFORD RD;SCONE;2337;1012;M;20020409;20020515;120000;A;R;RESIDENCE;;AE;;;8664152;
C;011;294597;10;20020617 11:50;34/8/2958;
D;011;294597;10;20020617 11:50;P;;;;;;
D;011;294597;10;20020617 11:50;P;;;;;;
D;011;294597;10;20020617 11:50;V;;;;;;
B;011;295105;11;20020617 11:50;;;12;STANSTEAD CL;SCONE;2337;2007;M;20020405;20020517;67000;A;V;VACANT LAND;;AF;;;8647408;
C;011;295105;11;20020617 11:50;34//863687;
D;011;295105;11;20020617 11:50;P;;;;;;
D;011;295105;11;20020617 11:50;P;;;;;;
D;011;295105;11;20020617 11:50;V;;;;;;
D;011;295105;11;20020617 11:50;V;;;;;;
B;011;295365;12;20020617 11:50;;;113;WAVERLEY ST;SCONE;2337;891.5;M;20020326;20020524;130000;A;R;RESIDENCE;;AE;;;8643216;
C;011;295365;12;20020617 11:50;20//655110;
D;011;295365;12;20020617 11:50;P;;;;;;
D;011;295365;12;20020617 11:50;V;;;;;;
D;011;295365;12;20020617 11:50;V;;;;;;
Z;63;12;12;37;
