A;008;20021217 14:31;PDANN;
B;008;201601;1;20021217 14:31;;;18;ACACIA AVE;WARATAH WEST;2298;834.7;M;20021009;20021122;199000;A;R;RESIDENCE;;JP;;;9166733;
C;008;201601;1;20021217 14:31;69//212714;
D;008;201601;1;20021217 14:31;P;;;;;;
D;008;201601;1;20021217 14:31;V;;;;;;
B;008;201824;2;20021217 14:31;;;95;ADDISON ST;BERESFIELD;2322;;;20021025;20021122;800000;A;R;RESIDENCE;;DA;;;9177229;
C;008;201824;2;20021217 14:31;37/A/12628;
D;008;201824;2;20021217 14:31;P;;;;;;
D;008;201824;2;20021217 14:31;V;;;;;;
B;008;202015;3;20021217 14:31;;;14;AKUNA AVE;SHORTLAND;2307;607;M;20020920;20021121;110000;A;R;RESIDENCE;;JM;;;9163723;
C;008;202015;3;20021217 14:31;22//228847;
D;008;202015;3;20021217 14:31;P;;;;;;
D;008;202015;3;20021217 14:31;P;;;;;;
D;008;202015;3;20021217 14:31;V;;;;;;
D;008;202015;3;20021217 14:31;V;;;;;;
D;008;202015;3;20021217 14:31;V;;;;;;
B;008;203489;4;20021217 14:31;;;34;ANNIE ST;WICKHAM;2293;368.3;M;20020910;20021028;220000;A;3;OFFICE;;DF;;;9169148;
C;008;203489;4;20021217 14:31;56//740890;
D;008;203489;4;20021217 14:31;P;;;;;;
D;008;203489;4;20021217 14:31;P;;;;;;
D;008;203489;4;20021217 14:31;V;;;;;;
B;008;205309;5;20021217 14:31;;;24;BEAUFORD AVE;MARYLAND;2287;1963.4;M;20021002;20021106;225000;A;V;VACANT LAND;;AB;;;9180997;
C;008;205309;5;20021217 14:31;1, 2//260804;
D;008;205309;5;20021217 14:31;P;;;;;;
D;008;205309;5;20021217 14:31;P;;;;;;
D;008;205309;5;20021217 14:31;V;;;;;;
D;008;205309;5;20021217 14:31;V;;;;;;
B;008;205829;6;20021217 14:31;;;22;BELMORE ST;ADAMSTOWN;2289;;;20021108;20021127;247000;A;R;RESIDENCE;;HB;;;9185425;
C;008;205829;6;20021217 14:31;6//18370;
D;008;205829;6;20021217 14:31;P;;;;;;
D;008;205829;6;20021217 14:31;V;;;;;;
D;008;205829;6;20021217 14:31;V;;;;;;
B;008;206338;7;20021217 14:31;;;74;BERRICO AVE;MARYLAND;2287;678.3;M;20020508;20020607;53000;A;R;RESIDENCE;;AA;;;9169864;
C;008;206338;7;20021217 14:31;721//881252;
D;008;206338;7;20021217 14:31;P;;;;;;
D;008;206338;7;20021217 14:31;P;;;;;;
D;008;206338;7;20021217 14:31;V;;;;;;
B;008;206634;8;20021217 14:31;;;61;BINDOWAN CL;MARYLAND;2287;711.9;M;20021016;20021115;305000;A;R;RESIDENCE;;AA;;;9169590;
C;008;206634;8;20021217 14:31;610//872062;
D;008;206634;8;20021217 14:31;P;;;;;;
D;008;206634;8;20021217 14:31;P;;;;;;
D;008;206634;8;20021217 14:31;V;;;;;;
D;008;206634;8;20021217 14:31;V;;;;;;
B;008;206694;9;20021217 14:31;;;;BIRCHGROVE DR;WALLSEND;2287;1035;M;20020927;20021101;105000;A;V;VACANT LAND;;AJ;;;9181404;
C;008;206694;9;20021217 14:31;5005//835015;
D;008;206694;9;20021217 14:31;P;;;;;;
D;008;206694;9;20021217 14:31;P;;;;;;
D;008;206694;9;20021217 14:31;V;;;;;;
B;008;206904;10;20021217 14:31;;;40;BISHOPSGATE ST;WICKHAM;2293;88.5;M;20021009;20021120;188000;B;R;RESIDENCE;;BW;;;9155922;
C;008;206904;10;20021217 14:31;1//210940;
D;008;206904;10;20021217 14:31;P;;;;;;
D;008;206904;10;20021217 14:31;V;;;;;;
D;008;206904;10;20021217 14:31;V;;;;;;
B;008;208279;11;20021217 14:31;;;27;BRIDGES RD;NEW LAMBTON;2305;;;20021016;20021115;160000;A;R;RESIDENCE;;FE;;;9153231;
C;008;208279;11;20021217 14:31;4/C/9676;
D;008;208279;11;20021217 14:31;P;;;;;;
D;008;208279;11;20021217 14:31;P;;;;;;
D;008;208279;11;20021217 14:31;V;;;;;;
D;008;208279;11;20021217 14:31;V;;;;;;
B;008;208571;12;20021217 14:31;;7;;BROOKS ST;COOKS HILL;2300;;;20021015;20021126;197450;;3;HOME UNIT;7;;;;9175840;
C;008;208571;12;20021217 14:31;7//SP 52934;
D;008;208571;12;20021217 14:31;P;;;;;;
D;008;208571;12;20021217 14:31;V;;;;;;
B;008;209607;13;20021217 14:31;;;3;BUCHANAN ST;MEREWETHER;2291;;;20020921;20021101;675000;A;R;RESIDENCE;;HL;;;9166543;
C;008;209607;13;20021217 14:31;60N/1/111238;
D;008;209607;13;20021217 14:31;P;;;;;;
D;008;209607;13;20021217 14:31;P;;;;;;
D;008;209607;13;20021217 14:31;V;;;;;;
D;008;209607;13;20021217 14:31;V;;;;;;
B;008;209813;14;20021217 14:31;;;12;BULL ST;COOKS HILL;2300;199.8;M;20021008;20021121;248000;A;R;RESIDENCE;;KA;;;9185371;
C;008;209813;14;20021217 14:31;1//770827;
D;008;209813;14;20021217 14:31;P;;;;;;
D;008;209813;14;20021217 14:31;P;;;;;;
