A;RTSALEDATA;148;20250818 01:10;VALNET;
B;148;1643092;1;20250818 01:10;;4;4;BURNET ST;BALLINA;2478;125;M;20250702;20250811;710000;;R;RESIDENCE;4;;;;AV318461;
C;148;1643092;1;20250818 01:10;4/SP8127;
D;148;1643092;1;20250818 01:10;P;;;;;;
D;148;1643092;1;20250818 01:10;V;;;;;;
B;148;1645976;2;20250818 01:10;;8;2;MAINSAIL PL;WEST BALLINA;2478;333;M;20250625;20250811;672000;;R;RESIDENCE;8;;;;AV319307;
C;148;1645976;2;20250818 01:10;8/SP35335;
D;148;1645976;2;20250818 01:10;P;;;;;;
D;148;1645976;2;20250818 01:10;V;;;;;;
B;148;1654406;3;20250818 01:10;;;216;HOUGHLAHANS CREEK RD;TEVEN;2478;2.071;H;20250516;20250814;2060000;RU1;R;RESIDENCE;;RHS;;;AV331336;
C;148;1654406;3;20250818 01:10;173/755741;
D;148;1654406;3;20250818 01:10;P;;;;;;
D;148;1654406;3;20250818 01:10;V;;;;;;
D;148;1654406;3;20250818 01:10;V;;;;;;
B;148;1657117;4;20250818 01:10;;;69;PANORAMA DR;ALSTONVILLE;2477;654.4;M;20250627;20250808;1250000;R2;R;RESIDENCE;;ADR;;;AV313951;
C;148;1657117;4;20250818 01:10;208/837177;
D;148;1657117;4;20250818 01:10;P;;;;;;
D;148;1657117;4;20250818 01:10;P;;;;;;
D;148;1657117;4;20250818 01:10;V;;;;;;
B;148;1646438;5;20250818 01:10;;4;6;NAMITJIRA PL;BALLINA;2478;97;M;20250730;20250811;665000;;R;RESIDENCE;4;;;;AV318755;
C;148;1646438;5;20250818 01:10;4/SP14961;
D;148;1646438;5;20250818 01:10;P;;;;;;
D;148;1646438;5;20250818 01:10;V;;;;;;
B;148;1649137;6;20250818 01:10;;1;50;TEMPLE ST;BALLINA;2478;194;M;20250714;20250811;760000;;R;RESIDENCE;1;;;;AV318158;
C;148;1649137;6;20250818 01:10;1/SP57943;
D;148;1649137;6;20250818 01:10;P;;;;;;
D;148;1649137;6;20250818 01:10;V;;;;;;
B;148;1649185;7;20250818 01:10;;;46;THE SERPENTINE;EAST BALLINA;2478;727.2;M;20250704;20250811;1650000;R2;R;RESIDENCE;;AAE;;;AV319316;
C;148;1649185;7;20250818 01:10;2/547133;
D;148;1649185;7;20250818 01:10;P;;;;;;
D;148;1649185;7;20250818 01:10;P;;;;;;
D;148;1649185;7;20250818 01:10;V;;;;;;
D;148;1649185;7;20250818 01:10;V;;;;;;
B;148;1652325;8;20250818 01:10;;1;4;CHAUVEL CL;SKENNARS HEAD;2478;291;M;20250711;20250811;1150000;;R;RESIDENCE;1;;;;AV318139;
C;148;1652325;8;20250818 01:10;1/SP58266;
D;148;1652325;8;20250818 01:10;P;;;;;;
D;148;1652325;8;20250818 01:10;V;;;;;;
B;148;1647771;9;20250818 01:10;;;12;RIVERSIDE DR;WEST BALLINA;2478;505.9;M;20250624;20250808;844000;R2;R;RESIDENCE;;AAA;;;AV315262;
C;148;1647771;9;20250818 01:10;6/31154;
D;148;1647771;9;20250818 01:10;P;;;;;;
D;148;1647771;9;20250818 01:10;V;;;;;;
B;148;1658751;10;20250818 01:10;;;20;STANLEY PARK RD;WOLLONGBAR;2477;730;M;20250627;20250808;840000;R2;R;RESIDENCE;;ADW;;;AV315380;
C;148;1658751;10;20250818 01:10;30/818457;
D;148;1658751;10;20250818 01:10;P;;;;;;
D;148;1658751;10;20250818 01:10;P;;;;;;
D;148;1658751;10;20250818 01:10;V;;;;;;
B;148;4208194;11;20250818 01:10;;;21;SUNRAY CRES;LENNOX HEAD;2478;743;M;20250707;20250808;985000;R3;V;VACANT LAND;;LDK;;;AV314008;
C;148;4208194;11;20250818 01:10;41/1252778;
D;148;4208194;11;20250818 01:10;P;;;;;;
