A;RTSALEDATA;087;20201214 01:01;VALNET;
B;087;763568;1;20201214 01:01;;4;174;RAGLAN ST;MOSMAN;2088;;;20201023;20201204;900000;;R;RESIDENCE;4;;;0;AQ616803;
C;087;763568;1;20201214 01:01;4/SP10659;
D;087;763568;1;20201214 01:01;P;;;;;;
D;087;763568;1;20201214 01:01;V;;;;;;
B;087;761189;2;20201214 01:01;;8;33;MOSMAN ST;MOSMAN;2088;;;20201029;20201210;540000;;R;RESIDENCE;8;;;0;AQ634033;
C;087;761189;2;20201214 01:01;8/SP2878;
D;087;761189;2;20201214 01:01;P;;;;;;
D;087;761189;2;20201214 01:01;V;;;;;;
B;087;758771;3;20201214 01:01;;3;13;LANG ST;MOSMAN;2088;;;20201029;20201210;1210000;;R;RESIDENCE;3;;;0;AQ635832;
C;087;758771;3;20201214 01:01;3/SP15734;
D;087;758771;3;20201214 01:01;P;;;;;;
D;087;758771;3;20201214 01:01;V;;;;;;
B;087;761427;4;20201214 01:01;;2;46;MUSGRAVE ST;MOSMAN;2088;;;20201023;20201204;865000;;R;RESIDENCE;2;;;0;AQ614754;
C;087;761427;4;20201214 01:01;2/SP2183;
D;087;761427;4;20201214 01:01;P;;;;;;
D;087;761427;4;20201214 01:01;V;;;;;;
D;087;761427;4;20201214 01:01;V;;;;;;
B;087;766967;5;20201214 01:01;;;22;THE GROVE;MOSMAN;2088;725.42;M;20200924;20201207;8000000;R2;R;RESIDENCE;;RAL;;0;AQ620026;
C;087;766967;5;20201214 01:01;58/6648;
D;087;766967;5;20201214 01:01;P;;;;;;
D;087;766967;5;20201214 01:01;V;;;;;;
B;087;761645;6;20201214 01:01;;5;76;MUSTON ST;MOSMAN;2088;;;20201027;20201208;2030000;;R;RESIDENCE;5;;;0;AQ625057;
C;087;761645;6;20201214 01:01;5/SP2917;
D;087;761645;6;20201214 01:01;P;;;;;;
D;087;761645;6;20201214 01:01;V;;;;;;
B;087;764338;7;20201214 01:01;;1;247;RAGLAN ST;MOSMAN;2088;;;20201007;20201204;1260000;;R;RESIDENCE;1;;;0;AQ613786;
C;087;764338;7;20201214 01:01;1/SP292;
D;087;764338;7;20201214 01:01;P;;;;;;
D;087;764338;7;20201214 01:01;V;;;;;;
D;087;764338;7;20201214 01:01;V;;;;;;
D;087;764338;7;20201214 01:01;V;;;;;;
B;087;764561;8;20201214 01:01;;;10;REDAN ST;MOSMAN;2088;885.2;M;20200925;20201210;12500000;R2;R;RESIDENCE;;RAL;;0;AQ635849;
C;087;764561;8;20201214 01:01;7, 8/2/2324;
D;087;764561;8;20201214 01:01;P;;;;;;
D;087;764561;8;20201214 01:01;P;;;;;;
D;087;764561;8;20201214 01:01;V;;;;;;
B;087;767219;9;20201214 01:01;;307 V;70;VISTA ST;MOSMAN;2088;;;20201106;20201207;770000;;R;RESIDENCE;68;;;0;AQ621343;
C;087;767219;9;20201214 01:01;68/SP61931;
D;087;767219;9;20201214 01:01;P;;;;;;
D;087;767219;9;20201214 01:01;V;;;;;;
B;087;767219;10;20201214 01:01;;306 V;70;VISTA ST;MOSMAN;2088;;;20201119;20201204;575575;;R;RESIDENCE;69;;;0;AQ615318;
C;087;767219;10;20201214 01:01;69/SP61931;
D;087;767219;10;20201214 01:01;P;;;;;;
D;087;767219;10;20201214 01:01;V;;;;;;
B;087;764710;11;20201214 01:01;;;16;ROSEBERY ST;MOSMAN;2088;252.9;M;20201023;20201204;1890000;R3;R;RESIDENCE;;RAD;;0;AQ614021;
C;087;764710;11;20201214 01:01;A/441735;
D;087;764710;11;20201214 01:01;P;;;;;;
D;087;764710;11;20201214 01:01;V;;;;;;
B;087;759503;12;20201214 01:01;;5;391;MILITARY RD;MOSMAN;2088;;;20201023;20201204;557500;;R;RESIDENCE;5;;;0;AQ614204;
C;087;759503;12;20201214 01:01;5/SP514;
D;087;759503;12;20201214 01:01;P;;;;;;
D;087;759503;12;20201214 01:01;P;;;;;;
D;087;759503;12;20201214 01:01;V;;;;;;
B;087;764820;13;20201214 01:01;;;11;RYAN AVE;MOSMAN;2088;632.3;M;20201009;20201210;8000000;R2;R;RESIDENCE;;RAL;;0;AQ635846;
C;087;764820;13;20201214 01:01;4/12851;
D;087;764820;13;20201214 01:01;P;;;;;;
D;087;764820;13;20201214 01:01;P;;;;;;
D;087;764820;13;20201214 01:01;V;;;;;;
D;087;764820;13;20201214 01:01;V;;;;;;
B;087;757236;14;20201214 01:01;;;12;DELECTA AVE;MOSMAN;2088;682.9;M;20201015;20201204;7700000;R2;R;RESIDENCE;;RAG;;0;AQ614915;
C;087;757236;14;20201214 01:01;23/10912;
D;087;757236;14;20201214 01:01;P;;;;;;
D;087;757236;14;20201214 01:01;P;;;;;;
D;087;757236;14;20201214 01:01;V;;;;;;
D;087;757236;14;20201214 01:01;V;;;;;;
B;087;765376;15;20201214 01:01;;;72;SPENCER RD;MOSMAN;2088;221.3;M;20201023;20201204;2820000;R2;R;RESIDENCE;;RAC;;0;AQ614330;
C;087;765376;15;20201214 01:01;A/110215;
D;087;765376;15;20201214 01:01;P;;;;;;
D;087;765376;15;20201214 01:01;P;;;;;;
D;087;765376;15;20201214 01:01;V;;;;;;
D;087;765376;15;20201214 01:01;V;;;;;;
B;087;757440;16;20201214 01:01;;;13;EURYALUS ST;MOSMAN;2088;878.9;M;20201002;20201208;11200000;R2;R;RESIDENCE;;RAH;;0;AQ627071;
C;087;757440;16;20201214 01:01;7/4311;
D;087;757440;16;20201214 01:01;P;;;;;;
D;087;757440;16;20201214 01:01;P;;;;;;
D;087;757440;16;20201214 01:01;V;;;;;;
D;087;757440;16;20201214 01:01;V;;;;;;
B;087;757519;17;20201214 01:01;ASTOR;3;6;GLADSTONE AVE;MOSMAN;2088;;;20201031;20201207;1650000;;R;RESIDENCE;1;;;0;AQ621479;
C;087;757519;17;20201214 01:01;1/SP11102;
D;087;757519;17;20201214 01:01;P;;;;;;
D;087;757519;17;20201214 01:01;V;;;;;;
D;087;757519;17;20201214 01:01;V;;;;;;
B;087;762792;18;20201214 01:01;;;5;PLUNKETT RD;MOSMAN;2088;575;M;20200913;20201207;10000000;R2;R;RESIDENCE;;RAL;;0;AQ621152;
C;087;762792;18;20201214 01:01;820/752067;
D;087;762792;18;20201214 01:01;P;;;;;;
D;087;762792;18;20201214 01:01;V;;;;;;
B;087;755245;19;20201214 01:01;;17;48;BOTANIC RD;MOSMAN;2088;;;20201106;20201207;790000;;R;RESIDENCE;17;;;0;AQ621804;
C;087;755245;19;20201214 01:01;17/SP843;
D;087;755245;19;20201214 01:01;P;;;;;;
D;087;755245;19;20201214 01:01;V;;;;;;
B;087;755245;20;20201214 01:01;GARAGE;17;48;BOTANIC RD;MOSMAN;2088;;;20201106;20201207;790000;;R;RESIDENCE;23;;;0;AQ621804;
C;087;755245;20;20201214 01:01;23/SP843;
D;087;755245;20;20201214 01:01;P;;;;;;
D;087;755245;20;20201214 01:01;V;;;;;;
B;087;760610;21;20201214 01:01;;2;15;MILNER ST;MOSMAN;2088;;;20201028;20201209;650000;;R;RESIDENCE;2;;;0;AQ630320;
C;087;760610;21;20201214 01:01;2/SP20840;
D;087;760610;21;20201214 01:01;P;;;;;;
D;087;760610;21;20201214 01:01;V;;;;;;
B;087;760610;22;20201214 01:01;;3;15;MILNER ST;MOSMAN;2088;;;20201028;20201209;600000;;R;RESIDENCE;3;;;0;AQ630323;
C;087;760610;22;20201214 01:01;3/SP20840;
D;087;760610;22;20201214 01:01;P;;;;;;
D;087;760610;22;20201214 01:01;V;;;;;;
B;087;765998;23;20201214 01:01;;7;23;MITCHELL RD;MOSMAN;2088;;;20200910;20201203;1225000;;R;RESIDENCE;7;;;0;AQ611967;
C;087;765998;23;20201214 01:01;7/SP21201;
D;087;765998;23;20201214 01:01;P;;;;;;
D;087;765998;23;20201214 01:01;V;;;;;;
D;087;765998;23;20201214 01:01;V;;;;;;
B;087;4025280;24;20201214 01:01;;;5;SPENCER RD;MOSMAN;2088;492;M;20201029;20201210;5100000;R2;R;RESIDENCE;;RAC;;0;AQ634723;
C;087;4025280;24;20201214 01:01;1/1229498;
D;087;4025280;24;20201214 01:01;P;;;;;;
D;087;4025280;24;20201214 01:01;P;;;;;;
D;087;4025280;24;20201214 01:01;V;;;;;;
D;087;4025280;24;20201214 01:01;V;;;;;;
B;087;4292752;25;20201214 01:01;;;32 B;BRAY ST;MOSMAN;2088;232;M;20201030;20201204;2375000;;R;RESIDENCE;2;;;0;AQ614443;
C;087;4292752;25;20201214 01:01;2/SP100839;
D;087;4292752;25;20201214 01:01;P;;;;;;
