A;RTSALEDATA;070;20200928 01:01;VALNET;
B;070;549815;1;20200928 01:01;;;80;WATERMAIN ST;NARRANDERA;2700;11.28;H;20200820;20200922;675000;E4;R;RESIDENCE;;EVL;;0;AQ414025;
C;070;549815;1;20200928 01:01;1/531789;
D;070;549815;1;20200928 01:01;P;;;;;;
D;070;549815;1;20200928 01:01;P;;;;;;
D;070;549815;1;20200928 01:01;V;;;;;;
D;070;549815;1;20200928 01:01;V;;;;;;
B;070;549924;2;20200928 01:01;;;6;ARGYLE ST;NARRANDERA;2700;1183;M;20200824;20200921;165000;RU5;R;RESIDENCE;;NVM;;0;AQ408908;
C;070;549924;2;20200928 01:01;1/666006;
D;070;549924;2;20200928 01:01;P;;;;;;
D;070;549924;2;20200928 01:01;V;;;;;;
B;070;550706;3;20200928 01:01;;;45;ELWIN ST;NARRANDERA;2700;1024;M;20200821;20200918;290000;RU5;R;RESIDENCE;;NVM;;0;AQ404004;
C;070;550706;3;20200928 01:01;3/67/758757;
D;070;550706;3;20200928 01:01;P;;;;;;
D;070;550706;3;20200928 01:01;P;;;;;;
D;070;550706;3;20200928 01:01;V;;;;;;
D;070;550706;3;20200928 01:01;V;;;;;;
B;070;549003;4;20200928 01:01;;;37;FRANCIS ST;BINYA;2665;1012;M;20200904;20200918;30000;RU1;R;RESIDENCE;;BIN;;0;AQ403545;
C;070;549003;4;20200928 01:01;9/1/10667;
D;070;549003;4;20200928 01:01;P;;;;;;
D;070;549003;4;20200928 01:01;P;;;;;;
D;070;549003;4;20200928 01:01;V;;;;;;
D;070;549003;4;20200928 01:01;V;;;;;;
B;070;549004;5;20200928 01:01;;;39;FRANCIS ST;BINYA;2665;1012;M;20200904;20200918;30000;RU1;R;RESIDENCE;;BIN;;0;AQ403545;
C;070;549004;5;20200928 01:01;10/1/10667;
D;070;549004;5;20200928 01:01;P;;;;;;
D;070;549004;5;20200928 01:01;P;;;;;;
D;070;549004;5;20200928 01:01;V;;;;;;
D;070;549004;5;20200928 01:01;V;;;;;;
B;070;4317201;6;20200928 01:01;;;;POWELLS RD;GRONG GRONG;2652;384.77;H;20200814;20200915;1426140;;3;FARM;;;;0;AQ395595;
C;070;4317201;6;20200928 01:01;1/34594 6, 7, 8, 9, 17, 19/751677 Enclosure Permit 559405;
D;070;4317201;6;20200928 01:01;P;;;;;;
D;070;4317201;6;20200928 01:01;P;;;;;;
D;070;4317201;6;20200928 01:01;V;;;;;;
Z;35;6;6;21;
