A;RTSALEDATA;088;20200928 01:01;VALNET;
B;088;768962;1;20200928 01:01;;2;339 A;ALFRED ST N;NEUTRAL BAY;2089;;;20200824;20200921;775000;;R;RESIDENCE;2;;;0;AQ408143;
C;088;768962;1;20200928 01:01;2/SP11065;
D;088;768962;1;20200928 01:01;P;;;;;;
D;088;768962;1;20200928 01:01;V;;;;;;
B;088;769133;2;20200928 01:01;;23;441;ALFRED ST N;NEUTRAL BAY;2089;48.8;M;20200320;20200922;595000;;R;RESIDENCE;21;;;0;AQ412974;
C;088;769133;2;20200928 01:01;21/SP104;
D;088;769133;2;20200928 01:01;P;;;;;;
D;088;769133;2;20200928 01:01;V;;;;;;
B;088;782831;3;20200928 01:01;;10;12;HAYBERRY ST;CROWS NEST;2065;;;20200821;20200918;456000;;R;RESIDENCE;10;;;0;AQ406228;
C;088;782831;3;20200928 01:01;10/SP45318;
D;088;782831;3;20200928 01:01;P;;;;;;
D;088;782831;3;20200928 01:01;V;;;;;;
B;088;774876;4;20200928 01:01;;;26;CAIRO ST;CAMMERAY;2062;250;M;20200821;20200924;2550000;R2;R;RESIDENCE;;RAB;;0;AQ420422;
C;088;774876;4;20200928 01:01;A/406902;
D;088;774876;4;20200928 01:01;P;;;;;;
D;088;774876;4;20200928 01:01;V;;;;;;
D;088;774876;4;20200928 01:01;V;;;;;;
B;088;778116;5;20200928 01:01;;907;22;DORIS ST;NORTH SYDNEY;2060;;;20200807;20200918;550000;;R;RESIDENCE;164;;;0;AQ405564;
C;088;778116;5;20200928 01:01;164/SP10042;
D;088;778116;5;20200928 01:01;P;;;;;;
D;088;778116;5;20200928 01:01;V;;;;;;
B;088;783482;6;20200928 01:01;;607;54;HIGH ST;NORTH SYDNEY;2060;37.2;M;20200808;20200921;460000;;R;RESIDENCE;72;;;0;AQ409246;
C;088;783482;6;20200928 01:01;72/SP8461;
D;088;783482;6;20200928 01:01;P;;;;;;
D;088;783482;6;20200928 01:01;V;;;;;;
B;088;775810;7;20200928 01:01;;47;55;CARTER ST;CAMMERAY;2062;;;20200811;20200922;1130000;;R;RESIDENCE;47;;;0;AQ411845;
C;088;775810;7;20200928 01:01;47/SP2536;
D;088;775810;7;20200928 01:01;P;;;;;;
D;088;775810;7;20200928 01:01;P;;;;;;
D;088;775810;7;20200928 01:01;V;;;;;;
B;088;776273;8;20200928 01:01;;;8;CHURCH ST;NORTH SYDNEY;2060;105.7;M;20200818;20200922;1825000;R3;R;RESIDENCE;;RMA;;0;AQ412826;
C;088;776273;8;20200928 01:01;19/614946;
D;088;776273;8;20200928 01:01;P;;;;;;
D;088;776273;8;20200928 01:01;P;;;;;;
D;088;776273;8;20200928 01:01;V;;;;;;
B;088;776326;9;20200928 01:01;;4;25;CHURCHILL CRES;CAMMERAY;2062;;;20200901;20200921;1035000;;R;RESIDENCE;4;;;0;AQ409563;
C;088;776326;9;20200928 01:01;4/SP12688;
