A;RTSALEDATA;005;20200914 01:00;VALNET;
B;005;2919652;1;20200914 01:00;;;9;WATSONS PL;ABERGLASSLYN;2320;4588;M;20200731;20200910;1000000;R5;R;RESIDENCE;;ABI;;0;AQ384086;
C;005;2919652;1;20200914 01:00;54/1042598;
D;005;2919652;1;20200914 01:00;P;;;;;;
D;005;2919652;1;20200914 01:00;P;;;;;;
D;005;2919652;1;20200914 01:00;V;;;;;;
B;005;2910984;2;20200914 01:00;;;28;THE RIDGE ROAD;EAST MAITLAND;2323;861.6;M;20200807;20200910;810000;R1;R;RESIDENCE;;AAH;;0;AQ384756;
C;005;2910984;2;20200914 01:00;1012/1039961;
D;005;2910984;2;20200914 01:00;P;;;;;;
D;005;2910984;2;20200914 01:00;V;;;;;;
D;005;2910984;2;20200914 01:00;V;;;;;;
B;005;4173120;3;20200914 01:00;;;12;MORECAMBE CCT;THORNTON;2322;809.2;M;20200710;20200910;265000;R1;V;VACANT LAND;;AAE;;0;AQ384209;
C;005;4173120;3;20200914 01:00;539/1248342;
D;005;4173120;3;20200914 01:00;P;;;;;;
D;005;4173120;3;20200914 01:00;V;;;;;;
D;005;4173120;3;20200914 01:00;V;;;;;;
B;005;4173133;4;20200914 01:00;;;19;MORECAMBE CCT;THORNTON;2322;507.9;M;20200810;20200907;245000;R1;R;RESIDENCE;;AAE;;0;AQ374685;
C;005;4173133;4;20200914 01:00;552/1248342;
D;005;4173133;4;20200914 01:00;P;;;;;;
D;005;4173133;4;20200914 01:00;P;;;;;;
D;005;4173133;4;20200914 01:00;V;;;;;;
D;005;4173133;4;20200914 01:00;V;;;;;;
B;005;4228538;5;20200914 01:00;;;9;MCGLINCHEY CRES;THORNTON;2322;595;M;20200827;20200910;255000;R1;R;RESIDENCE;;AAE;;0;AQ383627;
C;005;4228538;5;20200914 01:00;5007/1255373;
D;005;4228538;5;20200914 01:00;P;;;;;;
D;005;4228538;5;20200914 01:00;V;;;;;;
B;005;4228544;6;20200914 01:00;;;21;MCGLINCHEY CRES;THORNTON;2322;595;M;20200821;20200904;255000;R1;V;VACANT LAND;;AAE;;0;AQ370904;
C;005;4228544;6;20200914 01:00;5013/1255373;
D;005;4228544;6;20200914 01:00;P;;;;;;
D;005;4228544;6;20200914 01:00;P;;;;;;
D;005;4228544;6;20200914 01:00;V;;;;;;
B;005;3054363;7;20200914 01:00;;;6;HARGREAVES CCT;METFORD;2323;679.8;M;20200731;20200904;590000;R1;R;RESIDENCE;;AAF;;0;AQ368665;
C;005;3054363;7;20200914 01:00;3/1060780;
D;005;3054363;7;20200914 01:00;P;;;;;;
D;005;3054363;7;20200914 01:00;P;;;;;;
D;005;3054363;7;20200914 01:00;V;;;;;;
D;005;3054363;7;20200914 01:00;V;;;;;;
B;005;3123830;8;20200914 01:00;;;199;ABERGLASSLYN RD;ABERGLASSLYN;2320;653.3;M;20200728;20200908;470000;R1;R;RESIDENCE;;AAV;;0;AQ377906;
C;005;3123830;8;20200914 01:00;113/1071841;
D;005;3123830;8;20200914 01:00;P;;;;;;
D;005;3123830;8;20200914 01:00;V;;;;;;
B;005;3576695;9;20200914 01:00;;;32;CAGNEY RD;RUTHERFORD;2320;569.1;M;20200804;20200908;455000;R1;R;RESIDENCE;;AAV;;0;AQ377325;
C;005;3576695;9;20200914 01:00;202/1152751;
D;005;3576695;9;20200914 01:00;P;;;;;;
D;005;3576695;9;20200914 01:00;V;;;;;;
B;005;3582830;10;20200914 01:00;;;79;MCKEACHIE DR;ABERGLASSLYN;2320;660.5;M;20200806;20200910;545000;R1;R;RESIDENCE;;AAV;;0;AQ383197;
C;005;3582830;10;20200914 01:00;1512/1155175;
D;005;3582830;10;20200914 01:00;P;;;;;;
D;005;3582830;10;20200914 01:00;V;;;;;;
B;005;4111889;11;20200914 01:00;;;22;VISTA PDE;EAST MAITLAND;2323;762.4;M;20200731;20200904;230000;R1;R;RESIDENCE;;AAH;;0;AQ369166;
C;005;4111889;11;20200914 01:00;100/1241626;
D;005;4111889;11;20200914 01:00;P;;;;;;
D;005;4111889;11;20200914 01:00;P;;;;;;
D;005;4111889;11;20200914 01:00;V;;;;;;
