A;RTSALEDATA;231;20190304 01:05;VALNET;
B;231;2609469;1;20190304 01:05;;;25;MONASH ST;WEST WYALONG;2671;1012;M;20190130;20190225;130000;R1;R;RESIDENCE;;WWN;;0;AP82231;
C;231;2609469;1;20190304 01:05;9/15228;
D;231;2609469;1;20190304 01:05;P;;;;;;
D;231;2609469;1;20190304 01:05;V;;;;;;
B;231;2609632;2;20190304 01:05;;;67;OPERATOR ST;WEST WYALONG;2671;841;M;20190129;20190226;275000;R1;R;RESIDENCE;;WWN;;0;AP85501;
C;231;2609632;2;20190304 01:05;596/753135;
D;231;2609632;2;20190304 01:05;P;;;;;;
D;231;2609632;2;20190304 01:05;P;;;;;;
D;231;2609632;2;20190304 01:05;V;;;;;;
D;231;2609632;2;20190304 01:05;V;;;;;;
B;231;2609822;3;20190304 01:05;;;29;UNGARIE RD;WEST WYALONG;2671;1.647;H;20190121;20190225;2010000;B5;3;COMMERCIAL;;BDA;;0;AP84273;
C;231;2609822;3;20190304 01:05;381/753135;
D;231;2609822;3;20190304 01:05;P;;;;;;
D;231;2609822;3;20190304 01:05;V;;;;;;
B;231;2609918;4;20190304 01:05;;;7;SHIRE ST;WEST WYALONG;2671;1012;M;20190114;20190225;310000;B2;R;RESIDENCE;;BWW;;0;AP82535;
C;231;2609918;4;20190304 01:05;140/753135;
D;231;2609918;4;20190304 01:05;P;;;;;;
D;231;2609918;4;20190304 01:05;V;;;;;;
D;231;2609918;4;20190304 01:05;V;;;;;;
B;231;2607569;5;20190304 01:05;;;61;TEAMSTER DR;WEETHALLE;2669;2.428;H;20181218;20190227;55000;RU1;R;RESIDENCE;;HBV;;0;AP87975;
C;231;2607569;5;20190304 01:05;33/751718;
D;231;2607569;5;20190304 01:05;P;;;;;;
D;231;2607569;5;20190304 01:05;P;;;;;;
D;231;2607569;5;20190304 01:05;V;;;;;;
Z;26;5;5;14;
