A;RTSALEDATA;018;20190304 01:01;VALNET;
B;018;390956;1;20190304 01:01;;;62;FAIRVIEW ST;BEGA;2550;999.1;M;20190121;20190228;378000;R2;R;RESIDENCE;;BRH;;0;AP91603;
C;018;390956;1;20190304 01:01;8/555692;
D;018;390956;1;20190304 01:01;P;;;;;;
D;018;390956;1;20190304 01:01;V;;;;;;
B;018;391080;2;20190304 01:01;;;13;GORDON ST;BEGA;2550;350.3;M;20190114;20190227;345000;R3;R;RESIDENCE;;BMC;;0;AP88267;
C;018;391080;2;20190304 01:01;1/254482 3/589796;
D;018;391080;2;20190304 01:01;P;;;;;;
D;018;391080;2;20190304 01:01;V;;;;;;
B;018;395605;3;20190304 01:01;;;13;BEVERLEY ST;MERIMBULA;2548;695.6;M;20190122;20190228;460000;R2;R;RESIDENCE;;BRN;;0;AP93396;
C;018;395605;3;20190304 01:01;141/208860;
D;018;395605;3;20190304 01:01;P;;;;;;
D;018;395605;3;20190304 01:01;V;;;;;;
D;018;395605;3;20190304 01:01;V;;;;;;
B;018;399140;4;20190304 01:01;;;16;KING ST;SOUTH PAMBULA;2549;836;M;20190115;20190226;360000;R2;R;RESIDENCE;;BRS;;0;AP86356;
C;018;399140;4;20190304 01:01;20/2/193102;
D;018;399140;4;20190304 01:01;P;;;;;;
D;018;399140;4;20190304 01:01;P;;;;;;
D;018;399140;4;20190304 01:01;V;;;;;;
B;018;396563;5;20190304 01:01;;;48;LAKEVIEW AVE;MERIMBULA;2548;948.5;M;20190215;20190225;615500;R2;R;RESIDENCE;;BRO;;0;AP82686;
C;018;396563;5;20190304 01:01;6/15/758670;
D;018;396563;5;20190304 01:01;P;;;;;;
D;018;396563;5;20190304 01:01;P;;;;;;
D;018;396563;5;20190304 01:01;V;;;;;;
D;018;396563;5;20190304 01:01;V;;;;;;
B;018;396974;6;20190304 01:01;;;69;MONARO ST;MERIMBULA;2548;1167;M;20190122;20190228;600000;R2;R;RESIDENCE;;BRN;;0;AP93402;
C;018;396974;6;20190304 01:01;171/611966;
D;018;396974;6;20190304 01:01;P;;;;;;
D;018;396974;6;20190304 01:01;P;;;;;;
D;018;396974;6;20190304 01:01;V;;;;;;
D;018;396974;6;20190304 01:01;V;;;;;;
B;018;394729;7;20190304 01:01;;;261;IMLAY ST;EDEN;2551;1031;M;20190131;20190225;705000;R2;R;RESIDENCE;;BRU;;0;AP82755;
C;018;394729;7;20190304 01:01;1/523563;
D;018;394729;7;20190304 01:01;P;;;;;;
D;018;394729;7;20190304 01:01;P;;;;;;
D;018;394729;7;20190304 01:01;V;;;;;;
D;018;394729;7;20190304 01:01;V;;;;;;
B;018;397333;8;20190304 01:01;;11;61;OCEAN DR;MERIMBULA;2548;;;20190129;20190228;292500;;R;RESIDENCE;11;;;0;AP91210;
C;018;397333;8;20190304 01:01;11/SP40029;
D;018;397333;8;20190304 01:01;P;;;;;;
D;018;397333;8;20190304 01:01;V;;;;;;
D;018;397333;8;20190304 01:01;V;;;;;;
B;018;397477;9;20190304 01:01;;;69;MERIMBULA DR;MERIMBULA;2548;746.1;M;20190123;20190225;480000;B4;R;RESIDENCE;;BBK;;0;AP83776;
C;018;397477;9;20190304 01:01;23/23500;
D;018;397477;9;20190304 01:01;P;;;;;;
D;018;397477;9;20190304 01:01;V;;;;;;
B;018;397574;10;20190304 01:01;;;100;MERIMBULA DR;MERIMBULA;2548;720.8;M;20190122;20190222;450000;R3;R;RESIDENCE;;BME;;0;AP80637;
C;018;397574;10;20190304 01:01;13/28540;
D;018;397574;10;20190304 01:01;P;;;;;;
D;018;397574;10;20190304 01:01;P;;;;;;
D;018;397574;10;20190304 01:01;V;;;;;;
B;018;402980;11;20190304 01:01;;;11;BEAUTY POINT RD;WALLAGA LAKE;2546;561.9;M;20190121;20190226;515000;R2;R;RESIDENCE;;BRA;;0;AP86762;
C;018;402980;11;20190304 01:01;10/250170;
D;018;402980;11;20190304 01:01;P;;;;;;
D;018;402980;11;20190304 01:01;V;;;;;;
D;018;402980;11;20190304 01:01;V;;;;;;
B;018;397638;12;20190304 01:01;;5;522;ARTHUR KAINE DR;MERIMBULA;2548;130;M;20190206;20190227;276500;;R;RESIDENCE;5;;;0;AP88623;
C;018;397638;12;20190304 01:01;5/SP50494;
D;018;397638;12;20190304 01:01;P;;;;;;
D;018;397638;12;20190304 01:01;V;;;;;;
D;018;397638;12;20190304 01:01;V;;;;;;
B;018;403170;13;20190304 01:01;;;34;FAIRHAVEN POINT WAY;WALLAGA LAKE;2546;739.8;M;20190129;20190228;710000;R2;R;RESIDENCE;;BRA;;0;AP91621;
C;018;403170;13;20190304 01:01;8/32243;
D;018;403170;13;20190304 01:01;P;;;;;;
D;018;403170;13;20190304 01:01;P;;;;;;
D;018;403170;13;20190304 01:01;V;;;;;;
B;018;395384;14;20190304 01:01;;4;15;BEACH ST;MERIMBULA;2548;;;20181204;20190228;510000;;R;RESIDENCE;4;;;0;AP93461;
C;018;395384;14;20190304 01:01;4/SP22002;
D;018;395384;14;20190304 01:01;P;;;;;;
D;018;395384;14;20190304 01:01;P;;;;;;
D;018;395384;14;20190304 01:01;V;;;;;;
D;018;395384;14;20190304 01:01;V;;;;;;
