A;RTSALEDATA;528;20190805 01:10;VALNET;
B;528;4224267;1;20190805 01:10;;18;11;JULIAN PL;YASS;2582;;;20190507;20190730;400000;;R;RESIDENCE;;;;0;AP429501;
C;528;4224267;1;20190805 01:10;28/270671;
D;528;4224267;1;20190805 01:10;P;;;;;;
D;528;4224267;1;20190805 01:10;V;;;;;;
B;528;4224870;2;20190805 01:10;;;642 A;SPRING RANGE RD;SPRINGRANGE;2618;38.88;H;20190711;20190726;980000;;V;VACANT LAND;;;;0;AP420397;
C;528;4224870;2;20190805 01:10;2/1245364;
D;528;4224870;2;20190805 01:10;P;;;;;;
D;528;4224870;2;20190805 01:10;V;;;;;;
D;528;4224870;2;20190805 01:10;V;;;;;;
B;528;4208276;3;20190805 01:10;;;2078;BARTON HWY;SPRINGRANGE;2618;21.51;H;20170805;20190517;1055000;RU1;V;VACANT LAND;;RRN;;0;AP426960;
C;528;4208276;3;20190805 01:10;1/1252844 Enclosure Permit 60433;
D;528;4208276;3;20190805 01:10;P;;;;;;
D;528;4208276;3;20190805 01:10;P;;;;;;
D;528;4208276;3;20190805 01:10;V;;;;;;
D;528;4208276;3;20190805 01:10;V;;;;;;
D;528;4208276;3;20190805 01:10;V;;;;;;
D;528;4208276;3;20190805 01:10;V;;;;;;
D;528;4208276;3;20190805 01:10;V;;;;;;
B;528;3144667;4;20190805 01:10;;;21;DISCOVERY DR;YASS;2582;1006;M;20190723;20190731;580000;R1;R;RESIDENCE;;RY3;;0;AP432584;
C;528;3144667;4;20190805 01:10;14/1071431;
D;528;3144667;4;20190805 01:10;P;;;;;;
D;528;3144667;4;20190805 01:10;P;;;;;;
D;528;3144667;4;20190805 01:10;V;;;;;;
D;528;3144667;4;20190805 01:10;V;;;;;;
B;528;3164468;5;20190805 01:10;;;43;DISCOVERY DR;YASS;2582;1533;M;20190618;20190730;669000;R1;R;RESIDENCE;;RY3;;0;AP427953;
C;528;3164468;5;20190805 01:10;37/1079585;
D;528;3164468;5;20190805 01:10;P;;;;;;
D;528;3164468;5;20190805 01:10;P;;;;;;
D;528;3164468;5;20190805 01:10;V;;;;;;
D;528;3164468;5;20190805 01:10;V;;;;;;
B;528;3290576;6;20190805 01:10;;;11;WILSON PL;YASS;2582;1638;M;20190501;20190731;870000;R1;R;RESIDENCE;;RY2;;0;AP433019;
C;528;3290576;6;20190805 01:10;13/1098476;
D;528;3290576;6;20190805 01:10;P;;;;;;
D;528;3290576;6;20190805 01:10;P;;;;;;
D;528;3290576;6;20190805 01:10;V;;;;;;
D;528;3290576;6;20190805 01:10;V;;;;;;
B;528;3988698;7;20190805 01:10;;;72;VICTORIA ST;SUTTON;2620;2.5;H;20190618;20190731;1250000;R5;R;RESIDENCE;;RST;;0;AP430227;
C;528;3988698;7;20190805 01:10;1/1226675;
D;528;3988698;7;20190805 01:10;P;;;;;;
D;528;3988698;7;20190805 01:10;P;;;;;;
D;528;3988698;7;20190805 01:10;V;;;;;;
Z;43;7;7;27;
