A;RTSALEDATA;217;20200622 01:01;VALNET;
B;217;3373926;1;20200622 01:01;;;5;CAROLINE PL;HARRINGTON PARK;2567;530.8;M;20200505;20200616;1310000;R2;R;RESIDENCE;;AWA;;0;AQ177580;
C;217;3373926;1;20200622 01:01;3532/1118206;
D;217;3373926;1;20200622 01:01;P;;;;;;
D;217;3373926;1;20200622 01:01;P;;;;;;
D;217;3373926;1;20200622 01:01;V;;;;;;
B;217;4242088;2;20200622 01:01;;;23;FAIRBANK DR;GLEDSWOOD HILLS;2557;249.1;M;20200508;20200612;764000;R1;R;RESIDENCE;;GCJ;;0;AQ168277;
C;217;4242088;2;20200622 01:01;10/286861;
D;217;4242088;2;20200622 01:01;P;;;;;;
D;217;4242088;2;20200622 01:01;V;;;;;;
B;217;4215685;3;20200622 01:01;;;23;HILLSTON CCT;GREGORY HILLS;2557;293.2;M;20200514;20200618;660000;R1;R;RESIDENCE;;GCJ;;0;AQ183281;
C;217;4215685;3;20200622 01:01;321/1242956;
D;217;4215685;3;20200622 01:01;P;;;;;;
D;217;4215685;3;20200622 01:01;P;;;;;;
D;217;4215685;3;20200622 01:01;V;;;;;;
B;217;4215710;4;20200622 01:01;;;179;VILLAGE CCT;GREGORY HILLS;2557;367;M;20200514;20200618;399500;R1;V;VACANT LAND;;GCJ;;0;AQ182081;
C;217;4215710;4;20200622 01:01;346/1242956;
D;217;4215710;4;20200622 01:01;P;;;;;;
D;217;4215710;4;20200622 01:01;V;;;;;;
B;217;4237032;5;20200622 01:01;;;19;MOLNAR CCT;ORAN PARK;2570;452.8;M;20200518;20200615;895000;R2;R;RESIDENCE;;AWA;;0;AQ172612;
C;217;4237032;5;20200622 01:01;522/1238159;
D;217;4237032;5;20200622 01:01;P;;;;;;
D;217;4237032;5;20200622 01:01;V;;;;;;
B;217;4237042;6;20200622 01:01;;;30;MOLNAR CCT;ORAN PARK;2570;563.4;M;20200504;20200615;775000;R2;R;RESIDENCE;;AWA;;0;AQ171974;
C;217;4237042;6;20200622 01:01;528/1238159;
D;217;4237042;6;20200622 01:01;P;;;;;;
D;217;4237042;6;20200622 01:01;V;;;;;;
B;217;4166750;7;20200622 01:01;;;4;KARINA PL;GLEDSWOOD HILLS;2557;510;M;20200511;20200616;780000;R1;R;RESIDENCE;;GCJ;;0;AQ176602;
C;217;4166750;7;20200622 01:01;2511/1237379;
D;217;4166750;7;20200622 01:01;P;;;;;;
D;217;4166750;7;20200622 01:01;P;;;;;;
D;217;4166750;7;20200622 01:01;V;;;;;;
B;217;4166754;8;20200622 01:01;;;3;KARINA PL;GLEDSWOOD HILLS;2557;457;M;20200511;20200612;785000;R1;R;RESIDENCE;;GCJ;;0;AQ167758;
C;217;4166754;8;20200622 01:01;2515/1237379;
D;217;4166754;8;20200622 01:01;P;;;;;;
D;217;4166754;8;20200622 01:01;P;;;;;;
D;217;4166754;8;20200622 01:01;V;;;;;;
