A;RTSALEDATA;226;20200622 01:02;VALNET;
B;226;3424234;1;20200622 01:02;;;55 A;CASTLEREAGH ST;TAHMOOR;2573;653.3;M;20200417;20200612;500000;R2;R;RESIDENCE;;TAR;;0;AQ169928;
C;226;3424234;1;20200622 01:02;2682/1131662;
D;226;3424234;1;20200622 01:02;P;;;;;;
D;226;3424234;1;20200622 01:02;V;;;;;;
B;226;2593396;2;20200622 01:02;;;8;CONNOR PL;TAHMOOR;2573;1180;M;20200512;20200612;525000;R2;R;RESIDENCE;;TAR;;0;AQ168906;
C;226;2593396;2;20200622 01:02;11/258037;
D;226;2593396;2;20200622 01:02;P;;;;;;
D;226;2593396;2;20200622 01:02;P;;;;;;
D;226;2593396;2;20200622 01:02;V;;;;;;
B;226;2590798;3;20200622 01:02;;;43;ARGYLE ST;PICTON;2571;1011;M;20200518;20200618;685000;R2;R;RESIDENCE;;PIC;;0;AQ182854;
C;226;2590798;3;20200622 01:02;1/730838;
D;226;2590798;3;20200622 01:02;P;;;;;;
D;226;2590798;3;20200622 01:02;P;;;;;;
D;226;2590798;3;20200622 01:02;V;;;;;;
B;226;2597586;4;20200622 01:02;;;23 A;MATCHAM RD;BUXTON;2571;480;M;20200618;20200618;9400;R2;R;RESIDENCE;;BUX;;0;AQ182113;
C;226;2597586;4;20200622 01:02;78/4/2444;
D;226;2597586;4;20200622 01:02;P;;;;;;
D;226;2597586;4;20200622 01:02;V;;;;;;
D;226;2597586;4;20200622 01:02;V;;;;;;
D;226;2597586;4;20200622 01:02;V;;;;;;
B;226;2603581;5;20200622 01:02;;;1100;WEROMBI RD;THERESA PARK;2570;2;H;20200505;20200616;1225000;E4;R;RESIDENCE;;XAA;;0;AQ175991;
C;226;2603581;5;20200622 01:02;41/592335;
D;226;2603581;5;20200622 01:02;P;;;;;;
D;226;2603581;5;20200622 01:02;P;;;;;;
D;226;2603581;5;20200622 01:02;V;;;;;;
B;226;2598577;6;20200622 01:02;;;90;MOUNT VIEW CL;RAZORBACK;2571;40.13;H;20191016;20200616;3175000;E4;V;VACANT LAND;;DOV;;0;AQ175941;
C;226;2598577;6;20200622 01:02;10/616342;
D;226;2598577;6;20200622 01:02;P;;;;;;
D;226;2598577;6;20200622 01:02;P;;;;;;
D;226;2598577;6;20200622 01:02;V;;;;;;
B;226;4127406;7;20200622 01:02;;;85;BURRELLS RD;MENANGLE;2568;4.024;H;20200504;20200615;1360000;E4;V;VACANT LAND;;DOV;;0;AQ171986;
C;226;4127406;7;20200622 01:02;201/1207076;
D;226;4127406;7;20200622 01:02;P;;;;;;
D;226;4127406;7;20200622 01:02;P;;;;;;
D;226;4127406;7;20200622 01:02;V;;;;;;
D;226;4127406;7;20200622 01:02;V;;;;;;
B;226;4078752;8;20200622 01:02;;;27;TORUMBA CCT;SILVERDALE;2752;799.9;M;20200504;20200616;509000;R2;V;VACANT LAND;;SIL;;0;AQ174736;
C;226;4078752;8;20200622 01:02;409/1217818;
D;226;4078752;8;20200622 01:02;P;;;;;;
D;226;4078752;8;20200622 01:02;V;;;;;;
B;226;2601863;9;20200622 01:02;;;34;STATION ST;THIRLMERE;2572;2023;M;20200518;20200615;770000;R2;R;RESIDENCE;;THI;;0;AQ172029;
C;226;2601863;9;20200622 01:02;7/5/758972;
D;226;2601863;9;20200622 01:02;P;;;;;;
D;226;2601863;9;20200622 01:02;P;;;;;;
D;226;2601863;9;20200622 01:02;V;;;;;;
D;226;2601863;9;20200622 01:02;V;;;;;;
B;226;3891263;10;20200622 01:02;;;9;TORULOSA RD;THE OAKS;2570;1061;M;20200523;20200616;485000;R2;V;VACANT LAND;;OAT;;0;AQ175541;
C;226;3891263;10;20200622 01:02;221/1187367;
D;226;3891263;10;20200622 01:02;P;;;;;;
D;226;3891263;10;20200622 01:02;P;;;;;;
D;226;3891263;10;20200622 01:02;V;;;;;;
B;226;4294379;11;20200622 01:02;;;13;PERKINS ST;OAKDALE;2570;750;M;20170328;20200617;340000;;V;VACANT LAND;;;;0;AQ179668;
C;226;4294379;11;20200622 01:02;212/1255582;
D;226;4294379;11;20200622 01:02;P;;;;;;
D;226;4294379;11;20200622 01:02;P;;;;;;
D;226;4294379;11;20200622 01:02;V;;;;;;
B;226;4294388;12;20200622 01:02;;;28;COOPER DR;OAKDALE;2570;750;M;20171009;20200618;340000;;V;VACANT LAND;;;;0;AQ181335;
C;226;4294388;12;20200622 01:02;221/1255582;
D;226;4294388;12;20200622 01:02;P;;;;;;
D;226;4294388;12;20200622 01:02;P;;;;;;
D;226;4294388;12;20200622 01:02;V;;;;;;
B;226;4294391;13;20200622 01:02;;;29;COOPER DR;OAKDALE;2570;560;M;20180724;20200618;300000;;V;VACANT LAND;;;;0;AQ181720;
C;226;4294391;13;20200622 01:02;224/1255582;
D;226;4294391;13;20200622 01:02;P;;;;;;
D;226;4294391;13;20200622 01:02;V;;;;;;
B;226;4295558;14;20200622 01:02;;;3;SPEARING ST;WILTON;2571;250;M;20191127;20200615;280000;;V;VACANT LAND;;;;0;AQ173832;
C;226;4295558;14;20200622 01:02;168/280028;
D;226;4295558;14;20200622 01:02;P;;;;;;
D;226;4295558;14;20200622 01:02;V;;;;;;
B;226;4295559;15;20200622 01:02;;;5;SPEARING ST;WILTON;2571;250;M;20200514;20200616;280000;;R;RESIDENCE;;;;0;AQ176013;
C;226;4295559;15;20200622 01:02;169/280028;
D;226;4295559;15;20200622 01:02;P;;;;;;
D;226;4295559;15;20200622 01:02;V;;;;;;
B;226;4295563;16;20200622 01:02;;;13;SPEARING ST;WILTON;2571;250;M;20191129;20200616;280000;;V;VACANT LAND;;;;0;AQ176226;
C;226;4295563;16;20200622 01:02;173/280028;
D;226;4295563;16;20200622 01:02;P;;;;;;
D;226;4295563;16;20200622 01:02;V;;;;;;
B;226;4295569;17;20200622 01:02;;;65;FAIRWAY DR;WILTON;2571;600;M;20190927;20200616;550000;;V;VACANT LAND;;;;0;AQ176524;
C;226;4295569;17;20200622 01:02;5/280065;
D;226;4295569;17;20200622 01:02;P;;;;;;
D;226;4295569;17;20200622 01:02;P;;;;;;
D;226;4295569;17;20200622 01:02;V;;;;;;
B;226;4295574;18;20200622 01:02;;;77;FAIRWAY DR;WILTON;2571;500;M;20200511;20200615;495000;;V;VACANT LAND;;;;0;AQ173903;
C;226;4295574;18;20200622 01:02;10/280065;
D;226;4295574;18;20200622 01:02;P;;;;;;
D;226;4295574;18;20200622 01:02;V;;;;;;
B;226;4295575;19;20200622 01:02;;;79;FAIRWAY DR;WILTON;2571;500;M;20200511;20200615;495000;;V;VACANT LAND;;;;0;AQ173893;
C;226;4295575;19;20200622 01:02;11/280065;
D;226;4295575;19;20200622 01:02;P;;;;;;
D;226;4295575;19;20200622 01:02;V;;;;;;
B;226;4296464;20;20200622 01:02;;;1;AMBROSE DR;WILTON;2571;755.8;M;20191125;20200616;525000;;V;VACANT LAND;;;;0;AQ176043;
C;226;4296464;20;20200622 01:02;43/280045;
D;226;4296464;20;20200622 01:02;P;;;;;;
D;226;4296464;20;20200622 01:02;P;;;;;;
D;226;4296464;20;20200622 01:02;V;;;;;;
B;226;4296467;21;20200622 01:02;;;6;THE IRONS DR;WILTON;2571;938.1;M;20190320;20200616;575000;;V;VACANT LAND;;;;0;AQ176563;
C;226;4296467;21;20200622 01:02;46/280045;
D;226;4296467;21;20200622 01:02;P;;;;;;
D;226;4296467;21;20200622 01:02;P;;;;;;
D;226;4296467;21;20200622 01:02;P;;;;;;
D;226;4296467;21;20200622 01:02;P;;;;;;
D;226;4296467;21;20200622 01:02;V;;;;;;
B;226;4296469;22;20200622 01:02;;;23;THE IRONS DR;WILTON;2571;506.6;M;20190828;20200616;435000;;R;RESIDENCE;;;;0;AQ177624;
C;226;4296469;22;20200622 01:02;48/280045;
D;226;4296469;22;20200622 01:02;P;;;;;;
D;226;4296469;22;20200622 01:02;P;;;;;;
D;226;4296469;22;20200622 01:02;V;;;;;;
B;226;4296477;23;20200622 01:02;;;7;THE IRONS DR;WILTON;2571;570.5;M;20191105;20200616;465000;;V;VACANT LAND;;;;0;AQ177237;
C;226;4296477;23;20200622 01:02;56/280045;
D;226;4296477;23;20200622 01:02;P;;;;;;
D;226;4296477;23;20200622 01:02;P;;;;;;
D;226;4296477;23;20200622 01:02;V;;;;;;
B;226;4296483;24;20200622 01:02;;;4;CLUBHOUSE DR;WILTON;2571;467.9;M;20200505;20200616;390000;;R;RESIDENCE;;;;0;AQ176522;
C;226;4296483;24;20200622 01:02;62/280045;
D;226;4296483;24;20200622 01:02;P;;;;;;
D;226;4296483;24;20200622 01:02;V;;;;;;
B;226;4296485;25;20200622 01:02;;;8;CLUBHOUSE DR;WILTON;2571;528.7;M;20200204;20200616;405000;;R;RESIDENCE;;;;0;AQ176662;
C;226;4296485;25;20200622 01:02;64/280045;
D;226;4296485;25;20200622 01:02;P;;;;;;
D;226;4296485;25;20200622 01:02;V;;;;;;
B;226;4296486;26;20200622 01:02;;;10;CLUBHOUSE DR;WILTON;2571;547.8;M;20190228;20200616;455000;;V;VACANT LAND;;;;0;AQ176362;
C;226;4296486;26;20200622 01:02;65/280045;
D;226;4296486;26;20200622 01:02;P;;;;;;
D;226;4296486;26;20200622 01:02;P;;;;;;
D;226;4296486;26;20200622 01:02;V;;;;;;
B;226;4296487;27;20200622 01:02;;;12;CLUBHOUSE DR;WILTON;2571;551.2;M;20200401;20200616;412000;;V;VACANT LAND;;;;0;AQ176459;
C;226;4296487;27;20200622 01:02;66/280045;
D;226;4296487;27;20200622 01:02;P;;;;;;
D;226;4296487;27;20200622 01:02;P;;;;;;
D;226;4296487;27;20200622 01:02;V;;;;;;
B;226;4296491;28;20200622 01:02;;;20;CLUBHOUSE DR;WILTON;2571;526.7;M;20200424;20200616;405000;;V;VACANT LAND;;;;0;AQ176241;
C;226;4296491;28;20200622 01:02;70/280045;
D;226;4296491;28;20200622 01:02;P;;;;;;
D;226;4296491;28;20200622 01:02;P;;;;;;
D;226;4296491;28;20200622 01:02;V;;;;;;
B;226;4296496;29;20200622 01:02;;;15;CLUBHOUSE DR;WILTON;2571;438.9;M;20191031;20200616;410000;;R;RESIDENCE;;;;0;AQ177480;
C;226;4296496;29;20200622 01:02;75/280045;
D;226;4296496;29;20200622 01:02;P;;;;;;
D;226;4296496;29;20200622 01:02;V;;;;;;
B;226;4296497;30;20200622 01:02;;;13;CLUBHOUSE DR;WILTON;2571;457.9;M;20190830;20200616;413000;;V;VACANT LAND;;;;0;AQ176426;
C;226;4296497;30;20200622 01:02;76/280045;
D;226;4296497;30;20200622 01:02;P;;;;;;
D;226;4296497;30;20200622 01:02;P;;;;;;
D;226;4296497;30;20200622 01:02;V;;;;;;
B;226;4296506;31;20200622 01:02;;;85;THE IRONS DR;WILTON;2571;545.4;M;20191031;20200616;444000;;V;VACANT LAND;;;;0;AQ176296;
C;226;4296506;31;20200622 01:02;85/280045;
D;226;4296506;31;20200622 01:02;P;;;;;;
D;226;4296506;31;20200622 01:02;P;;;;;;
D;226;4296506;31;20200622 01:02;V;;;;;;
B;226;4296507;32;20200622 01:02;;;83;THE IRONS DR;WILTON;2571;460;M;20200505;20200616;380000;;R;RESIDENCE;;;;0;AQ176554;
C;226;4296507;32;20200622 01:02;86/280045;
D;226;4296507;32;20200622 01:02;P;;;;;;
D;226;4296507;32;20200622 01:02;V;;;;;;
B;226;4296509;33;20200622 01:02;;;79;THE IRONS DR;WILTON;2571;481.2;M;20200511;20200616;399000;;R;RESIDENCE;;;;0;AQ177406;
C;226;4296509;33;20200622 01:02;88/280045;
D;226;4296509;33;20200622 01:02;P;;;;;;
D;226;4296509;33;20200622 01:02;V;;;;;;
B;226;4296510;34;20200622 01:02;;;77;THE IRONS DR;WILTON;2571;481.2;M;20200512;20200616;399000;;V;VACANT LAND;;;;0;AQ176560;
C;226;4296510;34;20200622 01:02;89/280045;
D;226;4296510;34;20200622 01:02;P;;;;;;
D;226;4296510;34;20200622 01:02;P;;;;;;
D;226;4296510;34;20200622 01:02;V;;;;;;
B;226;4296520;35;20200622 01:02;;;60;THE IRONS DR;WILTON;2571;452.3;M;20200511;20200615;480000;;V;VACANT LAND;;;;0;AQ173944;
C;226;4296520;35;20200622 01:02;99/280045;
D;226;4296520;35;20200622 01:02;P;;;;;;
D;226;4296520;35;20200622 01:02;V;;;;;;
B;226;4292822;36;20200622 01:02;;;1;BURGESS ST;WILTON;2571;728.8;M;20150430;20200612;359000;;V;VACANT LAND;;;;0;AQ170447;
C;226;4292822;36;20200622 01:02;26/280044;
D;226;4292822;36;20200622 01:02;P;;;;;;
D;226;4292822;36;20200622 01:02;P;;;;;;
D;226;4292822;36;20200622 01:02;V;;;;;;
B;226;4292822;37;20200622 01:02;;;1;BURGESS ST;WILTON;2571;728.8;M;20200207;20200612;440000;;V;VACANT LAND;;;;0;AQ170448;
C;226;4292822;37;20200622 01:02;26/280044;
D;226;4292822;37;20200622 01:02;P;;;;;;
D;226;4292822;37;20200622 01:02;P;;;;;;
D;226;4292822;37;20200622 01:02;V;;;;;;
D;226;4292822;37;20200622 01:02;V;;;;;;
B;226;4292839;38;20200622 01:02;;;29;HACKNEY ST;WILTON;2571;490;M;20200303;20200612;307000;;V;VACANT LAND;;;;0;AQ169359;
C;226;4292839;38;20200622 01:02;43/280044;
D;226;4292839;38;20200622 01:02;P;;;;;;
D;226;4292839;38;20200622 01:02;V;;;;;;
B;226;4292845;39;20200622 01:02;;;24;CONDELL PARK RD;WILTON;2571;453.2;M;20200115;20200612;299000;;R;RESIDENCE;;;;0;AQ169366;
C;226;4292845;39;20200622 01:02;49/280044;
D;226;4292845;39;20200622 01:02;P;;;;;;
D;226;4292845;39;20200622 01:02;V;;;;;;
B;226;4292846;40;20200622 01:02;;;32;HACKNEY ST;WILTON;2571;455;M;20200115;20200612;299000;;R;RESIDENCE;;;;0;AQ169374;
C;226;4292846;40;20200622 01:02;50/280044;
D;226;4292846;40;20200622 01:02;P;;;;;;
D;226;4292846;40;20200622 01:02;V;;;;;;
