A;RTSALEDATA;272;20190610 01:07;VALNET;
B;272;3474052;1;20190610 01:07;;;21;WATERLOO ST;QUEANBEYAN EAST;2620;2023;M;20190408;20190523;770000;IN2;3;INDUSTRIAL;;MDE;;0;AP286683;
C;272;3474052;1;20190610 01:07;11/1/2408 Telstra Site Number 2942;
D;272;3474052;1;20190610 01:07;P;;;;;;
D;272;3474052;1;20190610 01:07;P;;;;;;
D;272;3474052;1;20190610 01:07;V;;;;;;
B;272;4163584;2;20190610 01:07;;;6;CASTLE ST;GOOGONG;2620;625;M;20190307;20190528;337000;R1;V;VACANT LAND;;DGA;;0;AP293767;
C;272;4163584;2;20190610 01:07;879/1242930;
D;272;4163584;2;20190610 01:07;P;;;;;;
D;272;4163584;2;20190610 01:07;P;;;;;;
D;272;4163584;2;20190610 01:07;V;;;;;;
B;272;4180304;3;20190610 01:07;;;7;KING ST;BUNGENDORE;2621;1236;M;20190221;20190522;264000;R2;V;VACANT LAND;;RBN;;0;AP281092;
C;272;4180304;3;20190610 01:07;4/1237143;
D;272;4180304;3;20190610 01:07;P;;;;;;
D;272;4180304;3;20190610 01:07;V;;;;;;
B;272;4180311;4;20190610 01:07;;;6;MASLIN PL;BUNGENDORE;2621;809;M;20190221;20190522;230000;R2;V;VACANT LAND;;RBN;;0;AP281094;
C;272;4180311;4;20190610 01:07;11/1237143;
D;272;4180311;4;20190610 01:07;P;;;;;;
D;272;4180311;4;20190610 01:07;V;;;;;;
B;272;4180313;5;20190610 01:07;;;14;MASLIN PL;BUNGENDORE;2621;764;M;20190221;20190522;225000;R2;V;VACANT LAND;;RBN;;0;AP281099;
C;272;4180313;5;20190610 01:07;13/1237143;
D;272;4180313;5;20190610 01:07;P;;;;;;
D;272;4180313;5;20190610 01:07;V;;;;;;
B;272;4180317;6;20190610 01:07;;;10;MASLIN PL;BUNGENDORE;2621;780;M;20190221;20190522;230000;R2;V;VACANT LAND;;RBN;;0;AP281101;
C;272;4180317;6;20190610 01:07;17/1237143;
D;272;4180317;6;20190610 01:07;P;;;;;;
D;272;4180317;6;20190610 01:07;V;;;;;;
B;272;4180320;7;20190610 01:07;;;7;MASLIN PL;BUNGENDORE;2621;731;M;20190221;20190522;230000;R2;V;VACANT LAND;;RBN;;0;AP281097;
C;272;4180320;7;20190610 01:07;20/1237143;
D;272;4180320;7;20190610 01:07;P;;;;;;
D;272;4180320;7;20190610 01:07;V;;;;;;
B;272;4210587;8;20190610 01:07;;;119;ERSKINE LOOP;GOOGONG;2620;;;20190430;20190603;312000;;V;VACANT LAND;;;;0;AP303882;
C;272;4210587;8;20190610 01:07;217/1250266;
D;272;4210587;8;20190610 01:07;P;;;;;;
D;272;4210587;8;20190610 01:07;V;;;;;;
B;272;4210614;9;20190610 01:07;;;13;COURTNEY ST;GOOGONG;2620;;;20180622;20190529;335000;;V;VACANT LAND;;;;0;AP293191;
C;272;4210614;9;20190610 01:07;244/1250266;
D;272;4210614;9;20190610 01:07;P;;;;;;
D;272;4210614;9;20190610 01:07;V;;;;;;
B;272;4210650;10;20190610 01:07;;;8;ERSKINE LOOP;GOOGONG;2620;;;20190312;20190531;370000;;V;VACANT LAND;;;;0;AP302229;
C;272;4210650;10;20190610 01:07;280/1250266;
D;272;4210650;10;20190610 01:07;P;;;;;;
D;272;4210650;10;20190610 01:07;P;;;;;;
D;272;4210650;10;20190610 01:07;V;;;;;;
