A;RTSALEDATA;537;20200323 01:04;VALNET;
B;537;1220987;1;20200323 01:04;;;1;RAILWAY AVE;COOLAH;2843;1973;M;20200210;20200319;30000;IN1;V;VACANT LAND;;ICL;;0;AP976054;
C;537;1220987;1;20200323 01:04;4, 5/1/10069;
D;537;1220987;1;20200323 01:04;P;;;;;;
D;537;1220987;1;20200323 01:04;V;;;;;;
B;537;1221407;2;20200323 01:04;SILVERSHADES;;9;YARROW RD;MENDOORAN;2842;3.346;H;20200214;20200316;56000;RU1;3;FARM;;HFS;;0;AP965184;
C;537;1221407;2;20200323 01:04;127/720400;
D;537;1221407;2;20200323 01:04;P;;;;;;
D;537;1221407;2;20200323 01:04;V;;;;;;
B;537;1221689;3;20200323 01:04;;;118;MANUSU DR;MENDOORAN;2842;3.893;H;20200131;20200313;35000;R5;V;VACANT LAND;;MEL;;0;AP964749;
C;537;1221689;3;20200323 01:04;45/717238;
D;537;1221689;3;20200323 01:04;P;;;;;;
D;537;1221689;3;20200323 01:04;V;;;;;;
B;537;1221824;4;20200323 01:04;;;3;CLARKE ST;LEADVILLE;2844;2024;M;20200313;20200313;60000;RU5;R;RESIDENCE;;ZOV;;0;AP963747;
C;537;1221824;4;20200323 01:04;2, 3/1/4765;
D;537;1221824;4;20200323 01:04;P;;;;;;
D;537;1221824;4;20200323 01:04;V;;;;;;
D;537;1221824;4;20200323 01:04;V;;;;;;
B;537;1220672;5;20200323 01:04;;;103;BOOYAMURRA ST;COOLAH;2843;1220;M;20200212;20200313;250000;R1;R;RESIDENCE;;ACL;;0;AP964710;
C;537;1220672;5;20200323 01:04;12/23047;
D;537;1220672;5;20200323 01:04;P;;;;;;
D;537;1220672;5;20200323 01:04;P;;;;;;
D;537;1220672;5;20200323 01:04;V;;;;;;
D;537;1220672;5;20200323 01:04;V;;;;;;
B;537;2629386;6;20200323 01:04;;;4;RENSHAW ST;BINNAWAY;2395;2023;M;20191212;20200114;250000;RU5;R;RESIDENCE;;BBI;;0;AP967694;
C;537;2629386;6;20200323 01:04;1, 2/208993;
D;537;2629386;6;20200323 01:04;P;;;;;;
D;537;2629386;6;20200323 01:04;V;;;;;;
B;537;4277639;7;20200323 01:04;BAIRNSBRAC;;1083;MITCHELL SPRINGS RD;PURLEWAUGH;2357;611.9;H;20200123;20200211;350000;;V;VACANT LAND;;;;0;AP893145;
C;537;4277639;7;20200323 01:04;3, 69/755499;
D;537;4277639;7;20200323 01:04;P;;;;;;
D;537;4277639;7;20200323 01:04;P;;;;;;
D;537;4277639;7;20200323 01:04;V;;;;;;
Z;34;7;7;18;
