A;RTSALEDATA;050;20190513 01:01;VALNET;
B;050;2984451;1;20190513 01:01;;;496;WODONGA PL;ALBURY;2640;160;M;20190319;20190503;575000;B4;R;RESIDENCE;;CMC;;0;AP230007;
C;050;2984451;1;20190513 01:01;44/1049387;
D;050;2984451;1;20190513 01:01;P;;;;;;
D;050;2984451;1;20190513 01:01;V;;;;;;
B;050;3464446;2;20190513 01:01;;;7;BRUNO PL;LAVINGTON;2641;424.2;M;20190327;20190503;298000;R1;R;RESIDENCE;;AHV;;0;AP228260;
C;050;3464446;2;20190513 01:01;7/286235;
D;050;3464446;2;20190513 01:01;P;;;;;;
D;050;3464446;2;20190513 01:01;V;;;;;;
B;050;3472789;3;20190513 01:01;;;38;GRETA DR;HAMILTON VALLEY;2641;537.6;M;20190408;20190508;338000;R1;R;RESIDENCE;;AHV;;0;AP237657;
C;050;3472789;3;20190513 01:01;19/1130995;
D;050;3472789;3;20190513 01:01;P;;;;;;
D;050;3472789;3;20190513 01:01;V;;;;;;
B;050;484597;4;20190513 01:01;;;378;ALANA ST;EAST ALBURY;2640;872.6;M;20190416;20190503;350000;R1;R;RESIDENCE;;AEA;;0;AP230118;
C;050;484597;4;20190513 01:01;39/39164;
D;050;484597;4;20190513 01:01;P;;;;;;
D;050;484597;4;20190513 01:01;P;;;;;;
D;050;484597;4;20190513 01:01;V;;;;;;
D;050;484597;4;20190513 01:01;V;;;;;;
B;050;487642;5;20190513 01:01;;;349;CHEYENNE DR;LAVINGTON;2641;670.3;M;20190503;20190503;150000;R1;R;RESIDENCE;;ALV;;0;AP230608;
C;050;487642;5;20190513 01:01;53/235770;
D;050;487642;5;20190513 01:01;P;;;;;;
D;050;487642;5;20190513 01:01;V;;;;;;
B;050;488098;6;20190513 01:01;;;19;CREASEY PL;GLENROY;2640;511.5;M;20190326;20190507;310000;R1;R;RESIDENCE;;ANP;;0;AP235611;
C;050;488098;6;20190513 01:01;106/830191;
D;050;488098;6;20190513 01:01;P;;;;;;
D;050;488098;6;20190513 01:01;P;;;;;;
D;050;488098;6;20190513 01:01;V;;;;;;
B;050;496767;7;20190513 01:01;;;319;NORFOLK ST;EAST ALBURY;2640;809.4;M;20190405;20190506;420000;R1;R;RESIDENCE;;AEA;;0;AP232634;
