A;RTSALEDATA;116;20190422 01:03;VALNET;
B;116;1242927;1;20190422 01:03;;;5;HUME ST;PARKES;2870;802.56;M;20190315;20190418;220000;R1;R;RESIDENCE;;AAA;;0;AP202259;
C;116;1242927;1;20190422 01:03;16/22815;
D;116;1242927;1;20190422 01:03;P;;;;;;
D;116;1242927;1;20190422 01:03;P;;;;;;
D;116;1242927;1;20190422 01:03;V;;;;;;
B;116;1238172;2;20190422 01:03;;;11;STATION ST;BOGAN GATE;2876;4047;M;20190328;20190412;92000;RU5;R;RESIDENCE;;ZBG;;0;AP187302;
C;116;1238172;2;20190422 01:03;71/752095;
D;116;1238172;2;20190422 01:03;P;;;;;;
D;116;1238172;2;20190422 01:03;V;;;;;;
B;116;1243485;3;20190422 01:03;;;29;MIDDLETON ST;PARKES;2870;739.8;M;20190405;20190418;350000;R1;R;RESIDENCE;;AAJ;;0;AP200721;
C;116;1243485;3;20190422 01:03;8/260050;
D;116;1243485;3;20190422 01:03;P;;;;;;
D;116;1243485;3;20190422 01:03;P;;;;;;
D;116;1243485;3;20190422 01:03;V;;;;;;
D;116;1243485;3;20190422 01:03;V;;;;;;
B;116;3377082;4;20190422 01:03;;3;80;CLOSE ST;PARKES;2870;331.2;M;20190313;20190412;250000;R1;R;RESIDENCE;;AAJ;;0;AP186125;
C;116;3377082;4;20190422 01:03;13/270513;
D;116;3377082;4;20190422 01:03;P;;;;;;
D;116;3377082;4;20190422 01:03;P;;;;;;
D;116;3377082;4;20190422 01:03;V;;;;;;
D;116;3377082;4;20190422 01:03;V;;;;;;
B;116;4203095;5;20190422 01:03;WOODVIEW;;;WOODVIEW RD;TRUNDLE;2875;232.66;H;20180712;20190111;227280;;3;FARMLAND;;;;0;AP178064;
C;116;4203095;5;20190422 01:03;21/752075 12/1240392;
D;116;4203095;5;20190422 01:03;P;;;;;;
D;116;4203095;5;20190422 01:03;V;;;;;;
B;116;4203641;6;20190422 01:03;BUDDA VIEW;;375;ROBERTSON RD;PEAK HILL;2869;556;H;20190314;20190411;1850000;;3;FARM;;;;0;AP182763;
C;116;4203641;6;20190422 01:03;15/753980;
D;116;4203641;6;20190422 01:03;P;;;;;;
D;116;4203641;6;20190422 01:03;V;;;;;;
B;116;3600387;7;20190422 01:03;OAK VALLEY;;;ROBERTSON RD;PEAK HILL;2869;121.4;H;20190314;20190411;360000;RU1;3;FARM;;RPH;;0;AP182728;
C;116;3600387;7;20190422 01:03;35/753980;
D;116;3600387;7;20190422 01:03;P;;;;;;
D;116;3600387;7;20190422 01:03;V;;;;;;
B;116;3791983;8;20190422 01:03;;;175;CONDOBOLIN RD;PARKES;2870;732.7;M;20190325;20190418;450000;R1;R;RESIDENCE;;AAJ;;0;AP200684;
C;116;3791983;8;20190422 01:03;14/1192223;
D;116;3791983;8;20190422 01:03;P;;;;;;
D;116;3791983;8;20190422 01:03;P;;;;;;
D;116;3791983;8;20190422 01:03;V;;;;;;
Z;40;8;8;22;
