A;RTSALEDATA;001;20190422 01:00;VALNET;
B;001;2942349;1;20190422 01:00;;;9;WILLIAM ST;PAXTON;2325;1011.7;M;20190315;20190412;512500;RU5;R;RESIDENCE;;RAB;;0;AP187729;
C;001;2942349;1;20190422 01:00;49/11825;
D;001;2942349;1;20190422 01:00;P;;;;;;
D;001;2942349;1;20190422 01:00;P;;;;;;
D;001;2942349;1;20190422 01:00;V;;;;;;
D;001;2942349;1;20190422 01:00;V;;;;;;
B;001;4156554;2;20190422 01:00;;;108;TALLEYRAND CCT;GRETA;2334;612;M;20190328;20190415;195000;R2;V;VACANT LAND;;AAJ;;0;AP192098;
C;001;4156554;2;20190422 01:00;2304/1244096;
D;001;4156554;2;20190422 01:00;P;;;;;;
D;001;4156554;2;20190422 01:00;P;;;;;;
D;001;4156554;2;20190422 01:00;V;;;;;;
B;001;4156558;3;20190422 01:00;;;100;TALLEYRAND CCT;GRETA;2334;838;M;20190328;20190418;205000;R2;V;VACANT LAND;;AAJ;;0;AP200913;
C;001;4156558;3;20190422 01:00;2308/1244096;
D;001;4156558;3;20190422 01:00;P;;;;;;
D;001;4156558;3;20190422 01:00;V;;;;;;
B;001;4199560;4;20190422 01:00;;;36;ARROWFIELD ST;CLIFTLEIGH;2321;450;M;20190201;20190412;165900;;V;VACANT LAND;;;;0;AP187883;
C;001;4199560;4;20190422 01:00;1201/1250232;
D;001;4199560;4;20190422 01:00;P;;;;;;
D;001;4199560;4;20190422 01:00;V;;;;;;
B;001;4199568;5;20190422 01:00;;;70;RIDGEVIEW DR;CLIFTLEIGH;2321;539.8;M;20180509;20190412;175900;;V;VACANT LAND;;;;0;AP185207;
C;001;4199568;5;20190422 01:00;1209/1250232;
D;001;4199568;5;20190422 01:00;P;;;;;;
D;001;4199568;5;20190422 01:00;P;;;;;;
D;001;4199568;5;20190422 01:00;V;;;;;;
B;001;4199569;6;20190422 01:00;;;72;RIDGEVIEW DR;CLIFTLEIGH;2321;598.5;M;20180831;20190412;180900;;R;RESIDENCE;;;;0;AP185632;
C;001;4199569;6;20190422 01:00;1210/1250232;
D;001;4199569;6;20190422 01:00;P;;;;;;
D;001;4199569;6;20190422 01:00;V;;;;;;
B;001;4199570;7;20190422 01:00;;;13;MARGAN ST;CLIFTLEIGH;2321;598.7;M;20180516;20190412;175900;;V;VACANT LAND;;;;0;AP187386;
C;001;4199570;7;20190422 01:00;1211/1250232;
D;001;4199570;7;20190422 01:00;P;;;;;;
D;001;4199570;7;20190422 01:00;P;;;;;;
D;001;4199570;7;20190422 01:00;V;;;;;;
B;001;4199571;8;20190422 01:00;;;11;MARGAN ST;CLIFTLEIGH;2321;540;M;20180319;20190418;175900;;R;RESIDENCE;;;;0;AP201939;
C;001;4199571;8;20190422 01:00;1212/1250232;
D;001;4199571;8;20190422 01:00;P;;;;;;
D;001;4199571;8;20190422 01:00;P;;;;;;
D;001;4199571;8;20190422 01:00;V;;;;;;
B;001;4199573;9;20190422 01:00;;;7;MARGAN ST;CLIFTLEIGH;2321;540;M;20190304;20190412;180900;;V;VACANT LAND;;;;0;AP199078;
C;001;4199573;9;20190422 01:00;1214/1250232;
D;001;4199573;9;20190422 01:00;P;;;;;;
D;001;4199573;9;20190422 01:00;P;;;;;;
D;001;4199573;9;20190422 01:00;V;;;;;;
B;001;4199576;10;20190422 01:00;;;4;MARGAN ST;CLIFTLEIGH;2321;537.2;M;20190201;20190412;179900;;V;VACANT LAND;;;;0;AP187679;
C;001;4199576;10;20190422 01:00;1217/1250232;
D;001;4199576;10;20190422 01:00;P;;;;;;
D;001;4199576;10;20190422 01:00;P;;;;;;
D;001;4199576;10;20190422 01:00;V;;;;;;
B;001;4199580;11;20190422 01:00;;;12;MARGAN ST;CLIFTLEIGH;2321;540;M;20190306;20190412;179900;;R;RESIDENCE;;;;0;AP185800;
C;001;4199580;11;20190422 01:00;1221/1250232;
D;001;4199580;11;20190422 01:00;P;;;;;;
D;001;4199580;11;20190422 01:00;P;;;;;;
D;001;4199580;11;20190422 01:00;V;;;;;;
B;001;4199582;12;20190422 01:00;;;13;TATLER ST;CLIFTLEIGH;2321;584.8;M;20180803;20190412;175900;;V;VACANT LAND;;;;0;AP185901;
C;001;4199582;12;20190422 01:00;1223/1250232;
D;001;4199582;12;20190422 01:00;P;;;;;;
D;001;4199582;12;20190422 01:00;P;;;;;;
D;001;4199582;12;20190422 01:00;V;;;;;;
B;001;4199583;13;20190422 01:00;;;11;TATLER ST;CLIFTLEIGH;2321;540;M;20180521;20190412;179900;;R;RESIDENCE;;;;0;AP187473;
C;001;4199583;13;20190422 01:00;1224/1250232;
D;001;4199583;13;20190422 01:00;P;;;;;;
D;001;4199583;13;20190422 01:00;P;;;;;;
D;001;4199583;13;20190422 01:00;V;;;;;;
B;001;4199591;14;20190422 01:00;;;19;GARVEN ST;CLIFTLEIGH;2321;454.5;M;20181122;20190412;160900;;R;RESIDENCE;;;;0;AP187840;
C;001;4199591;14;20190422 01:00;1232/1250232;
D;001;4199591;14;20190422 01:00;P;;;;;;
D;001;4199591;14;20190422 01:00;V;;;;;;
B;001;4199594;15;20190422 01:00;;;13;GARVEN ST;CLIFTLEIGH;2321;454.5;M;20180727;20190412;165900;;V;VACANT LAND;;;;0;AP185978;
C;001;4199594;15;20190422 01:00;1235/1250232;
D;001;4199594;15;20190422 01:00;P;;;;;;
D;001;4199594;15;20190422 01:00;V;;;;;;
B;001;4199596;16;20190422 01:00;;;9;GARVEN ST;CLIFTLEIGH;2321;454.5;M;20190304;20190415;170900;;V;VACANT LAND;;;;0;AP192163;
C;001;4199596;16;20190422 01:00;1237/1250232;
D;001;4199596;16;20190422 01:00;P;;;;;;
D;001;4199596;16;20190422 01:00;V;;;;;;
B;001;4199598;17;20190422 01:00;;;5;GARVEN ST;CLIFTLEIGH;2321;454.5;M;20181204;20190412;170900;;R;RESIDENCE;;;;0;AP185598;
C;001;4199598;17;20190422 01:00;1239/1250232;
D;001;4199598;17;20190422 01:00;P;;;;;;
D;001;4199598;17;20190422 01:00;V;;;;;;
B;001;4199602;18;20190422 01:00;;;1;GARVEN ST;CLIFTLEIGH;2321;455.3;M;20180822;20190412;185000;;R;RESIDENCE;;;;0;AP186634;
C;001;4199602;18;20190422 01:00;1243/1250232;
D;001;4199602;18;20190422 01:00;P;;;;;;
D;001;4199602;18;20190422 01:00;V;;;;;;
B;001;4199603;19;20190422 01:00;;;81;WILLIAM TESTER DR;CLIFTLEIGH;2321;457.8;M;20181003;20190412;185900;;V;VACANT LAND;;;;0;AP185555;
C;001;4199603;19;20190422 01:00;1244/1250232;
D;001;4199603;19;20190422 01:00;P;;;;;;
D;001;4199603;19;20190422 01:00;P;;;;;;
D;001;4199603;19;20190422 01:00;V;;;;;;
B;001;4199605;20;20190422 01:00;;;1;GREVILLEA ST;CLIFTLEIGH;2321;482.6;M;20190313;20190412;185900;;V;VACANT LAND;;;;0;AP188657;
C;001;4199605;20;20190422 01:00;1246/1250232;
D;001;4199605;20;20190422 01:00;P;;;;;;
D;001;4199605;20;20190422 01:00;V;;;;;;
B;001;4199607;21;20190422 01:00;;;6;GARVEN ST;CLIFTLEIGH;2321;474.6;M;20181220;20190412;170900;;R;RESIDENCE;;;;0;AP187314;
C;001;4199607;21;20190422 01:00;1248/1250232;
D;001;4199607;21;20190422 01:00;P;;;;;;
D;001;4199607;21;20190422 01:00;P;;;;;;
D;001;4199607;21;20190422 01:00;V;;;;;;
B;001;4199610;22;20190422 01:00;;;12;GARVEN ST;CLIFTLEIGH;2321;474.6;M;20180918;20190418;170900;;V;VACANT LAND;;;;0;AP200928;
C;001;4199610;22;20190422 01:00;1251/1250232;
D;001;4199610;22;20190422 01:00;P;;;;;;
D;001;4199610;22;20190422 01:00;P;;;;;;
D;001;4199610;22;20190422 01:00;V;;;;;;
B;001;4199611;23;20190422 01:00;;;14;GARVEN ST;CLIFTLEIGH;2321;474.6;M;20190118;20190412;170900;;V;VACANT LAND;;;;0;AP187673;
C;001;4199611;23;20190422 01:00;1252/1250232;
D;001;4199611;23;20190422 01:00;P;;;;;;
D;001;4199611;23;20190422 01:00;V;;;;;;
B;001;4199613;24;20190422 01:00;;;18;GARVEN ST;CLIFTLEIGH;2321;474.6;M;20190205;20190412;165900;;V;VACANT LAND;;;;0;AP187664;
C;001;4199613;24;20190422 01:00;1254/1250232;
D;001;4199613;24;20190422 01:00;P;;;;;;
D;001;4199613;24;20190422 01:00;V;;;;;;
B;001;4199620;25;20190422 01:00;;;17;GREVILLEA ST;CLIFTLEIGH;2321;478.8;M;20180725;20190412;165900;;V;VACANT LAND;;;;0;AP185833;
C;001;4199620;25;20190422 01:00;1261/1250232;
D;001;4199620;25;20190422 01:00;P;;;;;;
D;001;4199620;25;20190422 01:00;P;;;;;;
D;001;4199620;25;20190422 01:00;V;;;;;;
B;001;4199621;26;20190422 01:00;;;15;GREVILLEA ST;CLIFTLEIGH;2321;477.4;M;20181113;20190412;165900;;R;RESIDENCE;;;;0;AP187110;
C;001;4199621;26;20190422 01:00;1262/1250232;
D;001;4199621;26;20190422 01:00;P;;;;;;
D;001;4199621;26;20190422 01:00;P;;;;;;
D;001;4199621;26;20190422 01:00;V;;;;;;
B;001;4199622;27;20190422 01:00;;;13;GREVILLEA ST;CLIFTLEIGH;2321;476;M;20181210;20190412;170900;;R;RESIDENCE;;;;0;AP185431;
C;001;4199622;27;20190422 01:00;1263/1250232;
D;001;4199622;27;20190422 01:00;P;;;;;;
D;001;4199622;27;20190422 01:00;P;;;;;;
D;001;4199622;27;20190422 01:00;V;;;;;;
B;001;4199624;28;20190422 01:00;;;9;GREVILLEA ST;CLIFTLEIGH;2321;473.3;M;20180801;20190412;170900;;R;RESIDENCE;;;;0;AP186354;
C;001;4199624;28;20190422 01:00;1265/1250232;
D;001;4199624;28;20190422 01:00;P;;;;;;
D;001;4199624;28;20190422 01:00;V;;;;;;
B;001;4199625;29;20190422 01:00;;;7;GREVILLEA ST;CLIFTLEIGH;2321;471.9;M;20181214;20190412;170000;;V;VACANT LAND;;;;0;AP187785;
C;001;4199625;29;20190422 01:00;1266/1250232;
D;001;4199625;29;20190422 01:00;P;;;;;;
D;001;4199625;29;20190422 01:00;P;;;;;;
D;001;4199625;29;20190422 01:00;V;;;;;;
B;001;4199626;30;20190422 01:00;;;5;GREVILLEA ST;CLIFTLEIGH;2321;470.5;M;20180801;20190412;170900;;V;VACANT LAND;;;;0;AP187626;
C;001;4199626;30;20190422 01:00;1267/1250232;
D;001;4199626;30;20190422 01:00;P;;;;;;
D;001;4199626;30;20190422 01:00;P;;;;;;
D;001;4199626;30;20190422 01:00;V;;;;;;
B;001;4199627;31;20190422 01:00;;;3;GREVILLEA ST;CLIFTLEIGH;2321;469.1;M;20180807;20190412;170900;;R;RESIDENCE;;;;0;AP187246;
C;001;4199627;31;20190422 01:00;1268/1250232;
D;001;4199627;31;20190422 01:00;P;;;;;;
D;001;4199627;31;20190422 01:00;P;;;;;;
D;001;4199627;31;20190422 01:00;V;;;;;;
B;001;4199631;32;20190422 01:00;;;8;GREVILLEA ST;CLIFTLEIGH;2321;1140;M;20181003;20190412;218900;;R;RESIDENCE;;;;0;AP188087;
C;001;4199631;32;20190422 01:00;1272/1250232;
D;001;4199631;32;20190422 01:00;P;;;;;;
D;001;4199631;32;20190422 01:00;P;;;;;;
D;001;4199631;32;20190422 01:00;V;;;;;;
B;001;4199634;33;20190422 01:00;;;14;GREVILLEA ST;CLIFTLEIGH;2321;1140;M;20180807;20190412;200900;;R;RESIDENCE;;;;0;AP185182;
C;001;4199634;33;20190422 01:00;1275/1250232;
D;001;4199634;33;20190422 01:00;P;;;;;;
D;001;4199634;33;20190422 01:00;P;;;;;;
D;001;4199634;33;20190422 01:00;V;;;;;;
B;001;4199637;34;20190422 01:00;;;20;GREVILLEA ST;CLIFTLEIGH;2321;1140;M;20180725;20190412;200900;;V;VACANT LAND;;;;0;AP187532;
C;001;4199637;34;20190422 01:00;1278/1250232;
D;001;4199637;34;20190422 01:00;P;;;;;;
D;001;4199637;34;20190422 01:00;P;;;;;;
D;001;4199637;34;20190422 01:00;V;;;;;;
B;001;4199639;35;20190422 01:00;;;24;GREVILLEA ST;CLIFTLEIGH;2321;1140;M;20180808;20190412;210900;;V;VACANT LAND;;;;0;AP185746;
C;001;4199639;35;20190422 01:00;1280/1250232;
D;001;4199639;35;20190422 01:00;P;;;;;;
D;001;4199639;35;20190422 01:00;P;;;;;;
D;001;4199639;35;20190422 01:00;V;;;;;;
B;001;4199641;36;20190422 01:00;;;28;GREVILLEA ST;CLIFTLEIGH;2321;1140;M;20180727;20190416;210900;;V;VACANT LAND;;;;0;AP194656;
C;001;4199641;36;20190422 01:00;1282/1250232;
D;001;4199641;36;20190422 01:00;P;;;;;;
D;001;4199641;36;20190422 01:00;V;;;;;;
B;001;4199642;37;20190422 01:00;;;30;GREVILLEA ST;CLIFTLEIGH;2321;1140;M;20180822;20190412;210900;;V;VACANT LAND;;;;0;AP187328;
C;001;4199642;37;20190422 01:00;1283/1250232;
D;001;4199642;37;20190422 01:00;P;;;;;;
D;001;4199642;37;20190422 01:00;P;;;;;;
D;001;4199642;37;20190422 01:00;V;;;;;;
B;001;4199644;38;20190422 01:00;;;1;OAK ST;CLIFTLEIGH;2321;1432.7;M;20180529;20190412;240900;;V;VACANT LAND;;;;0;AP187905;
C;001;4199644;38;20190422 01:00;1285/1250232;
D;001;4199644;38;20190422 01:00;P;;;;;;
D;001;4199644;38;20190422 01:00;P;;;;;;
D;001;4199644;38;20190422 01:00;V;;;;;;
B;001;4199645;39;20190422 01:00;;;3;OAK ST;CLIFTLEIGH;2321;1268;M;20180327;20190412;220900;;R;RESIDENCE;;;;0;AP187778;
C;001;4199645;39;20190422 01:00;1286/1250232;
D;001;4199645;39;20190422 01:00;P;;;;;;
D;001;4199645;39;20190422 01:00;V;;;;;;
B;001;4199646;40;20190422 01:00;;;5;OAK ST;CLIFTLEIGH;2321;1268;M;20180409;20190416;220900;;V;VACANT LAND;;;;0;AP195718;
C;001;4199646;40;20190422 01:00;1287/1250232;
D;001;4199646;40;20190422 01:00;P;;;;;;
D;001;4199646;40;20190422 01:00;P;;;;;;
D;001;4199646;40;20190422 01:00;V;;;;;;
B;001;4199647;41;20190422 01:00;;;7;OAK ST;CLIFTLEIGH;2321;1268;M;20180427;20190418;215900;;R;RESIDENCE;;;;0;AP200841;
C;001;4199647;41;20190422 01:00;1288/1250232;
