A;RTSALEDATA;087;20200810 01:01;VALNET;
B;087;755609;1;20200810 01:01;;6;68;BRADLEYS HEAD RD;MOSMAN;2088;;;20200616;20200805;732500;;R;RESIDENCE;6;;;0;AQ296127;
C;087;755609;1;20200810 01:01;6/SP435;
D;087;755609;1;20200810 01:01;P;;;;;;
D;087;755609;1;20200810 01:01;V;;;;;;
B;087;755609;2;20200810 01:01;;6;68;BRADLEYS HEAD RD;MOSMAN;2088;;;20200616;20200805;732500;;R;RESIDENCE;28;;;0;AQ296127;
C;087;755609;2;20200810 01:01;28/SP435;
D;087;755609;2;20200810 01:01;P;;;;;;
D;087;755609;2;20200810 01:01;V;;;;;;
B;087;761176;3;20200810 01:01;;4;31;MOSMAN ST;MOSMAN;2088;;;20200625;20200806;751000;;R;RESIDENCE;4;;;0;AQ299330;
C;087;761176;3;20200810 01:01;4/SP2879;
D;087;761176;3;20200810 01:01;P;;;;;;
D;087;761176;3;20200810 01:01;V;;;;;;
B;087;756414;4;20200810 01:01;;;14;CENTRAL AVE;MOSMAN;2088;613.11;M;20200530;20200731;3525000;R2;R;RESIDENCE;;RAH;;0;AQ286159;
C;087;756414;4;20200810 01:01;60/4000;
D;087;756414;4;20200810 01:01;P;;;;;;
D;087;756414;4;20200810 01:01;V;;;;;;
B;087;767431;5;20200810 01:01;;20;14;WARRINGAH RD;MOSMAN;2088;;;20200620;20200804;590000;;R;RESIDENCE;20;;;0;AQ292932;
C;087;767431;5;20200810 01:01;20/SP1250;
D;087;767431;5;20200810 01:01;P;;;;;;
D;087;767431;5;20200810 01:01;V;;;;;;
D;087;767431;5;20200810 01:01;V;;;;;;
B;087;756886;6;20200810 01:01;;;2;COUNTESS ST;MOSMAN;2088;311.2;M;20200717;20200731;3040000;R2;R;RESIDENCE;;RAC;;0;AQ287220;
C;087;756886;6;20200810 01:01;B/908878;
D;087;756886;6;20200810 01:01;P;;;;;;
D;087;756886;6;20200810 01:01;V;;;;;;
B;087;759735;7;20200810 01:01;;16;669;MILITARY RD;MOSMAN;2088;;;20200701;20200803;753000;;R;RESIDENCE;16;;;0;AQ289990;
C;087;759735;7;20200810 01:01;16/SP3989;
D;087;759735;7;20200810 01:01;P;;;;;;
D;087;759735;7;20200810 01:01;V;;;;;;
B;087;765377;8;20200810 01:01;;;70;SPENCER RD;MOSMAN;2088;234;M;20200623;20200731;2700000;R2;R;RESIDENCE;;RAC;;0;AQ288402;
C;087;765377;8;20200810 01:01;B/110215;
D;087;765377;8;20200810 01:01;P;;;;;;
D;087;765377;8;20200810 01:01;P;;;;;;
D;087;765377;8;20200810 01:01;V;;;;;;
D;087;765377;8;20200810 01:01;V;;;;;;
B;087;3971849;9;20200810 01:01;;2;40;ALMORA ST;MOSMAN;2088;314;M;20191204;20200805;9200000;;R;RESIDENCE;2;;;0;AQ296910;
C;087;3971849;9;20200810 01:01;2/SP94020;
D;087;3971849;9;20200810 01:01;P;;;;;;
D;087;3971849;9;20200810 01:01;P;;;;;;
D;087;3971849;9;20200810 01:01;V;;;;;;
Z;42;9;9;22;
