A;RTSALEDATA;214;20201026 01:07;VALNET;
B;214;2928040;1;20201026 01:07;;4;21;BLENHEIM AVE;ROOTY HILL;2766;;;20200905;20201019;471000;;R;RESIDENCE;4;;;0;AQ481877;
C;214;2928040;1;20201026 01:07;4/SP68161;
D;214;2928040;1;20201026 01:07;P;;;;;;
D;214;2928040;1;20201026 01:07;P;;;;;;
D;214;2928040;1;20201026 01:07;V;;;;;;
D;214;2928040;1;20201026 01:07;V;;;;;;
B;214;2906535;2;20201026 01:07;;3;54;GOLDING DR;GLENDENNING;2761;263.9;M;20200909;20201021;561000;R2;R;RESIDENCE;;RHG;;0;AQ489125;
C;214;2906535;2;20201026 01:07;4/285728;
D;214;2906535;2;20201026 01:07;P;;;;;;
D;214;2906535;2;20201026 01:07;P;;;;;;
D;214;2906535;2;20201026 01:07;V;;;;;;
B;214;3017392;3;20201026 01:07;;;13;PARKLEA DR;PARKLEA;2768;395.5;M;20200912;20201021;870000;R2;R;RESIDENCE;;RQH;;0;AQ489111;
C;214;3017392;3;20201026 01:07;304/1050929;
D;214;3017392;3;20201026 01:07;P;;;;;;
D;214;3017392;3;20201026 01:07;P;;;;;;
D;214;3017392;3;20201026 01:07;V;;;;;;
B;214;3390809;4;20201026 01:07;;;3;MARSHALL AVE;ROPES CROSSING;2760;672.8;M;20200908;20201020;950000;Z;R;RESIDENCE;;ZER;;0;AQ484974;
C;214;3390809;4;20201026 01:07;224/1124866;
D;214;3390809;4;20201026 01:07;P;;;;;;
D;214;3390809;4;20201026 01:07;P;;;;;;
D;214;3390809;4;20201026 01:07;V;;;;;;
B;214;3405138;5;20201026 01:07;;3;267;BUNGARRIBEE RD;BLACKTOWN;2148;;;20200916;20201016;615000;;R;RESIDENCE;3;;;0;AQ476472;
C;214;3405138;5;20201026 01:07;3/SP81086;
D;214;3405138;5;20201026 01:07;P;;;;;;
D;214;3405138;5;20201026 01:07;P;;;;;;
D;214;3405138;5;20201026 01:07;V;;;;;;
D;214;3405138;5;20201026 01:07;V;;;;;;
B;214;3451788;6;20201026 01:07;;2;18;HAWKER ST;KINGS PARK;2148;;;20200603;20201016;637500;;R;RESIDENCE;2;;;0;AQ479829;
C;214;3451788;6;20201026 01:07;2/SP81952;
D;214;3451788;6;20201026 01:07;P;;;;;;
D;214;3451788;6;20201026 01:07;P;;;;;;
D;214;3451788;6;20201026 01:07;V;;;;;;
B;214;3452166;7;20201026 01:07;;;41;STONECUTTERS DR;COLEBEE;2761;700;M;20200724;20201019;740000;R3;R;RESIDENCE;;RDG;;0;AQ482277;
C;214;3452166;7;20201026 01:07;1145/1132305;
D;214;3452166;7;20201026 01:07;P;;;;;;
D;214;3452166;7;20201026 01:07;V;;;;;;
D;214;3452166;7;20201026 01:07;V;;;;;;
B;214;3477118;8;20201026 01:07;;;29;WOODWARD AVE;STANHOPE GARDENS;2768;284;M;20200822;20201016;994700;R3;R;RESIDENCE;;R3K;;0;AQ478858;
C;214;3477118;8;20201026 01:07;253/270398;
D;214;3477118;8;20201026 01:07;P;;;;;;
D;214;3477118;8;20201026 01:07;P;;;;;;
D;214;3477118;8;20201026 01:07;V;;;;;;
B;214;3497909;9;20201026 01:07;;;5;HUME ST;KELLYVILLE RIDGE;2155;450;M;20200725;20201019;1005000;R2;R;RESIDENCE;;RKR;;0;AQ483711;
C;214;3497909;9;20201026 01:07;708/1145862;
D;214;3497909;9;20201026 01:07;P;;;;;;
D;214;3497909;9;20201026 01:07;P;;;;;;
D;214;3497909;9;20201026 01:07;V;;;;;;
D;214;3497909;9;20201026 01:07;V;;;;;;
B;214;4191802;10;20201026 01:07;;;21;LENNOX ST;THE PONDS;2769;277;M;20200828;20201019;973000;R2;R;RESIDENCE;;RTP;;0;AQ483973;
C;214;4191802;10;20201026 01:07;48/1229454;
D;214;4191802;10;20201026 01:07;P;;;;;;
D;214;4191802;10;20201026 01:07;P;;;;;;
D;214;4191802;10;20201026 01:07;V;;;;;;
