postcode,region_group,gccsa_name,area_weight_sqkm,postcode_name
2736,Rest of NSW,Rest of NSW,213.1077,2736
2737,Rest of NSW,Rest of NSW,3345.8754,2737
2738,Rest of NSW,Rest of NSW,2066.8509999999997,2738
2739,Rest of NSW,Rest of NSW,50.1706,2739
2745,Greater Sydney,Greater Sydney,168.7608,2745
2747,Greater Sydney,Greater Sydney,55.0667,2747
2748,Greater Sydney,Greater Sydney,43.0734,2748
2749,Greater Sydney,Greater Sydney,47.0936,2749
2750,Greater Sydney,Greater Sydney,35.3705,2750
2752,Greater Sydney,Greater Sydney,53.5688,2752
2753,Greater Sydney,Greater Sydney,169.4419,2753
2754,Greater Sydney,Greater Sydney,34.3251,2754
2756,Greater Sydney,Greater Sydney,1486.8709,2756
2757,Greater Sydney,Greater Sydney,8.3269,2757
2758,Greater Sydney,Greater Sydney,572.1443,2758
2759,Greater Sydney,Greater Sydney,15.5979,2759
2760,Greater Sydney,Greater Sydney,19.9308,2760
2761,Greater Sydney,Greater Sydney,14.7648,2761
2762,Greater Sydney,Greater Sydney,12.5171,2762
2763,Greater Sydney,Greater Sydney,13.0157,2763
2765,Greater Sydney,Greater Sydney,127.5271,2765
2766,Greater Sydney,Greater Sydney,27.238300000000002,2766
2767,Greater Sydney,Greater Sydney,10.1088,2767
2768,Greater Sydney,Greater Sydney,9.0194,2768
2769,Greater Sydney,Greater Sydney,4.6533999999999995,2769
2770,Greater Sydney,Greater Sydney,24.7303,2770
2773,Greater Sydney,Greater Sydney,8.3936,2773
2774,Greater Sydney,Greater Sydney,21.2999,2774
2775,Greater Sydney,Greater Sydney,833.1402,2775
2776,Greater Sydney,Greater Sydney,14.932,2776
2777,Greater Sydney,Greater Sydney,54.7327,2777
2778,Greater Sydney,Greater Sydney,20.9602,2778
2779,Greater Sydney,Greater Sydney,12.4995,2779
2780,Greater Sydney,Greater Sydney,38.460300000000004,2780
2782,Greater Sydney,Greater Sydney,21.0358,2782
2783,Greater Sydney,Greater Sydney,7.2886999999999995,2783
2784,Greater Sydney,Greater Sydney,6.1389000000000005,2784
2785,Greater Sydney,Greater Sydney,111.7873,2785
2786,Greater Sydney,Greater Sydney,47.059,2786
2787,Greater Sydney,Greater Sydney,2919.3554,2787
2790,Rest of NSW,Rest of NSW,2481.3231,2790
2791,Rest of NSW,Rest of NSW,184.9651,2791
2792,Rest of NSW,Rest of NSW,369.6931,2792
2793,Rest of NSW,Rest of NSW,648.0055,2793
2794,Rest of NSW,Rest of NSW,1408.2658000000001,2794
2795,Rest of NSW,Rest of NSW,5307.5248,2795
2797,Rest of NSW,Rest of NSW,147.8245,2797
2798,Rest of NSW,Rest of NSW,268.70889999999997,2798
2799,Rest of NSW,Rest of NSW,630.7998,2799
2800,Rest of NSW,Rest of NSW,1993.9511,2800
2803,Rest of NSW,Rest of NSW,342.0982,2803
2804,Rest of NSW,Rest of NSW,878.0498,2804
2805,Rest of NSW,Rest of NSW,289.854,2805
2806,Rest of NSW,Rest of NSW,519.6961,2806
2807,Rest of NSW,Rest of NSW,299.7008,2807
2808,Rest of NSW,Rest of NSW,242.5414,2808
2809,Rest of NSW,Rest of NSW,163.0067,2809
2810,Rest of NSW,Rest of NSW,2658.971,2810
2817,Rest of NSW,Rest of NSW,961.4848,2817
2818,Rest of NSW,Rest of NSW,471.7655,2818
2820,Rest of NSW,Rest of NSW,2438.7509999999997,2820
2821,Rest of NSW,Rest of NSW,2339.8603,2821
2822,Rest of NSW,Rest of NSW,501.7243,2822
2823,Rest of NSW,Rest of NSW,2782.3577,2823
2824,Rest of NSW,Rest of NSW,4843.6,2824
2825,Rest of NSW,Rest of NSW,7188.4073,2825
2826,Rest of NSW,Rest of NSW,1153.7892,2826
2827,Rest of NSW,Rest of NSW,2964.6885,2827
2828,Rest of NSW,Rest of NSW,2375.64,2828
2829,Rest of NSW,Rest of NSW,6318.8294,2829
2830,Rest of NSW,Rest of NSW,3017.4938,2830
2831,Rest of NSW,Rest of NSW,22389.3649,2831
2832,Rest of NSW,Rest of NSW,9695.0643,2832
2833,Rest of NSW,Rest of NSW,5044.6803,2833
2834,Rest of NSW,Rest of NSW,2828.007,2834
2835,Rest of NSW,Rest of NSW,29975.1826,2835
2836,Rest of NSW,Rest of NSW,31517.8004,2836
2838,Rest of NSW,Rest of NSW,3487.8165,2838
2839,Rest of NSW,Rest of NSW,12282.839,2839
2840,Rest of NSW,Rest of NSW,62474.6022,2840
2842,Rest of NSW,Rest of NSW,1317.6706,2842
2843,Rest of NSW,Rest of NSW,1590.9154,2843
2844,Rest of NSW,Rest of NSW,1821.5658,2844
2845,Rest of NSW,Rest of NSW,67.07050000000001,2845
2846,Rest of NSW,Rest of NSW,591.8498,2846
2847,Rest of NSW,Rest of NSW,98.897,2847
2848,Rest of NSW,Rest of NSW,166.2149,2848
2849,Rest of NSW,Rest of NSW,2801.0405,2849
2850,Rest of NSW,Rest of NSW,6005.3758,2850
2852,Rest of NSW,Rest of NSW,1240.991,2852
2864,Rest of NSW,Rest of NSW,438.2457,2864
2865,Rest of NSW,Rest of NSW,620.1745,2865
2866,Rest of NSW,Rest of NSW,1198.7089,2866
2867,Rest of NSW,Rest of NSW,1042.378,2867
2868,Rest of NSW,Rest of NSW,777.9814,2868
2869,Rest of NSW,Rest of NSW,2103.7978,2869
2870,Rest of NSW,Rest of NSW,2453.9995,2870
2871,Rest of NSW,Rest of NSW,3837.8532,2871
2873,Rest of NSW,Rest of NSW,3202.9936,2873
2874,Rest of NSW,Rest of NSW,1358.1326,2874
2875,Rest of NSW,Rest of NSW,2311.0022,2875
2876,Rest of NSW,Rest of NSW,935.4993,2876
2877,Rest of NSW,Rest of NSW,15332.160300000001,2877
2878,Rest of NSW,Rest of NSW,18261.1234,2878
2879,Rest of NSW,Rest of NSW,13320.0094,2879
2880,Rest of NSW,Rest of NSW,66191.4077,2880
2898,Rest of NSW,Rest of NSW,16.2918,2898
3644,Rest of NSW,Rest of NSW,209.65789999999998,3644
3691,Rest of NSW,Rest of NSW,10.7037,3691
3707,Rest of NSW,Rest of NSW,79.7545,3707
4375,Rest of NSW,Rest of NSW,9.8281,4375
4377,Rest of NSW,Rest of NSW,128.5994,4377
4380,Rest of NSW,Rest of NSW,197.9126,4380
4383,Rest of NSW,Rest of NSW,52.534400000000005,4383
4385,Rest of NSW,Rest of NSW,578.7454,4385
9494,Rest of NSW,No usual address (NSW),0.0,No usual address (Aust.)
9797,Rest of NSW,Migratory - Offshore - Shipping (NSW),0.0,Migratory - Offshore - Shipping (Aust.)
