A;RTSALEDATA;007;20250303 01:06;VALNET;
B;007;3490236;1;20250303 01:06;;;80 A;OSBORN AVE;MUSWELLBROOK;2333;585.3;M;20250203;20250221;600000;R1;R;RESIDENCE;;AB;;0;AU842485;
C;007;3490236;1;20250303 01:06;3012/1145570;
D;007;3490236;1;20250303 01:06;P;;;;;;
D;007;3490236;1;20250303 01:06;V;;;;;;
D;007;3490236;1;20250303 01:06;V;;;;;;
B;007;3111021;2;20250303 01:06;;;12;PAXTON ST;DENMAN;2328;934.7;M;20250120;20250224;195000;RU5;V;VACANT LAND;;DV;;0;AU846606;
C;007;3111021;2;20250303 01:06;31/595958;
D;007;3111021;2;20250303 01:06;P;;;;;;
D;007;3111021;2;20250303 01:06;V;;;;;;
B;007;3658593;3;20250303 01:06;;;57;HENRY DANGAR DR;MUSWELLBROOK;2333;777.4;M;20250120;20250219;575000;R1;R;RESIDENCE;;AB;;0;AU836947;
C;007;3658593;3;20250303 01:06;1375/1164893;
D;007;3658593;3;20250303 01:06;P;;;;;;
D;007;3658593;3;20250303 01:06;P;;;;;;
D;007;3658593;3;20250303 01:06;V;;;;;;
B;007;4579675;4;20250303 01:06;;;25;SUNLINE ST;MUSWELLBROOK;2333;751;M;20250220;20250221;182500;R1;R;RESIDENCE;;AM;;0;AU843502;
C;007;4579675;4;20250303 01:06;527/1310460;
D;007;4579675;4;20250303 01:06;P;;;;;;
D;007;4579675;4;20250303 01:06;P;;;;;;
D;007;4579675;4;20250303 01:06;V;;;;;;
B;007;4579676;5;20250303 01:06;;;23;SUNLINE ST;MUSWELLBROOK;2333;751.1;M;20250220;20250221;180000;R1;R;RESIDENCE;;AM;;0;AU843542;
C;007;4579676;5;20250303 01:06;528/1310460;
D;007;4579676;5;20250303 01:06;P;;;;;;
D;007;4579676;5;20250303 01:06;P;;;;;;
D;007;4579676;5;20250303 01:06;V;;;;;;
B;007;4579677;6;20250303 01:06;;;21;SUNLINE ST;MUSWELLBROOK;2333;751.1;M;20250220;20250221;180000;R1;R;RESIDENCE;;AM;;0;AU842039;
C;007;4579677;6;20250303 01:06;529/1310460;
D;007;4579677;6;20250303 01:06;P;;;;;;
D;007;4579677;6;20250303 01:06;V;;;;;;
B;007;4579678;7;20250303 01:06;;;19;SUNLINE ST;MUSWELLBROOK;2333;751.2;M;20250220;20250221;180000;R1;R;RESIDENCE;;AM;;0;AU843510;
C;007;4579678;7;20250303 01:06;530/1310460;
D;007;4579678;7;20250303 01:06;P;;;;;;
D;007;4579678;7;20250303 01:06;P;;;;;;
D;007;4579678;7;20250303 01:06;V;;;;;;
B;007;196011;8;20250303 01:06;;;70;PAXTON ST;DENMAN;2328;1125;M;20250117;20250221;510000;RU5;R;RESIDENCE;;DV;;0;AU842134;
C;007;196011;8;20250303 01:06;302/880838;
D;007;196011;8;20250303 01:06;P;;;;;;
D;007;196011;8;20250303 01:06;V;;;;;;
B;007;3342297;9;20250303 01:06;;2;27 B;MITCHELL ST;MUSWELLBROOK;2333;;;20250113;20250224;310000;;R;RESIDENCE;2;;;0;AU844593;
C;007;3342297;9;20250303 01:06;2/SP79462;
D;007;3342297;9;20250303 01:06;P;;;;;;
D;007;3342297;9;20250303 01:06;V;;;;;;
Z;43;9;9;23;
