A;RTSALEDATA;123;20260216 01:06;VALNET;
B;123;1263067;1;20260216 01:06;;;1006;MAYFIELD RD;ESSINGTON;2787;9.718;H;20260123;20260206;750000;RU1;R;RESIDENCE;;RNA;;;AV855552;
C;123;1263067;1;20260216 01:06;4/879000;
D;123;1263067;1;20260216 01:06;P;;;;;;
D;123;1263067;1;20260216 01:06;P;;;;;;
D;123;1263067;1;20260216 01:06;V;;;;;;
B;123;6006557;2;20260216 01:06;;;;ARKSTONE RD;BURRAGA;2795;104.4;H;20250521;20250625;771000;RU1;V;VACANT LAND;;RSF;;;AV181496;
C;123;6006557;2;20260216 01:06;12, 13, 26, 27, 127/753036;
D;123;6006557;2;20260216 01:06;P;;;;;;
D;123;6006557;2;20260216 01:06;P;;;;;;
D;123;6006557;2;20260216 01:06;V;;;;;;
D;123;6006557;2;20260216 01:06;V;;;;;;
D;123;6006557;2;20260216 01:06;V;;;;;;
Z;14;2;2;8;
