A;RTSALEDATA;244;20260216 01:08;VALNET;
B;244;2648319;1;20260216 01:08;WALLAROI;;328;CORNELLS RD;CONDOBOLIN;2877;1512;H;20251114;20251218;6000000;RU1;3;FARM;;RRB;;;AV740533;
C;244;2648319;1;20260216 01:08;1/653970 11, 13, 17/753102 Permissive Occupancy 161187;
D;244;2648319;1;20260216 01:08;P;;;;;;
D;244;2648319;1;20260216 01:08;P;;;;;;
D;244;2648319;1;20260216 01:08;V;;;;;;
B;244;3974938;2;20260216 01:08;KOOKABURRAGONG;;8048;THE GIPPS WAY;CONDOBOLIN;2877;1393.31;H;20251205;20260211;3900000;RU1;3;FARM;;RRB;;;AV864341;
C;244;3974938;2;20260216 01:08;1, 2/133258 3, 5, 14, 17, 18, 20, 22, 24, 25/753082 29, 30/753136 1/12;
C;244;3974938;2;20260216 01:08;23415;
D;244;3974938;2;20260216 01:08;P;;;;;;
D;244;3974938;2;20260216 01:08;P;;;;;;
D;244;3974938;2;20260216 01:08;V;;;;;;
Z;13;2;3;6;
