A;RTSALEDATA;232;20260216 01:08;VALNET;
B;232;2612015;1;20260216 01:08;WOODLANDS;;1596;COONEYBAR RD;COOLABAH;2831;1797;H;20251118;20251118;40000;RU1;3;FARM;;RRR;;;AV619637;
C;232;2612015;1;20260216 01:08;2019/763890 Western Land Lease 4194;
D;232;2612015;1;20260216 01:08;P;;;;;;
D;232;2612015;1;20260216 01:08;P;;;;;;
D;232;2612015;1;20260216 01:08;P;;;;;;
D;232;2612015;1;20260216 01:08;V;;;;;;
D;232;2612015;1;20260216 01:08;V;;;;;;
D;232;2612015;1;20260216 01:08;V;;;;;;
D;232;2612015;1;20260216 01:08;V;;;;;;
D;232;2612015;1;20260216 01:08;V;;;;;;
D;232;2612015;1;20260216 01:08;V;;;;;;
Z;13;1;1;9;
