A;RTSALEDATA;043;20260209 01:06;VALNET;
B;043;478038;1;20260209 01:06;;;857;BIMBI-QUANDIALLA RD;QUANDIALLA;2721;368.5;H;20251111;20260204;3000000;RU1;3;FARM;;RMW;;;AV849625;
C;043;478038;1;20260209 01:06;102, 196/750600;
D;043;478038;1;20260209 01:06;P;;;;;;
D;043;478038;1;20260209 01:06;V;;;;;;
B;043;479089;2;20260209 01:06;;;23;FORBES ST;GRENFELL;2810;1138;M;20251223;20260130;750000;R1;R;RESIDENCE;;AGR;;;AV836466;
C;043;479089;2;20260209 01:06;2/503280 911/1062978;
D;043;479089;2;20260209 01:06;P;;;;;;
D;043;479089;2;20260209 01:06;P;;;;;;
D;043;479089;2;20260209 01:06;V;;;;;;
D;043;479089;2;20260209 01:06;V;;;;;;
B;043;3082063;3;20260209 01:06;;;147 B;SIMPSON DR;GRENFELL;2810;6.34;H;20260120;20260204;650000;R5;R;RESIDENCE;;RAB;;;AV848736;
C;043;3082063;3;20260209 01:06;13/1063500;
D;043;3082063;3;20260209 01:06;P;;;;;;
D;043;3082063;3;20260209 01:06;P;;;;;;
D;043;3082063;3;20260209 01:06;V;;;;;;
D;043;3082063;3;20260209 01:06;V;;;;;;
Z;18;3;3;10;
