A;RTSALEDATA;143;20260209 01:07;VALNET;
B;143;2913718;1;20260209 01:07;;54;1;BERESFORD RD;HOMEBUSH;2140;;;20251218;20260130;800000;;R;RESIDENCE;54;;;;AV837897;
C;143;2913718;1;20260209 01:07;54/SP67782;
B;143;6005102;4;20260209 01:07;MASON PARK SWITCHYARD;;10 A;HOMEBUSH BAY DR;HOMEBUSH;2140;2.66;H;20250509;20260122;12141360;SP2;3;COMMERCIAL;;JUU;;;AV812868;
C;143;6005102;4;20260209 01:07;2/1316485;
D;143;6005102;4;20260209 01:07;P;;;;;;
D;143;6005102;4;20260209 01:07;P;;;;;;
D;143;6005102;4;20260209 01:07;P;;;;;;
D;143;6005102;4;20260209 01:07;P;;;;;;
D;143;6005102;4;20260209 01:07;P;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
D;143;6005102;4;20260209 01:07;V;;;;;;
B;143;6005102;5;20260209 01:07;MASON PARK SWITCHYARD;;10 A;HOMEBUSH BAY DR;HOMEBUSH;2140;2.66;H;20250509;20260122;2987160;SP2;3;COMMERCIAL;;JUU;;;AV812880;
C;143;6005102;5;20260209 01:07;2/1316485;
D;143;6005102;5;20260209 01:07;P;;;;;;
D;143;6005102;5;20260209 01:07;P;;;;;;
D;143;6005102;5;20260209 01:07;P;;;;;;
D;143;6005102;5;20260209 01:07;P;;;;;;
D;143;6005102;5;20260209 01:07;P;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
D;143;6005102;5;20260209 01:07;V;;;;;;
B;143;6005102;6;20260209 01:07;MASON PARK SWITCHYARD;;10 A;HOMEBUSH BAY DR;HOMEBUSH;2140;2.66;H;20250509;20260122;2987160;SP2;3;COMMERCIAL;;JUU;;;AV812873;
C;143;6005102;6;20260209 01:07;2/1316485;
D;143;6005102;6;20260209 01:07;P;;;;;;
D;143;6005102;6;20260209 01:07;P;;;;;;
D;143;6005102;6;20260209 01:07;P;;;;;;
D;143;6005102;6;20260209 01:07;P;;;;;;
D;143;6005102;6;20260209 01:07;P;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
D;143;6005102;6;20260209 01:07;V;;;;;;
B;143;6005102;7;20260209 01:07;MASON PARK SWITCHYARD;;10 A;HOMEBUSH BAY DR;HOMEBUSH;2140;2.66;H;20250509;20260122;2987160;SP2;3;COMMERCIAL;;JUU;;;AV812871;
C;143;6005102;7;20260209 01:07;2/1316485;
D;143;6005102;7;20260209 01:07;P;;;;;;
D;143;6005102;7;20260209 01:07;P;;;;;;
D;143;6005102;7;20260209 01:07;P;;;;;;
D;143;6005102;7;20260209 01:07;P;;;;;;
D;143;6005102;7;20260209 01:07;P;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
D;143;6005102;7;20260209 01:07;V;;;;;;
B;143;1550760;8;20260209 01:07;;;69;BURLINGTON RD;HOMEBUSH;2140;929.03;M;20251117;20260130;4360000;R2;R;RESIDENCE;;EGG;;;AV834527;
C;143;1550760;8;20260209 01:07;34/11/400;
D;143;1550760;8;20260209 01:07;P;;;;;;
D;143;1550760;8;20260209 01:07;P;;;;;;
D;143;1550760;8;20260209 01:07;V;;;;;;
D;143;1550760;8;20260209 01:07;V;;;;;;
B;143;1555971;9;20260209 01:07;;8;4;MOONEY ST;STRATHFIELD SOUTH;2136;;;20251223;20260203;680000;;R;RESIDENCE;8;;;;AV846165;
C;143;1555971;9;20260209 01:07;8/SP8585;
D;143;1555971;9;20260209 01:07;P;;;;;;
D;143;1555971;9;20260209 01:07;V;;;;;;
B;143;1553687;10;20260209 01:07;;;46;HIGH ST;STRATHFIELD;2135;575.4;M;20251025;20260202;4400000;R2;R;RESIDENCE;;ENN;;;AV841712;
C;143;1553687;10;20260209 01:07;4/101651;
D;143;1553687;10;20260209 01:07;P;;;;;;
D;143;1553687;10;20260209 01:07;P;;;;;;
D;143;1553687;10;20260209 01:07;V;;;;;;
D;143;1553687;10;20260209 01:07;V;;;;;;
B;143;1551304;11;20260209 01:07;;;21;CAVE RD;STRATHFIELD;2135;600.7;M;20251031;20260130;3000000;R2;R;RESIDENCE;;EHH;;;AV835916;
C;143;1551304;11;20260209 01:07;68/201109;
D;143;1551304;11;20260209 01:07;P;;;;;;
D;143;1551304;11;20260209 01:07;V;;;;;;
B;143;1551312;12;20260209 01:07;;;5;CAVE RD;STRATHFIELD;2135;139.1;M;20251025;20251208;3305000;E1;R;RESIDENCE;;CBE;;0;AV687095;
C;143;1551312;12;20260209 01:07;PT 123/579517;
D;143;1551312;12;20260209 01:07;P;;;;;;
D;143;1551312;12;20260209 01:07;V;;;;;;
D;143;1551312;12;20260209 01:07;V;;;;;;
D;143;1551312;12;20260209 01:07;V;;;;;;
D;143;1551312;12;20260209 01:07;V;;;;;;
B;143;1551313;13;20260209 01:07;;;3;CAVE RD;STRATHFIELD;2135;132.8;M;20251025;20251208;3305000;E1;R;RESIDENCE;;CBE;;0;AV687095;
C;143;1551313;13;20260209 01:07;PT 123/579517;
D;143;1551313;13;20260209 01:07;P;;;;;;
D;143;1551313;13;20260209 01:07;V;;;;;;
D;143;1551313;13;20260209 01:07;V;;;;;;
D;143;1551313;13;20260209 01:07;V;;;;;;
D;143;1551313;13;20260209 01:07;V;;;;;;
B;143;1553883;14;20260209 01:07;;1;30;HOMEBUSH RD;STRATHFIELD;2135;;;20251219;20260204;1450000;;R;RESIDENCE;1;;;;AV849513;
C;143;1553883;14;20260209 01:07;1/SP51469;
D;143;1553883;14;20260209 01:07;P;;;;;;
D;143;1553883;14;20260209 01:07;P;;;;;;
D;143;1553883;14;20260209 01:07;V;;;;;;
B;143;1551539;15;20260209 01:07;;19 F;30;CHURCHILL AVE;STRATHFIELD;2135;;;20251215;20260203;930000;;R;RESIDENCE;125;;;;AV844909;
C;143;1551539;15;20260209 01:07;125/SP18667;
D;143;1551539;15;20260209 01:07;P;;;;;;
D;143;1551539;15;20260209 01:07;P;;;;;;
D;143;1551539;15;20260209 01:07;V;;;;;;
Z;215;15;15;183;
