A;RTSALEDATA;143;20260209 01:07;VALNET;
B;143;2913718;1;20260209 01:07;;54;1;BERESFORD RD;HOMEBUSH;2140;;;20251218;20260130;800000;;R;RESIDENCE;54;;;;AV837897;
C;143;2913718;1;20260209 01:07;54/SP67782;
D;143;2913718;1;20260209 01:07;P;;;;;;
D;143;2913718;1;20260209 01:07;V;;;;;;
B;143;3556288;2;20260209 01:07;;14;33;EASTBOURNE RD;HOMEBUSH WEST;2140;;;20251219;20260130;615000;;R;RESIDENCE;14;;;;AV835411;
C;143;3556288;2;20260209 01:07;14/SP76383;
D;143;3556288;2;20260209 01:07;P;;;;;;
D;143;3556288;2;20260209 01:07;V;;;;;;
D;143;3556288;2;20260209 01:07;V;;;;;;
B;143;6005102;3;20260209 01:07;MASON PARK SWITCHYARD;;10 A;HOMEBUSH BAY DR;HOMEBUSH;2140;2.66;H;20250509;20260122;2987160;SP2;3;COMMERCIAL;;JUU;;;AV812966;
C;143;6005102;3;20260209 01:07;2/1316485;
D;143;6005102;3;20260209 01:07;P;;;;;;
D;143;6005102;3;20260209 01:07;P;;;;;;
D;143;6005102;3;20260209 01:07;P;;;;;;
D;143;6005102;3;20260209 01:07;P;;;;;;
D;143;6005102;3;20260209 01:07;P;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
D;143;6005102;3;20260209 01:07;V;;;;;;
