A;RTSALEDATA;266;20250825 01:07;VALNET;
B;266;414582;1;20250825 01:07;;;41;BINALONG ST;YOUNG;2594;866.3;M;20250708;20250819;460000;R1;R;RESIDENCE;;YAC;;;AV343862;
C;266;414582;1;20250825 01:07;2/205990;
D;266;414582;1;20250825 01:07;P;;;;;;
D;266;414582;1;20250825 01:07;P;;;;;;
D;266;414582;1;20250825 01:07;V;;;;;;
B;266;413152;2;20250825 01:07;;;1329;SCENIC RD;MONTEAGLE;2594;1.087;H;20250718;20250815;240000;RU5;R;RESIDENCE;;YMO;;;AV333333;
C;266;413152;2;20250825 01:07;263/754608 8, 9/30/758698;
D;266;413152;2;20250825 01:07;P;;;;;;
D;266;413152;2;20250825 01:07;V;;;;;;
B;266;2911380;3;20250825 01:07;;;95;WOMBAT RD;WOMBAT;2587;4994;M;20250611;20250710;407000;RU5;R;RESIDENCE;;HWA;;;AV231558;
C;266;2911380;3;20250825 01:07;2/1040193;
D;266;2911380;3;20250825 01:07;P;;;;;;
D;266;2911380;3;20250825 01:07;P;;;;;;
D;266;2911380;3;20250825 01:07;V;;;;;;
B;266;6012763;4;20250825 01:07;;;;ISAACS RD;YOUNG;2594;1.177;H;20250731;20250808;400000;;V;VACANT LAND;;;;;AV315665;
C;266;6012763;4;20250825 01:07;3/1310357;
D;266;6012763;4;20250825 01:07;P;;;;;;
D;266;6012763;4;20250825 01:07;P;;;;;;
D;266;6012763;4;20250825 01:07;V;;;;;;
B;266;6012954;5;20250825 01:07;;;;EUBINDAL RD;GALONG;2585;241.262;H;20250715;20250812;2450000;;3;FARM;;;;;AV323169;
C;266;6012954;5;20250825 01:07;5, 6, 7/7252 1/727945;
D;266;6012954;5;20250825 01:07;P;;;;;;
D;266;6012954;5;20250825 01:07;P;;;;;;
D;266;6012954;5;20250825 01:07;P;;;;;;
D;266;6012954;5;20250825 01:07;P;;;;;;
D;266;6012954;5;20250825 01:07;P;;;;;;
D;266;6012954;5;20250825 01:07;V;;;;;;
D;266;6012954;5;20250825 01:07;V;;;;;;
B;266;6013132;6;20250825 01:07;;2;1338;SCENIC RD;MONTEAGLE;2594;2264;M;20250701;20250716;144000;;R;RESIDENCE;;;;;AV247492;
C;266;6013132;6;20250825 01:07;2/29/758698;
D;266;6013132;6;20250825 01:07;P;;;;;;
D;266;6013132;6;20250825 01:07;P;;;;;;
D;266;6013132;6;20250825 01:07;V;;;;;;
D;266;6013132;6;20250825 01:07;V;;;;;;
B;266;452294;7;20250825 01:07;ELLERSLIE;;;HUME HWY;JUGIONG;2726;355.9;H;20250721;20250819;5720000;RU1;3;FARM;;HMD;;;AV344147;
C;266;452294;7;20250825 01:07;178/753592;
D;266;452294;7;20250825 01:07;P;;;;;;
D;266;452294;7;20250825 01:07;V;;;;;;
D;266;452294;7;20250825 01:07;V;;;;;;
D;266;452294;7;20250825 01:07;V;;;;;;
B;266;4132149;8;20250825 01:07;;;2;SHEAHAN ST;JUGIONG;2726;2024;M;20250723;20250814;230000;RU5;V;VACANT LAND;;HJA;;;AV331325;
C;266;4132149;8;20250825 01:07;2/26/758547;
D;266;4132149;8;20250825 01:07;P;;;;;;
D;266;4132149;8;20250825 01:07;V;;;;;;
B;266;4536582;9;20250825 01:07;;;18;WALL ST;YOUNG;2594;829.7;M;20250812;20250815;195000;R1;V;VACANT LAND;;YAC;;;AV335979;
C;266;4536582;9;20250825 01:07;24/1302705;
D;266;4536582;9;20250825 01:07;P;;;;;;
D;266;4536582;9;20250825 01:07;P;;;;;;
D;266;4536582;9;20250825 01:07;V;;;;;;
D;266;4536582;9;20250825 01:07;V;;;;;;
B;266;3357224;10;20250825 01:07;;;70;SADS LANE;MONTEAGLE;2594;93.08;H;20250708;20250819;1050000;RU1;3;FARM;;YKB;;;AV343881;
C;266;3357224;10;20250825 01:07;4, 17, 23, 104, 145/754609;
D;266;3357224;10;20250825 01:07;P;;;;;;
D;266;3357224;10;20250825 01:07;P;;;;;;
D;266;3357224;10;20250825 01:07;V;;;;;;
B;266;4307111;11;20250825 01:07;;;700;MEMAGONG LANE;MEMAGONG;2594;172.3;H;20250515;20250624;3700000;RU1;3;FARM;;YNA;;;AV177765;
C;266;4307111;11;20250825 01:07;2/1264760 Enclosure Permit 61018;
D;266;4307111;11;20250825 01:07;P;;;;;;
D;266;4307111;11;20250825 01:07;P;;;;;;
D;266;4307111;11;20250825 01:07;V;;;;;;
B;266;4376811;12;20250825 01:07;;;45;LONG ST;BOOROWA;2586;509.2;M;20250314;20250815;590000;R1;R;RESIDENCE;;BAC;;;AV336409;
C;266;4376811;12;20250825 01:07;2/1276059;
D;266;4376811;12;20250825 01:07;P;;;;;;
D;266;4376811;12;20250825 01:07;V;;;;;;
D;266;4376811;12;20250825 01:07;V;;;;;;
Z;67;12;12;41;
