A;RTSALEDATA;252;20191125 01:02;VALNET;
B;252;2677167;1;20191125 01:02;;;33 N;DERBY ST;WALCHA;2354;1306;M;20191106;20191118;500000;B2;3;COMMERCIAL;;BCB;;0;AP691851;
C;252;2677167;1;20191125 01:02;A/341384 1/737642;
D;252;2677167;1;20191125 01:02;P;;;;;;
D;252;2677167;1;20191125 01:02;P;;;;;;
D;252;2677167;1;20191125 01:02;V;;;;;;
D;252;2677167;1;20191125 01:02;V;;;;;;
B;252;3962585;2;20191125 01:02;;;222 W;HILL ST;WALCHA;2354;1068;M;20191024;20191118;50000;R1;V;VACANT LAND;;AAA;;0;AP689292;
C;252;3962585;2;20191125 01:02;42/1221952;
D;252;3962585;2;20191125 01:02;P;;;;;;
D;252;3962585;2;20191125 01:02;P;;;;;;
D;252;3962585;2;20191125 01:02;V;;;;;;
Z;13;2;2;7;
