A;RTSALEDATA;231;20191111 01:07;VALNET;
B;231;2608037;1;20191111 01:07;;;40 A;UNGARIE ST;UNGARIE;2669;1535;M;20191024;20191101;123000;RU5;R;RESIDENCE;;VUG;;0;AP652828;
C;231;2608037;1;20191111 01:07;52/567391;
D;231;2608037;1;20191111 01:07;P;;;;;;
D;231;2608037;1;20191111 01:07;V;;;;;;
B;231;2608843;2;20191111 01:07;;;1;CALLEEN ST;WEST WYALONG;2671;2601;M;20191008;20191101;159090;IN1;3;COMMERCIAL;;ING;;0;AP653123;
C;231;2608843;2;20191111 01:07;1/880435;
D;231;2608843;2;20191111 01:07;P;;;;;;
D;231;2608843;2;20191111 01:07;P;;;;;;
D;231;2608843;2;20191111 01:07;V;;;;;;
D;231;2608843;2;20191111 01:07;V;;;;;;
Z;12;2;2;6;
