A;RTSALEDATA;656;20191111 01:11;VALNET;
B;656;4204792;1;20191111 01:11;;;34;KOEL CRES;PORT MACQUARIE;2444;771.5;M;20190920;20191101;295000;R1;V;VACANT LAND;;ABD;;0;AP652674;
C;656;4204792;1;20191111 01:11;344/1251842;
D;656;4204792;1;20191111 01:11;P;;;;;;
D;656;4204792;1;20191111 01:11;P;;;;;;
D;656;4204792;1;20191111 01:11;V;;;;;;
B;656;4241795;2;20191111 01:11;;;49 A;BRIERLEY AVE;PORT MACQUARIE;2444;363.9;M;20191018;20191106;600000;;R;RESIDENCE;;;;0;AP663374;
C;656;4241795;2;20191111 01:11;1/1256814;
D;656;4241795;2;20191111 01:11;P;;;;;;
D;656;4241795;2;20191111 01:11;V;;;;;;
B;656;4210157;3;20191111 01:11;;;12;SEAHORSE RISE;LAKE CATHIE;2445;535.5;M;20190828;20191106;240000;R1;V;VACANT LAND;;ABU;;0;AP661805;
C;656;4210157;3;20191111 01:11;126/1248149;
D;656;4210157;3;20191111 01:11;P;;;;;;
D;656;4210157;3;20191111 01:11;P;;;;;;
D;656;4210157;3;20191111 01:11;V;;;;;;
D;656;4210157;3;20191111 01:11;V;;;;;;
D;656;4210157;3;20191111 01:11;V;;;;;;
B;656;4245525;4;20191111 01:11;;;15;SEAHORSE RISE;LAKE CATHIE;2445;551.2;M;20190801;20191105;250000;;V;VACANT LAND;;;;0;AP658452;
C;656;4245525;4;20191111 01:11;142/1256576;
D;656;4245525;4;20191111 01:11;P;;;;;;
D;656;4245525;4;20191111 01:11;V;;;;;;
D;656;4245525;4;20191111 01:11;V;;;;;;
D;656;4245525;4;20191111 01:11;V;;;;;;
B;656;4238883;5;20191111 01:11;;;12;BURRANG PL;KENDALL;2439;1.002;H;20190518;20191101;359000;;V;VACANT LAND;;;;0;AP653667;
C;656;4238883;5;20191111 01:11;5/1256689;
D;656;4238883;5;20191111 01:11;P;;;;;;
D;656;4238883;5;20191111 01:11;P;;;;;;
D;656;4238883;5;20191111 01:11;V;;;;;;
B;656;4236294;6;20191111 01:11;;2;59;PHAR LAP CCT;PORT MACQUARIE;2444;247;M;20190911;20191106;439000;;R;RESIDENCE;2;;;0;AP662728;
C;656;4236294;6;20191111 01:11;2/SP100116;
D;656;4236294;6;20191111 01:11;P;;;;;;
D;656;4236294;6;20191111 01:11;V;;;;;;
B;656;4140708;7;20191111 01:11;;;76;BLACKBUTT DR;WAUCHOPE;2446;250;M;20190906;20191101;414500;;R;RESIDENCE;21;;;0;AP653020;
C;656;4140708;7;20191111 01:11;21/SP99375;
D;656;4140708;7;20191111 01:11;P;;;;;;
D;656;4140708;7;20191111 01:11;V;;;;;;
B;656;4170534;8;20191111 01:11;;;;OXLEY HWY;THRUMSTER;2444;692.4;M;20191004;20191101;255000;R1;V;VACANT LAND;;ABD;;0;AP653054;
C;656;4170534;8;20191111 01:11;378/1241368;
D;656;4170534;8;20191111 01:11;P;;;;;;
D;656;4170534;8;20191111 01:11;V;;;;;;
B;656;4225822;9;20191111 01:11;;;4;HEALEY CL;THRUMSTER;2444;578.2;M;20191014;20191104;235000;R1;V;VACANT LAND;;ABD;;0;AP657145;
C;656;4225822;9;20191111 01:11;289/1245897;
D;656;4225822;9;20191111 01:11;P;;;;;;
D;656;4225822;9;20191111 01:11;V;;;;;;
B;656;4225833;10;20191111 01:11;;;15;SCOTT ST;THRUMSTER;2444;592;M;20191021;20191105;233000;R1;R;RESIDENCE;;ABD;;0;AP660172;
C;656;4225833;10;20191111 01:11;300/1245897;
D;656;4225833;10;20191111 01:11;P;;;;;;
D;656;4225833;10;20191111 01:11;P;;;;;;
D;656;4225833;10;20191111 01:11;V;;;;;;
B;656;3072474;11;20191111 01:11;;;39;ADMIRALS CIR;LAKEWOOD;2443;810.1;M;20190906;20191101;655000;R1;R;RESIDENCE;;ADA;;0;AP651026;
C;656;3072474;11;20191111 01:11;91/1063863;
D;656;3072474;11;20191111 01:11;P;;;;;;
D;656;3072474;11;20191111 01:11;P;;;;;;
D;656;3072474;11;20191111 01:11;V;;;;;;
D;656;3072474;11;20191111 01:11;V;;;;;;
B;656;3093361;12;20191111 01:11;;45;67;WILLIAM ST;PORT MACQUARIE;2444;;;20190925;20191106;590000;;R;RESIDENCE;45;;;0;AP661765;
C;656;3093361;12;20191111 01:11;45/SP72775;
D;656;3093361;12;20191111 01:11;P;;;;;;
D;656;3093361;12;20191111 01:11;P;;;;;;
D;656;3093361;12;20191111 01:11;V;;;;;;
B;656;3129945;13;20191111 01:11;;;41;BOTANIC DR;KEW;2439;735;M;20191021;20191107;669000;R1;R;RESIDENCE;;ADA;;0;AP665285;
C;656;3129945;13;20191111 01:11;4/1070547;
D;656;3129945;13;20191111 01:11;P;;;;;;
D;656;3129945;13;20191111 01:11;P;;;;;;
D;656;3129945;13;20191111 01:11;V;;;;;;
B;656;3551140;14;20191111 01:11;;;582;COLLING RD;BOORGANNA;2429;9.298;H;20190920;20191101;143000;RU2;V;VACANT LAND;;RPQ;;0;AP653138;
C;656;3551140;14;20191111 01:11;63/754420 1/1153181;
D;656;3551140;14;20191111 01:11;P;;;;;;
D;656;3551140;14;20191111 01:11;V;;;;;;
D;656;3551140;14;20191111 01:11;V;;;;;;
B;656;3525478;15;20191111 01:11;;1;5;BAIN PL;BONNY HILLS;2445;351.3;M;20191013;20191104;560000;R1;R;RESIDENCE;;ABY;;0;AP656778;
C;656;3525478;15;20191111 01:11;1/1153378;
D;656;3525478;15;20191111 01:11;P;;;;;;
D;656;3525478;15;20191111 01:11;P;;;;;;
D;656;3525478;15;20191111 01:11;V;;;;;;
D;656;3525478;15;20191111 01:11;V;;;;;;
B;656;3612977;16;20191111 01:11;;;6;DROVER ST;WAUCHOPE;2446;613.1;M;20191008;20191105;460000;R1;R;RESIDENCE;;AGA;;0;AP658656;
C;656;3612977;16;20191111 01:11;360/1170856;
D;656;3612977;16;20191111 01:11;P;;;;;;
D;656;3612977;16;20191111 01:11;P;;;;;;
D;656;3612977;16;20191111 01:11;V;;;;;;
D;656;3612977;16;20191111 01:11;V;;;;;;
B;656;3358753;17;20191111 01:11;;;60;BOLD ST;LAURIETON;2443;235;M;20190921;20191028;190000;;3;OFFICE;11;;;0;AP664130;
C;656;3358753;17;20191111 01:11;11/SP93939;
D;656;3358753;17;20191111 01:11;P;;;;;;
D;656;3358753;17;20191111 01:11;P;;;;;;
D;656;3358753;17;20191111 01:11;V;;;;;;
B;656;2720071;18;20191111 01:11;;;7;FLINDERS DR;LAURIETON;2443;611.5;M;20191011;20191101;495000;R1;R;RESIDENCE;;ADE;;0;AP651628;
C;656;2720071;18;20191111 01:11;3/729815;
D;656;2720071;18;20191111 01:11;P;;;;;;
D;656;2720071;18;20191111 01:11;V;;;;;;
B;656;2731098;19;20191111 01:11;;;32;GRAY ST;PORT MACQUARIE;2444;600.7;M;20190823;20191101;500000;R1;R;RESIDENCE;;AAL;;0;AP654063;
C;656;2731098;19;20191111 01:11;35/38266;
D;656;2731098;19;20191111 01:11;P;;;;;;
