A;RTSALEDATA;243;20200518 01:02;VALNET;
B;243;2645776;1;20200518 01:02;;;205;PINE ST;HAY;2711;461.6;M;20200428;20200512;105000;RU5;R;RESIDENCE;;RAA;;0;AQ97124;
C;243;2645776;1;20200518 01:02;1/978946;
D;243;2645776;1;20200518 01:02;P;;;;;;
D;243;2645776;1;20200518 01:02;P;;;;;;
D;243;2645776;1;20200518 01:02;V;;;;;;
D;243;2645776;1;20200518 01:02;V;;;;;;
B;243;2644486;2;20200518 01:02;;;59;LACHLAN ST;BOOLIGAL;2711;4046;M;20200421;20200512;2500;RU5;V;VACANT LAND;;RVB;;0;AQ97120;
C;243;2644486;2;20200518 01:02;5, 6/3/758134;
D;243;2644486;2;20200518 01:02;P;;;;;;
D;243;2644486;2;20200518 01:02;P;;;;;;
D;243;2644486;2;20200518 01:02;V;;;;;;
D;243;2644486;2;20200518 01:02;V;;;;;;
Z;14;2;2;8;
