A;RTSALEDATA;608;20190408 01:09;VALNET;
B;608;1210379;1;20190408 01:09;;;78;TANDORA ST;KELSO;2795;1077;M;20190201;20190401;655000;R1;R;RESIDENCE;;AAK;;0;AP159376;
C;608;1210379;1;20190408 01:09;32/261976;
D;608;1210379;1;20190408 01:09;P;;;;;;
D;608;1210379;1;20190408 01:09;P;;;;;;
D;608;1210379;1;20190408 01:09;V;;;;;;
D;608;1210379;1;20190408 01:09;V;;;;;;
B;608;1202548;2;20190408 01:09;;;17;COMMONWEALTH ST;WEST BATHURST;2795;588.1;M;20190225;20190401;300000;R2;R;RESIDENCE;;ALD;;0;AP158335;
C;608;1202548;2;20190408 01:09;10/36408;
D;608;1202548;2;20190408 01:09;P;;;;;;
D;608;1202548;2;20190408 01:09;P;;;;;;
D;608;1202548;2;20190408 01:09;V;;;;;;
B;608;1208520;3;20190408 01:09;;;103;RANKIN ST;BATHURST;2795;509;M;20181212;20190313;500000;R1;3;OFFICE;;AAC;;0;AP139579;
C;608;1208520;3;20190408 01:09;B/156293;
D;608;1208520;3;20190408 01:09;P;;;;;;
D;608;1208520;3;20190408 01:09;V;;;;;;
B;608;1200781;4;20190408 01:09;;;9;ALAMEIN WALK;WEST BATHURST;2795;406.79;M;20190225;20190401;225000;R1;R;RESIDENCE;;AAB;;0;AP159776;
C;608;1200781;4;20190408 01:09;56/28260;
D;608;1200781;4;20190408 01:09;P;;;;;;
D;608;1200781;4;20190408 01:09;P;;;;;;
D;608;1200781;4;20190408 01:09;V;;;;;;
D;608;1200781;4;20190408 01:09;V;;;;;;
B;608;1206485;5;20190408 01:09;;;2;LLOYDS RD;SOUTH BATHURST;2795;562.8;M;20181221;20190329;255000;R2;R;RESIDENCE;;ALD;;0;AP155909;
C;608;1206485;5;20190408 01:09;9/238131;
D;608;1206485;5;20190408 01:09;P;;;;;;
D;608;1206485;5;20190408 01:09;P;;;;;;
D;608;1206485;5;20190408 01:09;V;;;;;;
D;608;1206485;5;20190408 01:09;V;;;;;;
B;608;1201263;6;20190408 01:09;;;12;BARKER CCT;KELSO;2795;789.3;M;20190228;20190401;459000;R1;R;RESIDENCE;;AAK;;0;AP159379;
C;608;1201263;6;20190408 01:09;39/800318;
D;608;1201263;6;20190408 01:09;P;;;;;;
D;608;1201263;6;20190408 01:09;P;;;;;;
D;608;1201263;6;20190408 01:09;V;;;;;;
D;608;1201263;6;20190408 01:09;V;;;;;;
B;608;1209397;7;20190408 01:09;;;4;SAPPHIRE CRES;KELSO;2795;1072;M;20190226;20190402;385000;R1;R;RESIDENCE;;AAK;;0;AP160175;
C;608;1209397;7;20190408 01:09;17/1017758;
D;608;1209397;7;20190408 01:09;P;;;;;;
D;608;1209397;7;20190408 01:09;V;;;;;;
D;608;1209397;7;20190408 01:09;V;;;;;;
B;608;1212457;8;20190408 01:09;;;10;LEN BLACK PL;RAGLAN;2795;933;M;20190318;20190402;350000;R1;R;RESIDENCE;;AAR;;0;AP162030;
C;608;1212457;8;20190408 01:09;23/244953;
D;608;1212457;8;20190408 01:09;P;;;;;;
D;608;1212457;8;20190408 01:09;P;;;;;;
